am.highapps.parallaxtoolbar	compose-parallax-toolbar-kmp-android	1.0.0		N/A
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.59.0.Final		7b1bd6d970bf0e6d267beccecc59091b10f52ea0
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.6.0.Final		c35b02f2278ec402144f652a0715554aae877f31
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.60.0.Final		85a5570520a0a3f43efadaf9aad5255d93aa5ab5
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.61.0.Final		47985b6b21866e00c3aa8e188e55f25108e89420
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.62.0.Final		9dbe71b20a9735870199b0508da8898fcfac2ce4
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.63.0.Final		03a8532db8c73937abd733631fa4056b96689a5b
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.64.0.Final		cdd0e079c75c0d6676e39e090fd82cdb36c0583f
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.65.0.Final		47d525ec1a9af6114a9e2bbae61b77a126eb5b13
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.66.0.Final		0f6e097e7cfd44df644c8758f45d5fda6989b821
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.67.0.Final		97c0d2b53a2e4eecfde87d3767aa20bb2023bc1b
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.68.0.Final		e02f3e2ce8ff6c192d6db0a55914471ee90cca85
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.69.0.Final		dafd869335aa7a1bca57cc85a7ef8a42c30fe780
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.7.0.Final		b4cac8df481da03ed8e16a334f43df637dafcdcb
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.70.0.Final		39baf91803851dafde5beca6d29acf22f881f47a
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.71.0.Final		c866bc32c148ef205e3f3b2f1a6ac46ecfb20f15
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.72.0.Final		14af8296e42818e0e38d015bb05b2c4c0000b940
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.73.0.Final		a8d6ba0c6dfa17a67336b4e3a150d5714f973378
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.74.0.Final		bf16c5ebb8886b738e78cc305a2f4df288a179bc
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.74.1.Final		09fe51a8b2fab8cf54b0ac5e8235f48802556323
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.8.0.Final		189a32edccfd0a3c352fbbfbaf67da37e7e59b56
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.9.0.Final		7a20bc6c2d82bef108004189d479c9c0d3de0d13
org.langrid	jp.go.nict.langrid.client	1.0.10		3647860ba24bf3ae409fa564d0c317437d0dbce9
org.langrid	jp.go.nict.langrid.client	1.0.11		681af15bbae1ae9952a601cde1f0872c737b13fa
org.langrid	jp.go.nict.langrid.client	1.0.11-android		be3f8eaed84389be545c1a037a6d67ce30e5945f
org.langrid	jp.go.nict.langrid.client	1.0.12		1809a2e58fee85a30663678587d6dc3a208b043f
org.langrid	jp.go.nict.langrid.client	1.0.13		c0ab696dafc476f2981b170091a008b5385640ec
org.langrid	jp.go.nict.langrid.client	1.0.14		50181422ccd01eebbc0bf59265445ece80f5fb50
org.langrid	jp.go.nict.langrid.client	1.0.15		00dcde568b91806ae6fb7ed71b60798b04d1790f
org.langrid	jp.go.nict.langrid.client	1.0.16		49ebb38fcf66e7d4152b9b54c8a773b64552c881
org.langrid	jp.go.nict.langrid.client	1.0.17		019ba453885bbb29d8bfaa17ef91a476f000a560
org.langrid	jp.go.nict.langrid.client	1.0.7		a5c688608097db510115e0711c1fa7ad84f48985
org.langrid	jp.go.nict.langrid.client	1.0.8		78090b28c0ad3756a884082ad58adee6cf6d07a5
org.langrid	jp.go.nict.langrid.client	1.0.9		c257dd08fcd34271ca2ec1d08d935d858600a2fb
org.langrid	jp.go.nict.langrid.client	1.1.1		306a38e0bcfc27ffa18ac65f75086b3093eb1043
org.langrid	jp.go.nict.langrid.client	1.1.2		fc3fd580a28787919a046838c6d5f0e57e49ac9a
org.langrid	jp.go.nict.langrid.client	1.1.3		1a6861ef0e95b580cf1396bacfcced5e32a46605
org.mvnpm	lir	0.0.6		db20fa910828f369688803f2d9ec4035fbbd9423
org.mvnpm.at.stdlib	regexp-eol	0.0.7		0cb043a645eb29f006fde6be2497cb660205004f
org.netbeans.modules	org-netbeans-modules-hudson-git	RELEASE100		280806e10e9d81d62c606995caa256fde3bd8384
org.netbeans.modules	org-netbeans-modules-hudson-git	RELEASE110		b41bf54f6bcd015d363b3c074574f142ab797149
org.netbeans.modules	org-netbeans-modules-hudson-git	RELEASE111		23579f0e94930d817f31255be3a0f03c1053f103
org.netbeans.modules	org-netbeans-modules-hudson-git	RELEASE112		967f3e7c0b3b37cc17eca6da0648d1d294b442a6
org.netbeans.modules	org-netbeans-modules-hudson-git	RELEASE113		884db1fb0a25925db5cb80d0282134d151252c42
org.netbeans.modules	org-netbeans-modules-hudson-git	RELEASE120		05bd9b1691460fbe9ec89b514c6f5988d7c718fa
org.netbeans.modules	org-netbeans-modules-hudson-git	RELEASE120-1		a6b237e6d817292537c19ffeb5cf87cff7fa7166
org.netbeans.modules	org-netbeans-modules-hudson-git	RELEASE120-u1		d01549ba2cc3d369f4472a5bba9ee6bb576ef94c
org.netbeans.modules	org-netbeans-modules-hudson-git	RELEASE121		381bc78cc419765ebf3c0bc40c43ad1daec9e60c
org.netbeans.modules	org-netbeans-modules-hudson-git	RELEASE122		cb6b63725e5524fa16244d440bfaca02f1b41eed
org.netbeans.modules	org-netbeans-modules-hudson-git	RELEASE123		d3677e2d4af11b6427ef0106ae52a2d4e387c16e
org.netbeans.modules	org-netbeans-modules-hudson-git	RELEASE124		b4ca03893468ced8b6aab8303859217e92ef0d21
org.netbeans.modules	org-netbeans-modules-hudson-git	RELEASE125		5fefd20968b0ba56002a5d55141a0bdc0be10d17
org.netbeans.modules	org-netbeans-modules-hudson-git	RELEASE126		5bc2cc1bc70659d8c9232e2746f8677397d29515
org.netbeans.modules	org-netbeans-modules-hudson-git	RELEASE130		90009a4571e8f03ad3f45ebd38a8ae570d065efb
org.netbeans.modules	org-netbeans-modules-hudson-git	RELEASE140		cb485a34b2d41c27047c34ad6a4117e6dee13e2b
org.netbeans.modules	org-netbeans-modules-hudson-git	RELEASE150		c459ea358abf6e7006cea213a6d3404dd87a9e9f
org.netbeans.modules	org-netbeans-modules-hudson-git	RELEASE160		2efca6641224567a6de976b952de97a2a88b6f95
org.netbeans.modules	org-netbeans-modules-hudson-git	RELEASE170		0fe757cfafaf623c892558fe97578e148af87f66
org.netbeans.modules	org-netbeans-modules-hudson-git	RELEASE180		d681612f069fb37e2a61ed1016facd94658c7088
org.netbeans.modules	org-netbeans-modules-hudson-git	RELEASE190		000097e6dcf4c0f57ffaf864e82214d9b61b6208
org.netbeans.modules	org-netbeans-modules-hudson-git	RELEASE200		66691964eeecc246f9488ccaf37993c818bf0477
org.netbeans.modules	org-netbeans-modules-hudson-git	RELEASE210		e668db5e27634d1c8cfc2e716b49eb0431f181ad
org.netbeans.modules	org-netbeans-modules-hudson-git	RELEASE220		7c04d98315de5f800a08e0b483f71eedae907ab1
org.netbeans.modules	org-netbeans-modules-hudson-git	RELEASE230		11b0f577c6371192f4e13775ff0560a361a385d6
org.netbeans.modules	org-netbeans-modules-hudson-git	RELEASE240		a3ec7b3bbeadc1d18aec3822cd0c86cd1bd2be1f
org.netbeans.modules	org-netbeans-modules-hudson-git	RELEASE250		1eec0c16e461a59836983f67f45f77a33dc3716e
org.netbeans.modules	org-netbeans-modules-hudson-git	RELEASE90		75ec0bec57b8e9c4ac6a8b69f23880089adb74b0
org.opendaylight.bgpcep	bgp-bmp-spi	0.10.0		f90919520fb486dc6501395bf8d48b0816590c00
org.opendaylight.bgpcep	bgp-bmp-spi	0.10.1		5ccfa037dba82489b06dd5395e39ae1f0f964263
org.opendaylight.bgpcep	bgp-bmp-spi	0.10.2		4dd48a66a06d786214679062096ab543988cb1a6
org.opendaylight.bgpcep	bgp-bmp-spi	0.10.3		0a8ad540cf29017b9d06124586144c309133038d
org.opendaylight.bgpcep	bgp-bmp-spi	0.11.0		99954b41e74230a95c48901095f702494a2ed390
org.opendaylight.bgpcep	bgp-bmp-spi	0.11.1		6cfd732540985efd8ee43855a5b9ddecc9513c8d
org.opendaylight.bgpcep	bgp-bmp-spi	0.11.2		751a2512949ec85d10601ee931382eefb626ac74
org.opendaylight.bgpcep	bgp-bmp-spi	0.11.3		0d2647c1fd5e390444243934d969d28084ec7fcd
org.opendaylight.bgpcep	bgp-bmp-spi	0.12.0		9ec56980ca18a80a1461d5749e45d3a2834d1b8b
org.opendaylight.bgpcep	bgp-bmp-spi	0.12.1		ffb405d5a33d6b53bf608ba63ad8aabb541e189e
org.opendaylight.bgpcep	bgp-bmp-spi	0.12.2		563829fc59a391edb7ad51ec16ea901c4cc49040
org.opendaylight.bgpcep	bgp-bmp-spi	0.12.3		d14964cba468cd609938270f0e1aeba46a2a34cc
org.opendaylight.bgpcep	bgp-bmp-spi	0.12.4		e67a0f2ada7233ee495ce9465931477016c9ab81
org.opendaylight.bgpcep	bgp-bmp-spi	0.13.0		85b049ca1a3de5c5202d7ce4ca903114550cb9c7
org.opendaylight.bgpcep	bgp-bmp-spi	0.13.1		35662269b543e5f339d3b1c9f6d1d3cbc12a76fd
org.opendaylight.bgpcep	bgp-bmp-spi	0.13.2		bd15d6c424d9f2c9a7ba45f6b105389918562763
org.opendaylight.bgpcep	bgp-bmp-spi	0.13.3		55bff4a460651295c89db432f29959c8d20dae18
org.opendaylight.bgpcep	bgp-bmp-spi	0.14.0		34eae1e5792c940bd7ead2ae4e987058d3757725
org.opendaylight.bgpcep	bgp-bmp-spi	0.14.1		a2f7382b88a5bc59d9f53466357c8e2d5d5e2ade
org.opendaylight.bgpcep	bgp-bmp-spi	0.14.2		1e361c63516998d6e45163d538d91d7b4975a7e8
org.opendaylight.bgpcep	bgp-bmp-spi	0.14.3		09c9c38c718303179591ceec5a8a970489256cc4
org.opendaylight.bgpcep	bgp-bmp-spi	0.14.4		935edfefccffd8b9542e587269e893e344eb9e74
org.opendaylight.bgpcep	bgp-bmp-spi	0.15.0		25abb90440417db71559ba493b69ff9d6228a7f9
org.opendaylight.bgpcep	bgp-bmp-spi	0.15.1		7a229f7cf1922a6aa1cc81bdf4461ff6229bf00b
org.opendaylight.bgpcep	bgp-bmp-spi	0.15.2		e888eda996ec274895cff838e490b56912b23004
org.opendaylight.bgpcep	bgp-bmp-spi	0.15.3		d1ee377da18d93710192244686693746fc56be39
org.opendaylight.bgpcep	bgp-bmp-spi	0.15.4		e729735514381b5e5e2d5dc0dbc3cab440206946
org.opendaylight.bgpcep	bgp-bmp-spi	0.16.0		84822a58356b3406930d818767a48ee5127882e9
org.opendaylight.bgpcep	bgp-bmp-spi	0.16.1		fa0ddd822a44a5ac111428e2230424b2cd9d5e02
org.opendaylight.bgpcep	bgp-bmp-spi	0.16.10		5b8c9af7b775a2346a0e87a416e708b0c07a3cd4
org.opendaylight.bgpcep	bgp-bmp-spi	0.16.11		3976386e7e3a19b5f05f3e8984b64e7afdd7affc
org.opendaylight.bgpcep	bgp-bmp-spi	0.16.12		4a9d1d398a71a487ee75644bcd027913a24fc910
org.opendaylight.bgpcep	bgp-bmp-spi	0.16.13		957a599ac32e211ef6fde31656a320cbc194c7dd
org.opendaylight.bgpcep	bgp-bmp-spi	0.16.14		2054fcc6b68a5e0c2196230c9612bd59a6daf6f8
org.opendaylight.bgpcep	bgp-bmp-spi	0.16.15		c26ee63ba9964b45246d5628de053f59b67ccd4e
org.opendaylight.bgpcep	bgp-bmp-spi	0.16.16		ed7abd6c9a1bb8bb0484578bb4a27a288bf2cd67
org.opendaylight.bgpcep	bgp-bmp-spi	0.16.2		4c759d1e5b0d8456843c704407ac80cf0b004ae3
org.opendaylight.bgpcep	bgp-bmp-spi	0.16.3		4e808e2cb3b3a055c5da9b90c535c32c18bfa0eb
org.opendaylight.bgpcep	bgp-bmp-spi	0.16.4		afb628bfb8f00e46e7016d63fbe98679fa3d7491
org.opendaylight.bgpcep	bgp-bmp-spi	0.16.5		223dc86694a1969e00ba1c7a9c2d84864ca52a77
org.opendaylight.bgpcep	bgp-bmp-spi	0.16.6		93a61dbeb9fc007a3aa7bac0d8b5a56ebff4aa29
org.opendaylight.bgpcep	bgp-bmp-spi	0.16.7		743a94e9ceb64b84400eb9b2bf08d9f8a58a99cc
org.opendaylight.bgpcep	bgp-bmp-spi	0.16.8		eb870c8ab0485cb5342418100a5a9faa83a9c55c
org.opendaylight.bgpcep	bgp-bmp-spi	0.16.9		4cdd2d5a5242d05752c9f384ad29c343cd8dc45e
org.opendaylight.bgpcep	bgp-bmp-spi	0.17.0		167119046c1f2d624193e067fb24f07d55851939
org.opendaylight.bgpcep	bgp-bmp-spi	0.17.1		26bd3e6b1367ddb779c6ec3a0d2ed75d689dcac5
org.opendaylight.bgpcep	bgp-bmp-spi	0.17.10		813dd3314662678f32fad2540f002969830b748d
org.opendaylight.bgpcep	bgp-bmp-spi	0.17.2		fc77bd6874e17f988e24e6c86ae3be0a38504bdf
org.opendaylight.bgpcep	bgp-bmp-spi	0.17.3		f02d8f724fac299b6530ab6457947b20573db244
org.opendaylight.bgpcep	bgp-bmp-spi	0.17.4		662b61b64e6faa9f17f5578db38114dfbe8bdcf5
org.opendaylight.bgpcep	bgp-bmp-spi	0.17.5		d59f5e61633717f9547acb4f2673522f29a3ccf0
org.opendaylight.bgpcep	bgp-bmp-spi	0.17.6		35a9d4d9f3cb5feb02c662f6f2f0594a705d8c8e
org.opendaylight.bgpcep	bgp-bmp-spi	0.17.7		e2502bb1665fc61b5e2c85f7432693473ed7e693
org.opendaylight.bgpcep	bgp-bmp-spi	0.17.8		af06c6a1cd7662b29fae1a89811e2f6202333280
org.opendaylight.bgpcep	bgp-bmp-spi	0.17.9		0798da4e6f7ad889a30f3dee873bb607eb6c3a56
org.opendaylight.bgpcep	bgp-bmp-spi	0.18.0		28b3f6f3f2cc2bb9d7c798f2b8de06601303109a
org.opendaylight.bgpcep	bgp-bmp-spi	0.18.1		4a42956f2505e2a7f6c05c1708d223c1691b6c60
org.opendaylight.bgpcep	bgp-bmp-spi	0.18.2		87e2a1976120501400e49af015902adf620e7b7e
org.opendaylight.bgpcep	bgp-bmp-spi	0.18.3		4f591bbd3e1fd8f79430d3eb3dc67f8c48e1dfad
org.opendaylight.bgpcep	bgp-bmp-spi	0.18.4		382faced7c480f7dbb320166fbe8e85c869b7e55
org.opendaylight.bgpcep	bgp-bmp-spi	0.18.5		a66db53ddcc0a43bc62a033fd87b71ccc128acab
org.opendaylight.bgpcep	bgp-bmp-spi	0.18.6		ab38f3f7b17ef19d809a8a88cde11537a7921a01
org.opendaylight.bgpcep	bgp-bmp-spi	0.18.7		618cd483cb79a37e69bd161a1a9f567d972bbbdc
org.opendaylight.bgpcep	bgp-bmp-spi	0.18.8		80b19b8c0d8f383441c1f3c2f5a6ce841bd2546f
org.opendaylight.bgpcep	bgp-bmp-spi	0.18.9		3caa03d427b61ac96c37a4aa90b2a80d77daf7a4
org.opendaylight.bgpcep	bgp-bmp-spi	0.19.0		8351bf23cc0244958104b9dd3630ee0c3a6df19c
org.opendaylight.bgpcep	bgp-bmp-spi	0.19.1		d798f4ad2767998ddbe5fb1155d6523f77c3a5d1
org.opendaylight.bgpcep	bgp-bmp-spi	0.19.2		499e6ea48be6e3b72301d1bc81e932c2ad0d2245
org.opendaylight.bgpcep	bgp-bmp-spi	0.19.3		23e84ac078d82ccad8a20e81797253f014ff1c08
org.opendaylight.bgpcep	bgp-bmp-spi	0.19.4		f5abc8cd6d056e9b840fbdf2854d7dfe181090b8
org.opendaylight.bgpcep	bgp-bmp-spi	0.19.5		e6e27f715e21baaea210be0dccf1485edcb8c2d2
org.opendaylight.bgpcep	bgp-bmp-spi	0.19.6		1402e1ce8e7a9991407ba5a5bc938a45a56faf6e
org.opendaylight.bgpcep	bgp-bmp-spi	0.19.7		79afeb39a53fa9515c8c03ccae47d0808b625692
org.opendaylight.bgpcep	bgp-bmp-spi	0.19.8		d31d13eb6a47a9401694c69e351f90c0cd059401
org.opendaylight.bgpcep	bgp-bmp-spi	0.19.9		e933f6ce164ae10204bbc615f268490768bea7bd
org.opendaylight.bgpcep	bgp-bmp-spi	0.20.0		bd33c42aa06cbea3566945f80f711ad157a24100
org.opendaylight.bgpcep	bgp-bmp-spi	0.20.1		ada5192ecba9e9b39e7ad608501441300d50770e
org.opendaylight.bgpcep	bgp-bmp-spi	0.20.2		5e844e7ca3df2e856f769114460c84c58f5cc3d3
org.opendaylight.bgpcep	bgp-bmp-spi	0.20.3		8f37a496f81c6e3db5fef1b696217058fb48529f
org.opendaylight.bgpcep	bgp-bmp-spi	0.20.4		585a27874d883017622127c67851f7db2b96b726
org.opendaylight.bgpcep	bgp-bmp-spi	0.20.5		6979d8beb6dc535e1b247ca14ee39370e6452eb0
org.opendaylight.bgpcep	bgp-bmp-spi	0.20.6		13c1e282e7bca382127eb25db7140d7d04767464
org.opendaylight.bgpcep	bgp-bmp-spi	0.20.7		b8eb60647aec9e880c693ab2593aa4f5503450ec
org.opendaylight.bgpcep	bgp-bmp-spi	0.20.8		12e6472b9dc46f62be9037d8cbc16274d9c814c8
org.opendaylight.bgpcep	bgp-bmp-spi	0.20.9		1180c25eaf1bef045239e1871792407ed212b62f
org.opendaylight.bgpcep	bgp-bmp-spi	0.21.0		c384e5ea973a7754cd4cd85a85422ab4a110247a
org.opendaylight.bgpcep	bgp-bmp-spi	0.21.1		68de79d4e8d62b364a7792d9a7708e80f76f943c
org.opendaylight.bgpcep	bgp-bmp-spi	0.21.10		5302b5e738b8be3a89edb6f7f40c7bbada8ac7e5
org.opendaylight.bgpcep	bgp-bmp-spi	0.21.11		cc2ccdc9642f66c2fc88038b0f6f1aa141197bef
org.opendaylight.bgpcep	bgp-bmp-spi	0.21.2		aa4f902fac5c0ae92fbdc601e82dec9c7ce2a7a1
org.opendaylight.bgpcep	bgp-bmp-spi	0.21.3		7ee687922b3f4afc6789616e7e3a16e5a31ca703
org.opendaylight.bgpcep	bgp-bmp-spi	0.21.4		e2f8e06caadaa60f600f39a021b1e59611b3834f
org.opendaylight.bgpcep	bgp-bmp-spi	0.21.5		cce65de3812a722179cf8e0e02ecc60549b09985
org.opendaylight.bgpcep	bgp-bmp-spi	0.21.6		3c9957c1967bcadc59ff83ff1984c791ea3480c4
org.opendaylight.bgpcep	bgp-bmp-spi	0.21.7		acc3161f7697fd6ce0ba1d8c6cf177c0ab9bbb7c
org.opendaylight.bgpcep	bgp-bmp-spi	0.21.8		56b9f6ecf988fa6a0b832bdbbebe4988777982f6
org.opendaylight.bgpcep	bgp-bmp-spi	0.21.9		57c5a2565b7374bff45cfcc2810e87bba58ea315
org.opendaylight.bgpcep	bgp-bmp-spi	0.22.0		7729b685e761961a23c2f55b70289a88c9fa683e
org.opendaylight.bgpcep	bgp-bmp-spi	0.22.1		360e9f3d1af15fcf0d69a8c3a798f8dbbac9c70c
org.opendaylight.bgpcep	bgp-bmp-spi	0.22.10		2ee8c1bf07457a56b32aee426b255044de665ece
org.opendaylight.bgpcep	bgp-bmp-spi	0.22.2		1f0c2ef8ecb42422378f67958292cb8e604fdc01
org.opendaylight.bgpcep	bgp-bmp-spi	0.22.3		a03d6504f06f838ba93e3a6e789833785ad90a4e
org.opendaylight.bgpcep	bgp-bmp-spi	0.22.4		cf1dc1f11020289673008ba12240fea5a3ca7481
org.opendaylight.bgpcep	bgp-bmp-spi	0.22.5		c8c962159b80d98719db15ddff392d9f04fa5451
org.opendaylight.bgpcep	bgp-bmp-spi	0.22.6		be84249e383f53a6329622af4284fa83b293989f
org.opendaylight.bgpcep	bgp-bmp-spi	0.22.7		8f836104b5a89aeebec46f5e16e5d98ca093d17e
org.opendaylight.bgpcep	bgp-bmp-spi	0.22.8		6a7348b839a7b28879e56d10fe45fcdb10401c3f
org.opendaylight.bgpcep	bgp-bmp-spi	0.22.9		6722b1bcf00c84f546a1c27f10db53b7f6e0dca0
org.opendaylight.bgpcep	bgp-bmp-spi	0.5.0-Beryllium		099b9f58fed95bb2c3fa8e87d7e876b53f7ad281
org.opendaylight.bgpcep	bgp-bmp-spi	0.5.1-Beryllium-SR1		950f57e0f2d16b956f7526ca2cced8ffd38d79b7
org.opendaylight.bgpcep	bgp-bmp-spi	0.5.2-Beryllium-SR2		11f3074316c54a50f516f3b65e47de86ff5be7a8
org.opendaylight.bgpcep	bgp-bmp-spi	0.5.3-Beryllium-SR3		d7ada5f0eb42de43ee4c95f39bbbb0698a4b49f1
org.opendaylight.bgpcep	bgp-bmp-spi	0.5.4-Beryllium-SR4		126d71833d7b37053746528deef4d0e123d8f301
org.opendaylight.bgpcep	bgp-bmp-spi	0.6.0-Boron		6c79f5ab2741aef2598e5813ac9487ba08aa3129
org.opendaylight.bgpcep	bgp-bmp-spi	0.6.1-Boron-SR1		d3821e537e74f1fc4157a66c3e87dcc6823a9fc2
org.opendaylight.bgpcep	bgp-bmp-spi	0.6.2-Boron-SR2		4e1e86b5311467d99cd989c8fa50907b067202c7
org.opendaylight.bgpcep	bgp-bmp-spi	0.6.3-Boron-SR3		38805aa16f67d52ac9a2c5b10f0e99f97b6fc55a
org.opendaylight.bgpcep	bgp-bmp-spi	0.6.4-Boron-SR4		8e54135d5cddb46a05eebf81a2f2873c8afd0cec
org.opendaylight.bgpcep	bgp-bmp-spi	0.7.0-Carbon		c7d2d874b4167600fb29ae9d4ed8be83971c87e8
org.opendaylight.bgpcep	bgp-bmp-spi	0.7.1-Carbon		c96f19f9bc88b61ee21701e23240841e28405769
org.opendaylight.bgpcep	bgp-bmp-spi	0.7.2-Carbon		638c66a19c870b650940444d50b05ac657fbcfa7
org.opendaylight.bgpcep	bgp-bmp-spi	0.7.3-Carbon		baa174a32fd5a3a4915b93db95e69745388b6c1e
org.opendaylight.bgpcep	bgp-bmp-spi	0.7.4-Carbon		d4a9052a1dc909def0b39a6c86112111b8f2b51c
org.opendaylight.bgpcep	bgp-bmp-spi	0.8.0		5c3c649d737190313611132775d12dceec5dbb44
org.opendaylight.bgpcep	bgp-bmp-spi	0.8.1		20900284bce28a9146c78cbe085bcac2fb0d206d
org.opendaylight.bgpcep	bgp-bmp-spi	0.8.2		4b67580c61a1dc591c484b8aea9bc64d27f796ab
org.opendaylight.bgpcep	bgp-bmp-spi	0.8.3		b2e9801d541d622fbc35e59267540675ac472e44
org.opendaylight.bgpcep	bgp-bmp-spi	0.9.0		ecf4686717672c529c409924b5c15f9d08c46e32
org.opendaylight.bgpcep	bgp-bmp-spi	0.9.1		cc54a3a5f967e88848ff4aa868dd8f5783201234
org.opendaylight.bgpcep	bgp-bmp-spi	0.9.2		bd1b9d4d2ea1e40b5689d757065f1e9c7fe8b3a8
org.opendaylight.bgpcep	bgp-bmp-spi	0.9.3		54ab78b025926f4d4fe8342392d0277aabb699e6
org.opendaylight.bgpcep	bgp-bmp-spi	0.9.4		a32286e081e3c432a3fe276ff60630a66fc25390
org.opendaylight.mdsal	mdsal-binding-dom-codec-osgi	0.11.0		4c92f082c1463beda380181b3f589e20d627dc51
org.opendaylight.mdsal	mdsal-binding-dom-codec-osgi	0.11.1		9828cd0144c53be54f79c86d4028b04185922171
org.opendaylight.mdsal	mdsal-binding-dom-codec-osgi	0.11.2		162b84a5b1585973e5d5eeb3e6457d8d824991eb
org.opendaylight.mdsal	mdsal-binding-dom-codec-osgi	0.11.3		23409142da32185c661f3da4ecc7d02be8200a70
org.opendaylight.mdsal	mdsal-binding-dom-codec-osgi	0.12.0		d28a766e3c637ba0c3642d9809e1cd9c9449784f
org.opendaylight.mdsal	mdsal-binding-dom-codec-osgi	0.12.1		085226ca221360454be11d32b69650cbdf9f9699
org.opendaylight.mdsal	mdsal-binding-dom-codec-osgi	0.12.2		fc6ec4bbf0dfa6d20111fca5c941b41446044c3f
org.opendaylight.mdsal	mdsal-binding-dom-codec-osgi	0.12.3		45df27dbfaee4915f3197ff1e81e6fa8b187d1a5
org.opendaylight.mdsal	mdsal-binding-dom-codec-osgi	0.12.4		03c9bf456e4e435d6c93bebe8c54a87477563749
org.opendaylight.mdsal	mdsal-binding-dom-codec-osgi	0.13.0		03ac9057352b4ce5fd71a44a0868bcc887535fb8
org.opendaylight.mdsal	mdsal-binding-dom-codec-osgi	0.13.1		cf4abdf15996ea306c3a5eb8b8e91373a6208369
org.opendaylight.mdsal	mdsal-binding-dom-codec-osgi	0.13.2		c57a37c1eb2ad949a85079c92848a4aec9eb4ffc
org.opendaylight.mdsal	mdsal-binding-dom-codec-osgi	0.13.3		8efb7dcb748127699164baeb00e08ee00f3a38db
org.opendaylight.mdsal	mdsal-binding-dom-codec-osgi	10.0.0		941792e943f2696f48baf9e844f13d0f626dac67
org.opendaylight.mdsal	mdsal-binding-dom-codec-osgi	10.0.1		be7a58c0e5d30b1d41913072ce076938d0e152e6
org.opendaylight.mdsal	mdsal-binding-dom-codec-osgi	10.0.2		d95c70424182e747b1fb3dcd34ab26b7f2d0de26
org.opendaylight.mdsal	mdsal-binding-dom-codec-osgi	10.0.3		1f5cce6ff3bc6775faf92c9f400f4a0c18a69c09
org.opendaylight.mdsal	mdsal-binding-dom-codec-osgi	10.0.4		f2ec9f485e8d4a2156b87a4b8d58ed7070cf9127
org.opendaylight.mdsal	mdsal-binding-dom-codec-osgi	10.0.5		dc26c7e4368bc6700a23c5c8d9fbefbdac672eb9
org.opendaylight.mdsal	mdsal-binding-dom-codec-osgi	10.0.6		3ac612744f578d26cfdabc893e58866400c48359
org.opendaylight.mdsal	mdsal-binding-dom-codec-osgi	10.0.7		251c9b058f2baf26e3ab1d2e8adbc6e08de79719
org.opendaylight.mdsal	mdsal-binding-dom-codec-osgi	10.0.8		83fa7b44ba863de6887cab5f2d487116634883a8
org.opendaylight.mdsal	mdsal-binding-dom-codec-osgi	10.0.9		ba34a34cd2222e137e943495137c15da0287e06b
org.opendaylight.mdsal	mdsal-binding-dom-codec-osgi	11.0.0		34535eecb5db2f9ce5f28f4bd015a50076ac9fdb
org.opendaylight.mdsal	mdsal-binding-dom-codec-osgi	11.0.1		cc4092b6781486228b1f4d622ff8e1cf6b40dc63
org.opendaylight.mdsal	mdsal-binding-dom-codec-osgi	11.0.10		1d20cdaf95e3b66cbf234e224bdd51d469457f02
org.opendaylight.mdsal	mdsal-binding-dom-codec-osgi	11.0.11		f2d186e3f335c747a801648718f5f3d619ccede4
org.opendaylight.mdsal	mdsal-binding-dom-codec-osgi	11.0.12		c3ff5a539991f9502f2a0a961d628483b519169a
org.opendaylight.mdsal	mdsal-binding-dom-codec-osgi	11.0.13		aa5e5c71c60d3e85edb1ca8f2268d2b29272fb5a
org.opendaylight.mdsal	mdsal-binding-dom-codec-osgi	11.0.14		f8b7e2f818ac91285f5f7af60471de13285e7cb7
org.opendaylight.mdsal	mdsal-binding-dom-codec-osgi	11.0.15		bfbddc56bd1edbce2e1f5e1fa804ec29d5692d8a
org.opendaylight.mdsal	mdsal-binding-dom-codec-osgi	11.0.16		f46df4428a7b8f216ec117901364de4e13345d58
org.opendaylight.mdsal	mdsal-binding-dom-codec-osgi	11.0.2		dd48bd67bf808ea2c2edfc181af710909c53879e
