cn.jdevelops	jdevelops-aop-exception	2.0.7		7194a219beb0d8658fcad1216ee555b130acc34e
org.scala-sbt	zinc-persist_2.13	1.9.3		932e0ae95483c4a6688df754424992b9b1df98bb
org.scala-sbt	zinc-persist_2.13	1.9.4		a0223dadf77571cea2233c63c461cac1412b51bf
org.scala-sbt	zinc-persist_2.13	1.9.5		58cfb9487c50e60d2062c89f2640e524cc7c69a0
org.scala-sbt	zinc-persist_2.13	1.9.6		348bfc468e7578b73c5a5606c0d84b07ddc53912
org.shaneking.spring	org.shaneking.spring.sql	0.1.3		8cf1244bf3b34e162c40d3fe9cf00e8440732369
org.shaneking.spring	org.shaneking.spring.sql	0.2.0		c9d1d05831cff4337d22c15ff7906c861f2aa9c3
org.shaneking.spring	org.shaneking.spring.sql	0.2.1		815f56df0e1104cbb7d7deeac9259e03c4c05101
org.shaneking.spring	org.shaneking.spring.sql	0.2.2		3fc001f7e004c773a69085edf2712c97e8551943
org.shaneking.spring	org.shaneking.spring.sql	0.2.3		502042669c7f6d748b45f95efb1bb278c98baffa
org.shaneking.spring	org.shaneking.spring.sql	0.2.4		3298cc56d4a077ff9ab41d91fa18c5703090a481
org.shaneking.spring	org.shaneking.spring.sql	0.2.5		39daa46e995dc421e00cbc25cce6ec5a5480049a
org.shaneking.spring	org.shaneking.spring.sql	0.3.0		5dcf2486d67f4bad90b226e7e3a07f8a3ced9a51
org.shaneking.spring	org.shaneking.spring.sql	0.3.1		94a6f46734c22e2095dc445bb904a2d727a73e6c
org.shaneking.spring	org.shaneking.spring.sql	0.3.2		5f5255f3444cc5a1cbba7f11006f08b851a611bf
org.shaneking.spring	org.shaneking.spring.sql	0.3.3		9dd1b7c10bf51b6de339141db4411c6e87f86140
org.shaneking.spring	org.shaneking.spring.sql	0.3.4		4a7e32bbbde72bd687e229f8a6ca9060d513fb31
org.shaneking.spring	org.shaneking.spring.sql	0.3.5		67a2b426daab10283311051e7ff8db1ec1bfe3b2
org.shaneking.spring	org.shaneking.spring.sql	0.3.6		584dbaaf10616e3b7ab642c5b1187697d63b58e2
org.shaneking.spring	org.shaneking.spring.sql	0.3.7		3c3d7e59ee3bbaf546cdcd640e7ddfe2288fba5d
org.shaneking.spring	org.shaneking.spring.sql	0.5.1		40f8ff41b8f64e1729e167c8843b3119aef767a1
org.talend.esb.sam.service	sam-service-rest	5.3.2		c83c18b19449cc05e0f74709f46aea364145b6ec
org.talend.esb.sam.service	sam-service-rest	5.4.0		7eca3880192329a180353178568cc8483bbd2d31
org.talend.esb.sam.service	sam-service-rest	5.4.1		f5b880671270c34a38497edfdfa1c5d03a09be59
org.talend.esb.sam.service	sam-service-rest	5.4.2		3a5f432c824dd12b28492b29b36483edb1d26479
org.talend.esb.sam.service	sam-service-rest	5.5.0		bbbeaa510031d435c249a074f6542dfff2d7b8f5
org.talend.esb.sam.service	sam-service-rest	5.5.1		ae8d10fe5df87f3ced58514275eb49d0a3e0593a
org.talend.esb.sam.service	sam-service-rest	5.5.2		b7d6fda9329b4023c802474f146cd599c7bb0308
org.talend.esb.sam.service	sam-service-rest	5.6.0		21b2cecfaf0532a71877bdbb3074e78457127c7f
org.talend.esb.sam.service	sam-service-rest	5.6.1		09fafb177ca2202683a92fa50dc97ee1ddffb145
org.talend.esb.sam.service	sam-service-rest	5.6.2		2b28dd3db437eb20dd0e7729a5bdde1a59cabfc1
org.talend.esb.sam.service	sam-service-rest	5.6.3		cebd93a52720019dde30e6c3da0fbe5b25cd4cfa
org.talend.esb.sam.service	sam-service-rest	6.0.0		c940c53d18e4432b685bc4d7d391a6fe9f15c5cd
org.talend.esb.sam.service	sam-service-rest	6.0.1		12f653e5453f0099641d9165c1ff8607e3b67230
org.talend.esb.sam.service	sam-service-rest	6.1.0		90ca9036124cc53283f618f4a8998a5095b08095
org.talend.esb.sam.service	sam-service-rest	6.1.1		df0ffd7c9c11670f0d1c066ab8d1e73c23e50590
org.talend.esb.sam.service	sam-service-rest	6.1.2		7fc97bc597083cbaca16fd01b73908a01228dd33
org.talend.esb.sam.service	sam-service-rest	6.2.0		f9ca320e37839d1a2f27bbf44699baf240092c1d
org.talend.esb.sam.service	sam-service-rest	6.2.1		1375501d79736fa3f940cfaf8fc056429af9bb56
org.talend.esb.sam.service	sam-service-rest	6.2.2		f7dd4e31c88d49d98b433b9b0a109301458d208e
org.talend.esb.sam.service	sam-service-rest	6.3.0		2e5f070979556d627268908af41747099ad031a2
org.talend.esb.sam.service	sam-service-rest	6.3.1		7c182f1260c8d0d3803a861e525550f3962157cb
org.talend.esb.sam.service	sam-service-rest	6.3.2		d81982f5f57de269f1d48aa155bd2a9f4e3fe7a9
org.talend.esb.sam.service	sam-service-rest	6.4.0		7a21e283bac80c8bb975d58cb7903268d7e2a2bf
org.talend.esb.sam.service	sam-service-rest	6.4.1		304a0f8d5dbd11a4eb35171465059891953a9d36
org.talend.esb.sam.service	sam-service-rest	6.5.1		21346b854dbbc3cb94ac84853a6c57d0ff375858
org.talend.esb.sam.service	sam-service-rest	7.0.1		5d735ffe70a45116d5c0eddabd3e9c7423b9af70
org.talend.esb.sam.service	sam-service-rest	7.1.1		3daf2cea593d0b911d2798b27f702c16d3edcca4
org.talend.esb.sam.service	sam-service-rest	7.2.1		ef5f3a5339fbc0a179925182e5565c669fa6ac4e
org.talend.esb.sam.service	sam-service-rest	7.3.1		9156ebcba48986e012ec521e50a8492becfd3ab7
org.talend.esb.sam.service	sam-service-rest	8.0.1		61af20a61a7b4e65813c7ade1fb73052940b29ec
org.talend.esb.sam.service	sam-service-rest	8.0.1.R2023-08-RT		4b4bd8c9dbf7818337c9379861afac07fd0927fd
org.talend.esb.sam.service	sam-service-rest	8.0.1.R2023-10-RT		034d3724800f70ddeef3ae303f1dad35ca0422c9
org.talend.esb.sam.service	sam-service-rest	8.0.1.R2024-05-RT		6a384e3937ea9eb332da8191d2ecb867c55beb45
org.webjars.bower	angular-translate	2.10.0		1d0cad2776aafedc726d058389946341ee5f1488
org.webjars.bower	angular-translate	2.11.0		17c3c52b283f532c35ecf615221231ba785bbb39
org.webjars.bower	angular-translate	2.11.1		ffb7411498cb10846556ec8f7bb481c8c1d9e3e9
org.webjars.bower	angular-translate	2.12.1		4fb91222e49f581828d6ee1f4f9ce0866664ad6e
org.webjars.bower	angular-translate	2.13.0		26c4603f693e8f68bceb4ebf55a016b12706c5bc
org.webjars.bower	angular-translate	2.13.1		2d6b9a1e98573df84a842e680ee0419fdcc13096
org.webjars.bower	angular-translate	2.14.0		32fb0de30f4b30f3feaf296585eba5425c666515
org.webjars.bower	angular-translate	2.15.1		a21f482042b9429ff965d308d66cbcfa61088244
org.webjars.bower	angular-translate	2.15.2		642ea8207ce11dd09760a618edd325471e3a7a85
org.webjars.bower	angular-translate	2.16.0		aa78fd66a778d482232ba6c16580b005b8b7c070
org.webjars.bower	angular-translate	2.17.0		497df5e06d811b84320f271d6e1f172c715b97b6
org.webjars.bower	angular-translate	2.17.1		d7067a5214857bfdafad00db2811d255e0ae7eea
org.webjars.bower	angular-translate	2.18.1		364b16a0c9c84c7004d5174287c45334802a23b1
org.webjars.bower	angular-translate	2.18.3		253215aa21837a4adf3bfbe47189aa86db044427
org.webjars.bower	angular-translate	2.6.1		72f01b8fd2226f1bdc01697e38e0e3cd22b92264
org.webjars.bower	angular-translate	2.7.0		5bb2a56708f2c3f746b369f4d2e0432bb8319ae3
org.webjars.bower	angular-translate	2.8.0		c07d8de5d7e0d15f11f1341ba7b855b1d87df265
org.webjars.bower	angular-translate	2.8.1		041eba15407dc79bf47386cba59ea66927400c71
org.webjars.bower	angular-translate	2.9.0		08c987a93b7dfa4734b1cd9b5f50887b92355946
org.webjars.bower	angular-translate	2.9.1		90f02190ecb9415ad4b5f89a60207396010fed1b
org.webjars.bower	plupload-angular-2	1.0.4		363ec62c986daa4d7fd07884ab788fb9cfc905e1
org.webjars.npm	compute-dims	1.1.0		22034b3c44ea52484f8440407e98b1866cec34ad
org.webjars.npm	formkit__validation	1.3.0		4c6552451e04aee438f85e9a3d9054abc2498726
ro.cosminmihu.ktor	ktor-monitor-logging-android	1.0.1		N/A
ro.cosminmihu.ktor	ktor-monitor-logging-android	1.1.0		N/A
ro.cosminmihu.ktor	ktor-monitor-logging-android	1.2.0		N/A
ro.cosminmihu.ktor	ktor-monitor-logging-android	1.3.0		N/A
ro.cosminmihu.ktor	ktor-monitor-logging-android	1.4.0		N/A
ro.cosminmihu.ktor	ktor-monitor-logging-android	1.5.0		N/A
ro.cosminmihu.ktor	ktor-monitor-logging-android	1.6.0		N/A
ro.cosminmihu.ktor	ktor-monitor-logging-android	1.6.1		N/A
ru.darklogic.jericho	common	1.0.0		015b9f78896abaeba7378a25e8c88bc048e0a64d
ru.darklogic.jericho	common	1.1.0		e613e99141cd99ad1fc4ecc7a7a3497c1b3ad3ab
ru.darklogic.jericho	common	1.1.1		844710e3e5f860a3ab6cb3564778efcc99ade0e6
se.skltp.patch.mule.transport.http	skltp-patch-mule-transport-http	1.0		b7f2f5c9bd77e486b14b3716cb248093ed4615c9
se.skltp.patch.mule.transport.http	skltp-patch-mule-transport-http	1.0-RC1		1a3946073ecd8f83e438f85864565a1f709c58e8
se.skltp.patch.mule.transport.http	skltp-patch-mule-transport-http	1.1		3e1a6c7304a0fc61bcd27adf31db5212910abf0c
tz.co.asoft	kiota-sse-tvossimulatorarm64	3.0.1		N/A
tz.co.asoft	kiota-sse-tvossimulatorarm64	3.0.1	metadata	ec952018ec2bd37b3752781b7076498db389022a
tz.co.asoft	kiota-sse-tvossimulatorarm64	3.0.11		N/A
tz.co.asoft	kiota-sse-tvossimulatorarm64	3.0.11	metadata	31a6633a368a8eaa74baac42e95123d4fb42e79c
tz.co.asoft	kiota-sse-tvossimulatorarm64	3.0.12		N/A
tz.co.asoft	kiota-sse-tvossimulatorarm64	3.0.12	metadata	1c93a8d099918721063525f60dbd87941eaf5304
tz.co.asoft	kiota-sse-tvossimulatorarm64	3.0.13		N/A
tz.co.asoft	kiota-sse-tvossimulatorarm64	3.0.13	metadata	e9cb6b959ac8629be8469b7f8f3795130138e16a
tz.co.asoft	kiota-sse-tvossimulatorarm64	3.0.14		N/A
tz.co.asoft	kiota-sse-tvossimulatorarm64	3.0.14	metadata	72f7cbd4017facbb6cae9aca391a9fffe4d30414
tz.co.asoft	kiota-sse-tvossimulatorarm64	3.0.15		N/A
tz.co.asoft	kiota-sse-tvossimulatorarm64	3.0.15	metadata	e3ffc8fd086b11747e1c17545443c277d997230f
tz.co.asoft	kiota-sse-tvossimulatorarm64	3.0.2		N/A
tz.co.asoft	kiota-sse-tvossimulatorarm64	3.0.2	metadata	fd91f96b8348a2bd386a09a02d707dd3e5cc295a
tz.co.asoft	kiota-sse-tvossimulatorarm64	3.0.3		N/A
tz.co.asoft	kiota-sse-tvossimulatorarm64	3.0.3	metadata	a26c09cfb977baecedd8efe70560a0f5b65342ff
tz.co.asoft	kiota-sse-tvossimulatorarm64	3.0.4		N/A
tz.co.asoft	kiota-sse-tvossimulatorarm64	3.0.4	metadata	2ffc8a58d4881921dda93c67ef3cac59ce0603b3
tz.co.asoft	kiota-sse-tvossimulatorarm64	3.0.5		N/A
tz.co.asoft	kiota-sse-tvossimulatorarm64	3.0.5	metadata	1f1f88bd6c9859b3f51bb48517d0702ae29a4063
tz.co.asoft	kiota-sse-tvossimulatorarm64	3.0.6		N/A
tz.co.asoft	kiota-sse-tvossimulatorarm64	3.0.6	metadata	2b54516a1d774dac39fae0c8a0041f64d73286a2
tz.co.asoft	kiota-sse-tvossimulatorarm64	3.0.7		N/A
tz.co.asoft	kiota-sse-tvossimulatorarm64	3.0.7	metadata	627d3d27f0bdd792fbf870386fd2835c1b97ef7c
tz.co.asoft	kiota-sse-tvossimulatorarm64	3.0.8		N/A
tz.co.asoft	kiota-sse-tvossimulatorarm64	3.0.8	metadata	b273c4910ab165d6f8083da19a6c797531b3fa3b
tz.co.asoft	kiota-sse-tvossimulatorarm64	3.0.9		N/A
tz.co.asoft	kiota-sse-tvossimulatorarm64	3.0.9	metadata	4c43ec79ab2afb17072d9e7d57ab0fa61946e90b
