church.i18n	spring.webmvc.platform	0.3.0		N/A
org.opendaylight.controller	devices.web	0.4.1		a241d5d11f437e0c1c91dd18146da1fcde6cca9a
org.opendaylight.controller	devices.web	0.4.2-Helium		2f2a04771017a70cb0ab210ee3dc9d00a82cc322
org.opendaylight.controller	devices.web	0.4.3-Helium-SR1		5d2e2973aa5f0230d70109cc8964b5fa5b4fa89b
org.opendaylight.controller	devices.web	0.4.3-Helium-SR1.1		e7c3db5e406520f5c4a9660c7142d767e113c08b
org.opendaylight.controller	devices.web	0.4.4-Helium-SR2		fe893eba3900b1424b112f5e5555c085d607c45a
org.opendaylight.controller	devices.web	0.4.5-Helium-SR3		f52a5be60d8f5434832f4f2f2c98c8749ba304c3
org.opendaylight.controller	devices.web	0.4.6-Helium-SR4		d4d47b8ae423769e251a0f6e968a1481131d3487
org.opendaylight.controller	devices.web	0.5.0-Lithium		e60fb447344e430bfa3a1c1fe26d7eee7b1d1fa0
org.opendaylight.controller	devices.web	0.5.1-Lithium-SR1		43cb39a54955e60d306e659b951f344c05749800
org.opendaylight.controller	devices.web	0.5.2-Lithium-SR2		359de791f513f93a2c96d8ab0212dfba1d202c7b
org.opendaylight.controller	devices.web	0.5.3-Lithium-SR3		f180242cc902385317f81a4ae3e41c0b0ea1b2ad
org.opendaylight.controller	devices.web	0.5.4-Lithium-SR4		487b808634334301da29e2ad50f76d2ecc665eae
org.scala-tools.sbt	control_2.7.5	0.6.0		ddeb1951937c92d107c7c58455ade0f7db0bf68c
org.scalqa	scalqa-stream_2.13.0-M5	0.1		d7b71663944d093957f615c0b9848fd09b92d9b1
org.smooks.cartridges.persistence	smooks-scribe-ibatis	2.0.0-RC1		5d709575ab8057bd4258541c6a71f255ce208d61
org.smooks.cartridges.persistence	smooks-scribe-ibatis	2.0.0-RC2		3c30e44dd0bc6e5a65acb892c2e16b4a659af823
org.telegram	telegrambots-abilities	3.2		13f481bdd490ecc3a5aa615d0db15654abee6477
org.telegram	telegrambots-abilities	3.2	jar-with-dependencies	c1eb195b612ad58e5b71f8aed19e34bd8101a2cd
org.telegram	telegrambots-abilities	3.3		dd0ce74bcc773cdbadbb301ea4d9bd6f75e99aea
org.telegram	telegrambots-abilities	3.3	jar-with-dependencies	d0b6369f2de3b9d411c5dad681852805d8748353
org.telegram	telegrambots-abilities	3.4		21a15438eb8e69bcc753f0899ebab2d96e123e18
org.telegram	telegrambots-abilities	3.4	jar-with-dependencies	b82d78eb61fb6acf6b12d3d88e00973e6a3361f4
org.telegram	telegrambots-abilities	3.5		2c45257ff000669289c33797249835c68a651bcb
org.telegram	telegrambots-abilities	3.5	jar-with-dependencies	2bea0d000362a27c4f88d9fb83504a0299a9fb77
org.telegram	telegrambots-abilities	3.6		064e6856231f4888382973bdafec09826df98e52
org.telegram	telegrambots-abilities	3.6	jar-with-dependencies	3c30b7f86d7c05d47af14d9f6f569ba8142c36cf
org.telegram	telegrambots-abilities	3.6.1		dbe73a54a3115d35a104e72de9f383931ba3786b
org.telegram	telegrambots-abilities	3.6.1	jar-with-dependencies	6686081a0a012e59c4596c827f293522ee337b3e
org.telegram	telegrambots-abilities	4.0.0		589ddb55544046e1ce196e93f234c4dacd4fced5
org.telegram	telegrambots-abilities	4.0.0	jar-with-dependencies	98f85502ed5679b9dbe2d1b309e03c1eebd32173
org.telegram	telegrambots-abilities	4.0.1		ed532a8d4cf437e2a9b27ac98519c99720a5b872
org.telegram	telegrambots-abilities	4.0.1	jar-with-dependencies	4213160820b843a528833f69c8582872ca6d4533
org.telegram	telegrambots-abilities	4.1		ce8a4501273ca3036553151e4c71f095cacedf4e
org.telegram	telegrambots-abilities	4.1	jar-with-dependencies	7daa0b6356b5520e3399d1a28c1f208246e5c7b7
org.telegram	telegrambots-abilities	4.1.1		bccd33b484b3147760e3eda80f8f6c5ab1e68d72
org.telegram	telegrambots-abilities	4.1.1	jar-with-dependencies	b4d1b78633ade3b20a7fb05f9468406189e5b455
org.telegram	telegrambots-abilities	4.1.2		2f5bd68aee9cdfd60e66792fa678205d36d36ea9
org.telegram	telegrambots-abilities	4.1.2	jar-with-dependencies	cc7262a3c000cce59eccf2e133af6f3a35bb96a9
org.telegram	telegrambots-abilities	4.2		3f5001e2d3b2e777312d6971cb06a0cb0757e2e7
org.telegram	telegrambots-abilities	4.2	jar-with-dependencies	06283419f6976081d7305fba82e54d6625ee5f9f
org.telegram	telegrambots-abilities	4.3		c020ca8135c974a129d6b31d80819beed0238757
org.telegram	telegrambots-abilities	4.3	jar-with-dependencies	aef5a36e0d1ee7393856721e1678cf5ae0b705b3
org.telegram	telegrambots-abilities	4.3.1		4fbcf0b79bc17bc469edb5fbb90d66f775774ad4
org.telegram	telegrambots-abilities	4.3.1	jar-with-dependencies	412c1fc4bdee1421ce2d267c255fe74d079bcc4b
org.telegram	telegrambots-abilities	4.4.0		7e1c87556d08ab02560a4ba1fd3fe58509d2f661
org.telegram	telegrambots-abilities	4.4.0	jar-with-dependencies	cec6909d06654d7444a9b7b9b6316cf36a9fbd68
org.telegram	telegrambots-abilities	4.4.0.1		79243e2ff42c61382d322a4bbd2abe8fef198479
org.telegram	telegrambots-abilities	4.4.0.1	jar-with-dependencies	edd90adb43ac05d1ee527fffe74f28da698a6623
org.telegram	telegrambots-abilities	4.4.0.2		318eb231634ae4ff6b9f0e9830afa74dbe45f351
org.telegram	telegrambots-abilities	4.4.0.2	jar-with-dependencies	6d5fb4396b2252fdfec41a499a0eec6eaa5dc546
org.telegram	telegrambots-abilities	4.5		953750960144742f624f7e7210e885b377a35a81
org.telegram	telegrambots-abilities	4.5	jar-with-dependencies	f2661a3e9c0cecd0e96832572b196ae687bebdd1
org.telegram	telegrambots-abilities	4.6		d191f90913f5cb43686c86b6516a93a55f0568bc
org.telegram	telegrambots-abilities	4.6	jar-with-dependencies	1a7dd8de574456394df8dd62f8e4525e47820aa9
org.telegram	telegrambots-abilities	4.7		80677085dcdf4f7067f8418c7814470b9d727c82
org.telegram	telegrambots-abilities	4.7	jar-with-dependencies	b9fd2c440e42398dfc8a098513fac431928a8c8b
org.telegram	telegrambots-abilities	4.8		be94131f6309f9adcecaf1efba00a8addcc7091d
org.telegram	telegrambots-abilities	4.8	jar-with-dependencies	78723908256d4f16d8692448230f6f941d57cc31
org.telegram	telegrambots-abilities	4.8.1		1acd46fa6a0c47a480d24063b5b651fa8d32998c
org.telegram	telegrambots-abilities	4.8.1	jar-with-dependencies	869a4a3a8a5eb3e93bb5120f60c680c12dc72e08
org.telegram	telegrambots-abilities	4.9		b5de05256073ca27b0f044a6339460b984339524
org.telegram	telegrambots-abilities	4.9	jar-with-dependencies	c91b1eda3e743248043dde975ca64221b1aaf548
org.telegram	telegrambots-abilities	4.9.1		a538a03eade10f205f3efac6027effc4af08a242
org.telegram	telegrambots-abilities	4.9.1	jar-with-dependencies	a4fe5dba34931380fbc3d2c48e63e62b6b718906
org.telegram	telegrambots-abilities	4.9.2		0f610dc56bbc32a8ecb1ca4ace9701f358a6b339
org.telegram	telegrambots-abilities	4.9.2	jar-with-dependencies	8c3f69b2e163e7ef330581f7e6fe426697db894c
org.telegram	telegrambots-abilities	5.0.0		38ce5e67244b1c88f024fe2cf223a2803c2f9163
org.telegram	telegrambots-abilities	5.0.0	jar-with-dependencies	cb0952a44bde2b905f2412acaf673656bb8c0416
org.telegram	telegrambots-abilities	5.0.1		4f825682766e8715aed9b6497949250c8e7a0904
org.telegram	telegrambots-abilities	5.0.1	jar-with-dependencies	db6afb88be405941400afd2998d540ef8aa58cb3
org.telegram	telegrambots-abilities	5.0.1.1		64fe49b0e6857ab42278a4ecd643c1b3af74b2df
org.telegram	telegrambots-abilities	5.0.1.1	jar-with-dependencies	e2a5d35abb2f5535b2c3bcfc5410564117fdbe83
org.telegram	telegrambots-abilities	5.1.0		f30ee97024aa10080b223c603521fdbf85159525
org.telegram	telegrambots-abilities	5.1.0	jar-with-dependencies	39e8743398c6fc0d788806cc934b51f26c9b338a
org.telegram	telegrambots-abilities	5.1.1		fed37d648852a9818ebf933820923241c2135a8a
org.telegram	telegrambots-abilities	5.1.1	jar-with-dependencies	a096f868a2417189e874be2f43f601b7d25395d5
org.telegram	telegrambots-abilities	5.2.0		19dbedb0402770978ad22ea2d96e1d446f3879c8
org.telegram	telegrambots-abilities	5.2.0	jar-with-dependencies	b1a34e4631484711ac792675019842d23adf0b45
org.telegram	telegrambots-abilities	5.3.0		352a1c5007ff6dbbd803ca63c407b14c99cdf4ac
org.telegram	telegrambots-abilities	5.3.0	jar-with-dependencies	3e91c5bdc309ffc99384b5f4000c7c2cbf9519a2
org.telegram	telegrambots-abilities	5.4.0		b41810020b6bc972826f57b265cca7eea2875d71
org.telegram	telegrambots-abilities	5.4.0	jar-with-dependencies	7d40051ae9542fd7c2fb01fddb340cfc829c5fa1
org.telegram	telegrambots-abilities	5.4.0.1		1d02cdd85f64a406db2a019e2a92c4d77dad806b
org.telegram	telegrambots-abilities	5.4.0.1	jar-with-dependencies	8acca05faf98820bf5779b7d88700019362cfeb5
org.telegram	telegrambots-abilities	5.5.0		a8f1ab10de988a23c3c8a9d7e4a6b3745f832635
org.telegram	telegrambots-abilities	5.5.0	jar-with-dependencies	0cb4a79690db76a1f9c39715b48b98236a90c016
org.telegram	telegrambots-abilities	5.6.0		2be87c43e13574a8fbedf4a0bb0d8be513207a12
org.telegram	telegrambots-abilities	5.6.0	jar-with-dependencies	1b3167418038e5fdcefe48a54f325816b364aabe
org.telegram	telegrambots-abilities	5.7.0		8cd014759a62969dee6f268554f1f4f7ece58fe6
org.telegram	telegrambots-abilities	5.7.0	jar-with-dependencies	6f4c8cd30354c2233064b6184715ef69c07bff9b
org.telegram	telegrambots-abilities	5.7.1		362a70724811be51dddfd9f31cef10e4d20c91d2
org.telegram	telegrambots-abilities	5.7.1	jar-with-dependencies	a3c8de408ec29c1690744e29fb3c7de90f41cb83
org.telegram	telegrambots-abilities	6.0.0		7278f0e4e246c8581ec468ba80d4da5ef7a00608
org.telegram	telegrambots-abilities	6.0.0	jar-with-dependencies	84e68d07a187571781cac2287723bb9bcaad98db
org.telegram	telegrambots-abilities	6.0.1		e8efea18e4ffe479b578e78207ff71c55682a592
org.telegram	telegrambots-abilities	6.0.1	jar-with-dependencies	d0217c94076beec5d591a1f2434675ac7645afbc
org.telegram	telegrambots-abilities	6.1.0		16000dc5e68505d6e97fa2f51e0e10c6dab6389a
org.telegram	telegrambots-abilities	6.1.0	jar-with-dependencies	b1696207781256e954fb55170c4efed53a0c9170
org.telegram	telegrambots-abilities	6.3.0		f4ae4e9aadff0b6603dba91d7dae3da84952d5f9
org.telegram	telegrambots-abilities	6.3.0	jar-with-dependencies	ad988712632092e7a8ab3b139144591afd1c06e3
org.telegram	telegrambots-abilities	6.4.0		fafc0fa8982bd65bc0278cdaf0f6db3cf04736a6
org.telegram	telegrambots-abilities	6.4.0	jar-with-dependencies	c9b6e6a0ea74f4a4d78dedd022feabc230fec263
org.telegram	telegrambots-abilities	6.5.0		9339c6e48eb96ca7633d3acadb04d3c18dc1b1d2
org.telegram	telegrambots-abilities	6.5.0	jar-with-dependencies	6050b7f3df961d29efcb0117ae4e9e9b6fc5f1d0
org.telegram	telegrambots-abilities	6.6.0		ba3b055294a54115c7e12862ae5cc8a7f43eeb28
org.telegram	telegrambots-abilities	6.6.0	jar-with-dependencies	20f8bde443f75c6be08e795a87b74e3010461c35
org.telegram	telegrambots-abilities	6.7.0		519958d38a7f8b1b51d7d06a80e11dee8c9dae71
org.telegram	telegrambots-abilities	6.7.0	jar-with-dependencies	29219630a89d6a6270e4c5b2538168511f7633ee
org.telegram	telegrambots-abilities	6.8.0		58bacfa49bf0ab64126ba5c5b02563b6ee01fe71
org.telegram	telegrambots-abilities	6.8.0	jar-with-dependencies	dc9c24c32a671049cfd337e96c7999e63a0c05ef
org.telegram	telegrambots-abilities	6.9.0		25ad3211d64658ffa26c1da1ee0e043230eaf987
org.telegram	telegrambots-abilities	6.9.0	jar-with-dependencies	43f8ff9557efc03276342532710528bc4b580e70
org.telegram	telegrambots-abilities	6.9.7.0		34e6697a17abe1b4c53fa52b43b09b4286b3c126
org.telegram	telegrambots-abilities	6.9.7.0	jar-with-dependencies	d1e196dcfaf1f1556622b6f02a6fbfc1763f15d5
org.telegram	telegrambots-abilities	6.9.7.1		9b53ab2dd17301a8dbb932d723c2a18f2c3b4a04
org.telegram	telegrambots-abilities	6.9.7.1	jar-with-dependencies	69d1ff9fb823df9dc0e12642244d5c4f7c307199
org.telegram	telegrambots-abilities	7.0.0		49dd4efdf1a654e1309eb36be72f9c164a1a9e39
org.telegram	telegrambots-abilities	7.0.0	jar-with-dependencies	ffa26f380676be835e36dd3697fd385eecb29236
org.telegram	telegrambots-abilities	7.0.0-rc0		dff60a89316ed54b58b3ad4083dc360437616c15
org.telegram	telegrambots-abilities	7.0.0-rc0	jar-with-dependencies	e4c08f185b4c37fee14b4e306ed098d3d192e41e
org.telegram	telegrambots-abilities	7.10.0		d1ac3d67d5b4d7c5dabdc82f36fe68b3c9578193
org.telegram	telegrambots-abilities	7.10.0	jar-with-dependencies	bea26190246c975a2e2fae68c5c4b7354c74f3f7
org.telegram	telegrambots-abilities	7.11.0		302f7d47fe043cfe238ae6eba2895823ef545baf
org.telegram	telegrambots-abilities	7.11.0	jar-with-dependencies	e619897c1a64f08622516f1d2626c9c0a0119a05
org.telegram	telegrambots-abilities	7.2.0		2a73018357e8604b338a8b04132242517a874f15
org.telegram	telegrambots-abilities	7.2.0	jar-with-dependencies	ea553cb79a8236699db2a33bf1f8171e475c68b6
org.telegram	telegrambots-abilities	7.2.1		d5c3f404662b4de3d793b011d5da78d4488530f0
org.telegram	telegrambots-abilities	7.2.1	jar-with-dependencies	d5466bc1ecce8f5986ea5ab4624fdf1e35682f8e
org.telegram	telegrambots-abilities	7.3.0		ec74d72a2b23d41706dc1ef6c23fd80f3fb0a857
org.telegram	telegrambots-abilities	7.3.0	jar-with-dependencies	8aed553f6c9c5daa1bf46e925c8aeb24ed212bc2
org.telegram	telegrambots-abilities	7.4.0		29898ce6829cacaac2a986d1c2db2b1ba2a65d2b
org.telegram	telegrambots-abilities	7.4.0	jar-with-dependencies	ea8a58ec3b78624ed081d9ba646315766356b455
org.telegram	telegrambots-abilities	7.4.1		393e4d40318d940fa423c837e7f960a6ec805867
org.telegram	telegrambots-abilities	7.4.1	jar-with-dependencies	770438d07f8a8705ccf0eded3b75aa6973e3abdd
org.telegram	telegrambots-abilities	7.4.2		99733a8b9e0c36eb237c929f0c8b09cf863d7319
org.telegram	telegrambots-abilities	7.4.2	jar-with-dependencies	d6f7dbea39871ccff17f1348bd563308123b035c
org.telegram	telegrambots-abilities	7.5.0		d6194739eb91cb32a210394630e17ad1654ea3ad
org.telegram	telegrambots-abilities	7.5.0	jar-with-dependencies	1219a8cf1c90e83a0e0316928333c8215e23d7c0
org.telegram	telegrambots-abilities	7.6.0		b6d3ca862a871207f0a35264d7ad14c9ce21f378
org.telegram	telegrambots-abilities	7.6.0	jar-with-dependencies	521fdb96b3a9ecd35cd1e6409260b133aeefa26f
org.telegram	telegrambots-abilities	7.6.1		bcd1838fa0b1bef6683b7926b67297fce82fae77
org.telegram	telegrambots-abilities	7.6.1	jar-with-dependencies	82060d61fe1bad6c54f7cbe941bc203b59e68070
org.telegram	telegrambots-abilities	7.7.0		16bbf408d0b676f457d1df59782fe907e90c13be
org.telegram	telegrambots-abilities	7.7.0	jar-with-dependencies	23fe6e9fb8e4650eee415bccf14f1e599f42da79
org.telegram	telegrambots-abilities	7.7.1		24b76bd87f92daa31feda674c2731f3c7d4ffea7
org.telegram	telegrambots-abilities	7.7.1	jar-with-dependencies	bcd00f912f8e5edf29d155d4624c850b839db600
org.telegram	telegrambots-abilities	7.7.2		70546d14d270a7847beea7452f796e2f52c83c90
org.telegram	telegrambots-abilities	7.7.2	jar-with-dependencies	3e3dc6e607456e61dd3ec5efdc7b98b4e15b4f3a
org.telegram	telegrambots-abilities	7.7.3		b4574388dfb355900a5e20243051748b848b0d84
org.telegram	telegrambots-abilities	7.7.3	jar-with-dependencies	24704ceb3a063aca36a5f1949cbaea473c2c6ef2
org.telegram	telegrambots-abilities	7.8.0		ddb31abdcf3a7ef5c07067910107c6be7c346ccb
org.telegram	telegrambots-abilities	7.8.0	jar-with-dependencies	06eda7b86d5c2af48badbe092b6417ed468efd30
org.telegram	telegrambots-abilities	7.9.0		e37a4668d5b674f3419bee6539aedd375065c58e
org.telegram	telegrambots-abilities	7.9.0	jar-with-dependencies	49702ef397d53382e704d5677b96bc5b7396f364
org.telegram	telegrambots-abilities	7.9.1		54ad31cd5dcb76ccc9e0a1cb99d1ac0fe000885b
org.telegram	telegrambots-abilities	7.9.1	jar-with-dependencies	60434423bba331b44052b3fc3a88bbb4a2bfffee
org.telegram	telegrambots-abilities	8.0.0		3fd15f8cb3efb14bbdcee12aa3caf5c8cba4974d
org.telegram	telegrambots-abilities	8.0.0	jar-with-dependencies	c644d6b49f9cd29496744ca4cbc5fbad17f0c8ac
org.telegram	telegrambots-abilities	8.1.0		760c5a96cf2b0e95c57a628522a6f804bfaecb95
org.telegram	telegrambots-abilities	8.1.0	jar-with-dependencies	a8547bef4aaa4c7833533136693c2caaed5834ca
org.telegram	telegrambots-abilities	8.2.0		52871b67bb3ef7cde1114e4bf97ab27ee93d8d85
org.telegram	telegrambots-abilities	8.2.0	jar-with-dependencies	bb6d17da178ca3b43107a01f72c6ae0f7e1381e7
org.telegram	telegrambots-abilities	8.3.0		2b418c970faf40af3a65968986bd0c8e343dd0dc
org.telegram	telegrambots-abilities	8.3.0	jar-with-dependencies	486643647469e233244b7613de6565b0dba77441
org.ton	ton-kotlin-liteapi-iossimulatorarm64	0.2.1		N/A
org.ton	ton-kotlin-liteapi-iossimulatorarm64	0.2.1	metadata	3fcb9429cf4385dc9d4063314f791119f0c138b7
org.ton	ton-kotlin-liteapi-iossimulatorarm64	0.2.10		N/A
org.ton	ton-kotlin-liteapi-iossimulatorarm64	0.2.10	metadata	a733cad7d9b9d5b2e99fcde763b325f80235a47d
org.ton	ton-kotlin-liteapi-iossimulatorarm64	0.2.12		N/A
org.ton	ton-kotlin-liteapi-iossimulatorarm64	0.2.12	metadata	3d4e14d04d6e7d9156c7748699570f84a179270c
org.ton	ton-kotlin-liteapi-iossimulatorarm64	0.2.13		N/A
org.ton	ton-kotlin-liteapi-iossimulatorarm64	0.2.13	metadata	f13e4c42db575fdf57447ad8b4b71716aefdf3cc
org.ton	ton-kotlin-liteapi-iossimulatorarm64	0.2.14		N/A
org.ton	ton-kotlin-liteapi-iossimulatorarm64	0.2.14	metadata	d07cbe3fa6c5c10462d53d4e0d5cff1d103c3617
org.ton	ton-kotlin-liteapi-iossimulatorarm64	0.2.15		N/A
org.ton	ton-kotlin-liteapi-iossimulatorarm64	0.2.15	metadata	c18ab637e62fef403139215a332efe74b2c5abea
org.ton	ton-kotlin-liteapi-iossimulatorarm64	0.2.18		N/A
org.ton	ton-kotlin-liteapi-iossimulatorarm64	0.2.18	metadata	9b144ce7e8f6e3e36b43927c157d819dfd9c7dc2
org.ton	ton-kotlin-liteapi-iossimulatorarm64	0.2.2		N/A
org.ton	ton-kotlin-liteapi-iossimulatorarm64	0.2.2	metadata	7e8f28a0c10b4efdf2d95cbf0de0742cc641d86b
org.ton	ton-kotlin-liteapi-iossimulatorarm64	0.2.4		N/A
org.ton	ton-kotlin-liteapi-iossimulatorarm64	0.2.4	metadata	d1bf10b81caca4538fff3e0d1d83703ed79eb7d8
org.ton	ton-kotlin-liteapi-iossimulatorarm64	0.2.6		N/A
org.ton	ton-kotlin-liteapi-iossimulatorarm64	0.2.6	metadata	d6dd00387c64c8aedd5fee2f0cf67d95839e6123
org.ton	ton-kotlin-liteapi-iossimulatorarm64	0.2.7		N/A
org.ton	ton-kotlin-liteapi-iossimulatorarm64	0.2.7	metadata	e669448d83f2b08fb1efa1e39f4c591b0ec006bc
org.ton	ton-kotlin-liteapi-iossimulatorarm64	0.2.8		N/A
org.ton	ton-kotlin-liteapi-iossimulatorarm64	0.2.8	metadata	95dd73eb81a08eeca3565ac6d36299242baeebe7
org.ton	ton-kotlin-liteapi-iossimulatorarm64	0.2.9		N/A
org.ton	ton-kotlin-liteapi-iossimulatorarm64	0.2.9	metadata	75f8b4bcad7a8ff8d800ff0e62621710e8671ea1
org.webjars.npm	pdf-lib__upng	1.0.1		6636e4bb50b172eadeb5cfcd5106af8d652551d4
org.wildfly.swarm	spring-api	1.0.0.Alpha2		bddf5ccdf399cb09537366c27f08f374df837394
org.wildfly.swarm	spring-api	1.0.0.Alpha3		f4f719b4ad746adf4d724791ac1def34c07da2bc
org.wildfly.swarm	spring-api	1.0.0.Alpha4		519d56f3fc605c7df9d86c0562fb02026703f743
org.wildfly.swarm	spring-api	1.0.0.Beta1		3662c7c61d71e56a9ab9e558fd27859425a5809d
org.wildfly.swarm	spring-api	1.0.0.Final		7fa3ca76cebc484647a0e818bada3d5c8b0ca48a
org.wso2.appserver.shade.org.opensaml	opensaml-soap-api-shaded	3.2.0.wso2v1-m3		896e8f48b3747a493fb8f3bd07b0a8936cf3c5b1
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	1.0.0		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	2.0.0-alpha		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.0.0		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.0.1		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.0.10		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.0.11		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.0.12-alpha		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.0.12-alpha2		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.0.12-beta		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.0.12-beta2		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.0.2		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.0.3		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.0.4		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.0.5		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.0.6		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.0.7		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.0.8		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.0.9		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.0		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.0-alpha		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.0-beta		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.1		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.11		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.12		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.13		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.14		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.15		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.16		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.17		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.18		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.19		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.2		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.2-alpha		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.20		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.21		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.22		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.23		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.24		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.25		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.26		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.27		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.28		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.29		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.3		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.30		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.31		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.32		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.33		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.34		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.35		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.36		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.37		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.38		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.39		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.4		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.40		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.41		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.42		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.43		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.44		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.input.adapter.websocket.endpoint	5.1.45		N/A
