cn.fornever	tools	1.0-RELEASE		f801c0461aa4fca4997372b1eb8e2a2355cc9d9f
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.7.1		28298cbc2ac5ff4ad902564119728f426df24f61
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.8.0		f3fa45ecfeaa7987636cad4b08065eea03c933bb
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.8.1		a64ecdd5997aef629cb3672d9f430631d1ce5eae
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.8.2		e1f1bb897559f377def596152eeac52ae2b81b11
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.8.3		06f07d367bd401f971e7124abe7fafb147f82982
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.8.4		b4e01b99fbb3b99fff659676a766f3e1f9214461
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.9.0		0c3769c39652eb012330744607f5a132e66cd379
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.9.1		6bfa12564e4d19761d9339c82dbd26ccbe494e9b
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.9.2		b644c32223dcde83f41c16b79df6567bcfd607a7
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.9.3		b33250080791ef0b4357cf148ceb14bd7476750c
org.eclipse.jetty.ee11	jetty-ee11-apache-jsp	12.1.0.alpha0		bcb5b8191af0e6df0dfeb43c39bfc5563412757b
org.eclipse.jetty.ee11	jetty-ee11-apache-jsp	12.1.0.alpha0	nolog	beeb9affb0fb1a955fef4703c8071fcf0902426f
org.eclipse.jetty.ee11	jetty-ee11-apache-jsp	12.1.0.alpha1		584363bcad3cd4bd394fd64267497ebe2375377a
org.eclipse.jetty.ee11	jetty-ee11-apache-jsp	12.1.0.alpha1	nolog	9652e1ed3dd276ffcfc06133c6cf514ce3f677f8
org.eclipse.jetty.ee11	jetty-ee11-apache-jsp	12.1.0.alpha2		5907966f9443a9eb4d6f48362b454cfad9516972
org.eclipse.jetty.ee11	jetty-ee11-apache-jsp	12.1.0.alpha2	nolog	2b2850bee8a23fc770d7f81d52523a5511283aa0
org.eclipse.kapua	kapua-job-engine-api	0.3.0		ed2009baee312f6c4025be48baabb101ee64593a
org.eclipse.kapua	kapua-job-engine-api	0.3.1		72c82d632f0aab65be97b52a63444ce785fd7f90
org.eclipse.kapua	kapua-job-engine-api	0.3.2		c2e62a60ba78f0e082a8834ac728541b04d08503
org.eclipse.kapua	kapua-job-engine-api	1.0.0		e4c137620af752b480682b89981339f0447ebf1b
org.eclipse.kapua	kapua-job-engine-api	1.0.1		c5a3d203fed6f7f157e8efadc606324628eb85d6
org.eclipse.kapua	kapua-job-engine-api	1.0.2		e01d38f3ceb2aa364d7c17a345a94264ce4f047e
org.eclipse.kapua	kapua-job-engine-api	1.0.3		a739642a4d3fc11b9249ffd1771c3fdd26969595
org.eclipse.kapua	kapua-job-engine-api	1.0.4		9e35a57d83438e0ba7da232381e016832e9167c1
org.eclipse.kapua	kapua-job-engine-api	1.0.5		ce7fb1f7a971122bd483990f479d0a0c1f944fe0
org.eclipse.kapua	kapua-job-engine-api	1.0.6		a00cc220cbe6e8032891e2ab58b68840fb1f4e10
org.eclipse.kapua	kapua-job-engine-api	1.0.7		5c5f0d36c2ea65c6eeb610bb4c96d324ab5b035c
org.eclipse.kapua	kapua-job-engine-api	1.0.8		9a9f9c1b75a1c3c1a0ef436cef1daf8949100726
org.eclipse.kapua	kapua-job-engine-api	1.0.9		54e8a9285ac31af13ab865ce91d47e125fc92b70
org.eclipse.kapua	kapua-job-engine-api	1.1.0		56ac50ccb15bf771e35b3b05ecace97cc30e3213
org.eclipse.kapua	kapua-job-engine-api	1.1.1		8b91d660d9138bbf98c4ed84f732c767f0d185a2
org.eclipse.kapua	kapua-job-engine-api	1.1.2		c6ee2e2777ad65496f6157731d4ae940cb0b7720
org.eclipse.kapua	kapua-job-engine-api	1.1.3		4999717d6b628fa0695a9e5849f0c53e650e493c
org.eclipse.kapua	kapua-job-engine-api	1.1.4		cf08a3842e3d97b6daf4b5ca89cfba2d121fe78e
org.eclipse.kapua	kapua-job-engine-api	1.1.5		d9cfe0abbf44130894e9f661293e30ce1c1aa8e0
org.eclipse.kapua	kapua-job-engine-api	1.2.0		0752bbb506d26d8636b1511d3730508a96bdaaf9
org.eclipse.kapua	kapua-job-engine-api	1.2.1		fb999ffaf58852d9a35c388c2719f85767dc2848
org.eclipse.kapua	kapua-job-engine-api	1.2.2		0a6892fae181c8fa163c81e091394ab31cab78cf
org.eclipse.kapua	kapua-job-engine-api	1.2.3		b0c575554d77afa69d35bbd672b48e93d07c74b4
org.eclipse.kapua	kapua-job-engine-api	1.2.4		970e2c70a77365ac8ac72d5bedc0f875067925b7
org.eclipse.kapua	kapua-job-engine-api	1.3.0		53a8117b3dac47c604df8cf9a91e3ba2bb967fe8
org.eclipse.kapua	kapua-job-engine-api	1.3.1		75992d8aaf64fdcfdc7e4a2232ab0c0254455d3d
org.eclipse.kapua	kapua-job-engine-api	1.3.2		684939793086197d5ba85555a20bec156bb3ce5f
org.eclipse.kapua	kapua-job-engine-api	1.4.0		762548ccbcad3b0f5f5c6443b5b309b064388bfd
org.eclipse.kapua	kapua-job-engine-api	1.4.1		582049c52ee222c4c6ad69b426f8827a496cabac
org.eclipse.kapua	kapua-job-engine-api	1.4.2		f21681838e2112575538d6428eefd78e089cc201
org.eclipse.kapua	kapua-job-engine-api	1.4.3		9d52fa73be189efeabaca2ca53a27eb8faaf06e6
org.eclipse.kapua	kapua-job-engine-api	1.4.4		a1bbc6137da6f53effc1bee927fb17750abaf5fc
org.eclipse.kapua	kapua-job-engine-api	1.5.0		527a42a8d4836e97897d1e0ee5fb7751a565a98f
org.eclipse.kapua	kapua-job-engine-api	1.5.1		4b2c485ebb09239ff657eb5347b63bd0ce54421c
org.eclipse.kapua	kapua-job-engine-api	1.5.2		9d371192471a6c79ff956fb2179fa91fe8381b7e
org.eclipse.kapua	kapua-job-engine-api	1.5.3		8bbf888126830b67426b940cb5bd8a81a52d056e
org.eclipse.kapua	kapua-job-engine-api	1.5.4		1c8eabb3f4836fa8fee0be4940ebe29b13b6bffa
org.eclipse.kapua	kapua-job-engine-api	1.5.5		07579f626a1bdfaf8351780470264cc9e89477ea
org.eclipse.kapua	kapua-job-engine-api	1.5.6		090ef7276298c02d920d89b7cb8327e916acfd4f
org.eclipse.kapua	kapua-job-engine-api	1.5.7		358c3be5435d6104e04d2f8cde6e8e1cc385228f
org.eclipse.kapua	kapua-job-engine-api	1.6.0		63253046942556ec9ded5539f68c23c856bedb02
org.eclipse.kapua	kapua-job-engine-api	1.6.1		3f798d5beba5a6112a5da78e4deaf6c2475b6ce8
org.eclipse.kapua	kapua-job-engine-api	1.6.10		b337b7db69e2136b92c365c058e8134502c62c2b
org.eclipse.kapua	kapua-job-engine-api	1.6.11		25a76740b4d0522aa0cd5c26cbb1d5614bf3135f
org.eclipse.kapua	kapua-job-engine-api	1.6.12		b8e5780f7c7d515d0e7a2be90a09fc3465ae07ce
org.eclipse.kapua	kapua-job-engine-api	1.6.2		063448fb5df439e3f0a82d8a099bb150ae2fbff6
org.eclipse.kapua	kapua-job-engine-api	1.6.3		c23e7e10301be7a191b301d4931ef22df33c4f98
org.eclipse.kapua	kapua-job-engine-api	1.6.4		734c4a8f5bf16aa51e0d3b078bd486804b62caaa
org.eclipse.kapua	kapua-job-engine-api	1.6.5		301ec65eebc7e9248af4aaa650ae686f6fd91b72
org.eclipse.kapua	kapua-job-engine-api	1.6.6		9244153755b153f603b533497b377b7285f78b49
org.eclipse.kapua	kapua-job-engine-api	1.6.7		cb3132d091fe9b6fd8e763e6c37c968578a413be
org.eclipse.kapua	kapua-job-engine-api	1.6.8		e8325035e24d808885ce8a80186314521815e72f
org.eclipse.kapua	kapua-job-engine-api	1.6.9		c2c424088fec23b890ac66e234cd833882f4d0a5
org.eobjects.sassyreader	SassyReader	0.1		5f2b78964fa885aa3deab6bbe2da7253a16910ce
org.eobjects.sassyreader	SassyReader	0.2		17e08919f86f94f734753adba257ace9e33693a0
org.eobjects.sassyreader	SassyReader	0.3		38d3940650a3ba01a0253bee9e9b90ea82d6461f
org.eobjects.sassyreader	SassyReader	0.4		59d70f30bb3c56b64d8f502811d815ae52248cb0
org.eobjects.sassyreader	SassyReader	0.5		f63e988d39f987bc64b701cfb1eb54581ff03bb7
org.fluentlenium	fluentlenium-cucumber	0.10.0		b811c246d68408059bc5548c71acb3ae43b22bfa
org.fluentlenium	fluentlenium-cucumber	0.10.2		cc8a2dc9f6ac87830a7f7b1e38308f166c1f5d4c
org.fluentlenium	fluentlenium-cucumber	0.10.3		cbfb2365b3b6942d5cd8f63be8f156b0a71e509e
org.fluentlenium	fluentlenium-cucumber	0.10.6		7012d8b37c5c48d52d7df0fd28c9ef4558dd2d4a
org.fluentlenium	fluentlenium-cucumber	0.10.8		81cf86b5fb70d31b0b2f090e3fda4c2f08b785cc
org.fluentlenium	fluentlenium-cucumber	0.10.9		fcc6de606edf65c8e85b4e739a33a60de3a5b2f8
org.fluentlenium	fluentlenium-cucumber	0.11.0		fb41103af17204773aad2c759be61619b504fb7b
org.fluentlenium	fluentlenium-cucumber	0.12.0		30c708ed87466d63dc77fc20e81dfe6995387a4b
org.fluentlenium	fluentlenium-cucumber	0.13.0		a8d3647bf711747b63e6fda86cd37de00fde4573
org.fluentlenium	fluentlenium-cucumber	0.13.1		04ecaaede646e70f128ee72bbabe905a09e40825
org.fluentlenium	fluentlenium-cucumber	0.13.2		171416c04f742d94b455a7b3bd26dde5f3419d85
org.fluentlenium	fluentlenium-cucumber	0.9.0		46d32079fdac022465f4d7e77bc10476bc9e188c
org.fluentlenium	fluentlenium-cucumber	0.9.1		eaae8208d2d95e8c44a47f4fdc5b4529f18f8621
org.fluentlenium	fluentlenium-cucumber	0.9.2		4443361e8626da533c66fba8c4b467f89f8023ce
org.fluentlenium	fluentlenium-cucumber	1.0.0		9d36593aa6cbc4904f5b0cbf9fc509d36236fd98
org.fluentlenium	fluentlenium-cucumber	1.0.0-RC1		6ad83b4454324a5422a88d538ed8842503e420c1
org.fluentlenium	fluentlenium-cucumber	1.0.0-RC2		ae104d5580e0cc17b6d8d014a529667e2530a62b
org.fluentlenium	fluentlenium-cucumber	1.0.0-RC4		0616d8b5d145d0757ed6e253e1ecff8e3bc1c302
org.fluentlenium	fluentlenium-cucumber	1.0.0-RC5		b0e405a17e524672b548c0b9444addb6d9b69b8d
org.fluentlenium	fluentlenium-cucumber	1.0.0-RC6		b4ba91d4d3c384f5d60aa3501abfb87ff794c077
org.fluentlenium	fluentlenium-cucumber	1.0.0-RC7		e65b6944bd490ffba0ce484c84b7fa4233782b4b
org.fluentlenium	fluentlenium-cucumber	1.0.0-RC8		499dd37540821308229e5c99d6889521e52d2157
org.fluentlenium	fluentlenium-cucumber	1.0.0-rc3		3ceb9ac8c22b6baac0baa33b74055a8bd3b44bcc
org.fluentlenium	fluentlenium-cucumber	1.0.1		facfceffbb988cd23103a8f7af8e3160a3b5d1b7
org.fluentlenium	fluentlenium-cucumber	1.0.2		57de6305b17325058706bf267a18f86905a4e4f9
org.fluentlenium	fluentlenium-cucumber	1.0.4		14863c3e30d9f4a6b95a086c49dba47368170527
org.fluentlenium	fluentlenium-cucumber	1.0.5		619cac1da2b8de0ea272caa252dc8d0b1bb4d736
org.fluentlenium	fluentlenium-cucumber	1.1.0		e75e64a2b6e278efae5d347c4c635e88d6ff4546
org.fluentlenium	fluentlenium-cucumber	1.1.1		36ec0908c54873e0334830a4c7af6f01b59bca8d
org.fluentlenium	fluentlenium-cucumber	3.0.0		ed1dfaae8970f63a04f3b8378eca609294e666f3
org.fluentlenium	fluentlenium-cucumber	3.0.0-alpha		dc1917be03b07ef0eb1a64c81c8af51479b8b721
org.fluentlenium	fluentlenium-cucumber	3.0.1		1b117710f1bd833783312840f7c827544a689c4f
org.fluentlenium	fluentlenium-cucumber	3.0.2		b49381b54e417f29c590071561c8b19df3aaf1cc
org.fluentlenium	fluentlenium-cucumber	3.0.3		d0f186fdfa20ce6c517d9c16e19c01e337f1457f
org.fluentlenium	fluentlenium-cucumber	3.0.4		da4e6c36efd859aabcf278d7847c088994e81f75
org.fluentlenium	fluentlenium-cucumber	3.0.5		84cfce39354556ccace98db4bd95b0b14e0ceba0
org.fluentlenium	fluentlenium-cucumber	3.1.0		c86082dd76ec1e83c0e1400f12d3937b291981cf
org.fluentlenium	fluentlenium-cucumber	3.1.1		ee956b53e029e9903ad5dbabd19ca51f66e3da4f
org.fluentlenium	fluentlenium-cucumber	3.10.1		126405ff43250062003425850ba75030c98487ad
org.fluentlenium	fluentlenium-cucumber	3.2.0		f13fd6c8821677ab1850130310b8dd82d86fcf04
org.fluentlenium	fluentlenium-cucumber	3.3.0		1fb5dc4685cd829669b3a89aab4ec1d0b23f9468
org.fluentlenium	fluentlenium-cucumber	3.4.0		11772cacd0593d2a4f53a30d849ad5d5a186f42b
org.fluentlenium	fluentlenium-cucumber	3.4.1		6fc198df810c15e578b724b56f0d9041b2532733
org.fluentlenium	fluentlenium-cucumber	3.5.0		0ef2ce1acb08018f593f3aab319dbc6b7938b71f
org.fluentlenium	fluentlenium-cucumber	3.5.1		04daba09d7013b30a921dbab046b8d655f62e00b
org.fluentlenium	fluentlenium-cucumber	3.5.2		bd2295523c1c3ddb89299db17a2ce30a2cc45fd3
org.fluentlenium	fluentlenium-cucumber	3.6.0		1e5643d5f4dd19253b044ab2803372572aaca5ef
org.fluentlenium	fluentlenium-cucumber	3.6.1		252e141d61d34bb36aca368668ad275279fd1e51
org.fluentlenium	fluentlenium-cucumber	3.7.0		43236a1c4bfbdb1f1dcd7ba5dd2e85d45e55b64e
org.fluentlenium	fluentlenium-cucumber	3.7.1		5ac3ed88ea44824accfadf706b7948cbe26b9380
org.fluentlenium	fluentlenium-cucumber	3.8.1		6697fc6f9d1e065cfabddee9cc9001904085b5c7
org.fluentlenium	fluentlenium-cucumber	3.9.0		a42d88822f1c319d833ad5919a15192a5cf8e18c
org.fluentlenium	fluentlenium-cucumber	3.9.1		2df15d279e8f1e9a43efcdd22a526e2e8cd17a03
org.fluentlenium	fluentlenium-cucumber	4.0.0		eccdd579b206a98db483d0ce02b981321086bfe1
org.fluentlenium	fluentlenium-cucumber	4.1.0		05852ab03af27411d030bcc45a572ce865774086
org.fluentlenium	fluentlenium-cucumber	4.1.1		053f8d6544517e25c9b351299bc9f80c1ae78c54
org.fluentlenium	fluentlenium-cucumber	4.2.2		5df044ff00010576d75cc935c379a877383f753c
org.fluentlenium	fluentlenium-cucumber	4.3.0		f91cc4d05544a79356a2e21b2fe2e0abeda7d29e
org.fluentlenium	fluentlenium-cucumber	4.3.1		7ccc1930708c948788059868dc32b710e9327b63
org.fluentlenium	fluentlenium-cucumber	4.4.1		7151c65c5f21246c9e342f899ad9ba3c227db231
org.fluentlenium	fluentlenium-cucumber	4.5.1		e14327a1ba0214037ff662c55b26a8d7ba130c22
org.fluentlenium	fluentlenium-cucumber	4.6.0		12886f46cbafff4c6732a56aadab88ee83827169
org.fluentlenium	fluentlenium-cucumber	4.6.1		78f8cb63a28f8e5e3089e2ef95d1c931043afad0
org.fluentlenium	fluentlenium-cucumber	4.6.2		2a136602e99ac4273ef23ae1f4264484e4011afe
org.fluentlenium	fluentlenium-cucumber	4.8.0		912c1d07d61abab0eaaf89d8e5af15019903c017
org.fluentlenium	fluentlenium-cucumber	5.0.0		3ceee642e8678a606e3422156db6ed0f4b11ce34
org.fluentlenium	fluentlenium-cucumber	5.0.1		fc81a5a4ec328419438bcd250c5323dbb128bfce
org.fluentlenium	fluentlenium-cucumber	5.0.2		f8b3db23917ce9205ececa26cc1f7923d6066c53
org.fluentlenium	fluentlenium-cucumber	5.0.3		cd7aab205d7e1023618c7cb1866a8190cb33c985
org.fluentlenium	fluentlenium-cucumber	5.0.4		bb7664766eeb76f74929133416fbe4dc7e883966
org.hisrc.db-fahrplan-api	db-fahrplan-api-client	1.0.0		76684018a5b7301c8786f02f7c35e8171686cc5d
org.intermine	bio-source-wormbase-identifiers	5.0.0		c1431c7923efd6614404a903bb3815ee2ace57ce
org.intermine	bio-source-wormbase-identifiers	5.0.1		53cdf090fd0cea3e6cdbdb21f14ca4b26f07826a
org.intermine	bio-source-wormbase-identifiers	5.0.2		30b965e3d1cab20c425c83578ae00b07d8eadfa2
org.intermine	bio-source-wormbase-identifiers	5.0.3		476ccb494d72cd6426f4606711ef1ca81799b6bf
org.intermine	bio-source-wormbase-identifiers	5.0.4		d6765159819d6a1acbf75d066bfe00a243ccdc8d
org.intermine	bio-source-wormbase-identifiers	5.0.5		847066080ea6af69268d88d3cfad81f884a8e18e
org.intermine	bio-source-wormbase-identifiers	5.0.6		cff053bb10603730f5441148ac52350b1c33b4f0
org.intermine	bio-source-wormbase-identifiers	5.0.7		0cb895bca07b53157da81ebe29555cf2da3e4380
org.intermine	bio-source-wormbase-identifiers	5.0.8		ec9268c758f6cd708649ee8c333ad6e9aba13863
org.intermine	bio-source-wormbase-identifiers	5.1.0		03656478dd256d16c8dee8836e4b3c139f383384
org.json4s	json4s-native-lift_2.8.0	3.0.0		9b6097b7d890f11638a87fd98f56e4a6eba1d039
org.json4s	json4s-native-lift_2.8.0	3.1.0		cd5e858a48d6ba2b2c87be4c89c18c6599c53428
org.kie.kogito	integration-tests-quarkus-rules	0.16.0		01cc4341e6bb08d010fd7fc66fc9dba8067a98a1
org.kie.kogito	integration-tests-quarkus-rules	0.17.0		528814f24ffc269c90035e2ce454dfd121c3e44b
org.kie.kogito	integration-tests-quarkus-rules	1.0.0.Final		e91bc84b4396c84de6dbcc362cee6cf6b0dd5441
org.kie.kogito	integration-tests-quarkus-rules	1.1.0.Final		ec29c200ab9a67f45d9bc010bff003ceb1ede46f
org.kie.kogito	integration-tests-quarkus-rules	1.10.0.Final		9e32d5333ddc62be80a4727be919777f36b92866
org.kie.kogito	integration-tests-quarkus-rules	1.11.0.Final		39d2129a743ef64474df3e197261801d9f219478
org.kie.kogito	integration-tests-quarkus-rules	1.11.1.Final		0ac16c3e0f12af9f5e4481a9cde1ccd8ea6f6a8a
org.kie.kogito	integration-tests-quarkus-rules	1.12.0.Final		e7b5853654959a45febeab0d312dcc8e876335db
org.kie.kogito	integration-tests-quarkus-rules	1.13.0.Final		accbc32f9a2c9169d21dd86f497786ea2bcd4610
org.kie.kogito	integration-tests-quarkus-rules	1.14.0.Final		dc21b4c64519fb374369821ea6cbd8e5f9588258
org.kie.kogito	integration-tests-quarkus-rules	1.14.1.Final		6da9833ee4f4e5a3fbff2e8fa2ed633584ba8d48
org.kie.kogito	integration-tests-quarkus-rules	1.15.0.Final		0ed17b58cedee87ee539040a13fad1478586cf20
org.kie.kogito	integration-tests-quarkus-rules	1.16.0.Final		ad2cf2059017dc0c03a433a3a14441c7cc23b496
org.kie.kogito	integration-tests-quarkus-rules	1.16.1.Final		1a5a3ef923dace974e3f5513c2c15fbe7dee8fd7
org.kie.kogito	integration-tests-quarkus-rules	1.17.0.Final		d4f8b216fec2ccb99b839d30b32779a713841346
org.kie.kogito	integration-tests-quarkus-rules	1.18.0.Final		3e8a4310980b363db07ab84ba38c70663243308c
org.kie.kogito	integration-tests-quarkus-rules	1.19.0.Final		b551d3289928833e55682258c0bd8364b46208fd
org.kie.kogito	integration-tests-quarkus-rules	1.2.0.Final		f05dec3f631ebb1372e49665eb22ee134db8a3e2
org.kie.kogito	integration-tests-quarkus-rules	1.20.0.Final		8f1650d7e4e680f02f6b799c19aadeb8a4f1ef48
org.kie.kogito	integration-tests-quarkus-rules	1.21.0.Final		b33595120a2052ba26a466187f8f3b679749840a
org.kie.kogito	integration-tests-quarkus-rules	1.22.0.Final		1e5a89b7d9869e88e2b10c3788f371121b5a6141
org.kie.kogito	integration-tests-quarkus-rules	1.22.1.Final		2ea5a603fe2dedaf99a1fd1555bed085a5009710
org.kie.kogito	integration-tests-quarkus-rules	1.23.0.Final		f862217c8e759dc61f00fbfa7e90bc1685348ab1
org.kie.kogito	integration-tests-quarkus-rules	1.24.0.Final		f3d85735724193fceeb7c9e51d1166cf8ab3eb3b
org.kie.kogito	integration-tests-quarkus-rules	1.24.1.Final		a058ade1605256b424c01eb7f5038b0ebb88eada
org.kie.kogito	integration-tests-quarkus-rules	1.25.0.Final		348d298d1441b262104144c109ca59c0c503a450
org.kie.kogito	integration-tests-quarkus-rules	1.26.0.Final		91d6a520582f46d4b9f6c0b829f2e79ef942b300
org.kie.kogito	integration-tests-quarkus-rules	1.27.0.Final		b61c0d40d68bc13de4024754021a536f2a9f5395
org.kie.kogito	integration-tests-quarkus-rules	1.28.0.Final		2f71b870648f0f3732ab6e6901ce7593603a7b6e
org.kie.kogito	integration-tests-quarkus-rules	1.29.0.Final		299690add81113602d8e0807ab813b23448cdb95
org.kie.kogito	integration-tests-quarkus-rules	1.3.0.Final		70a3ade2216175366140216d3c37912a61e8215d
org.kie.kogito	integration-tests-quarkus-rules	1.30.0.Final		125051f1e2b3fdbc66e75a1f6dfa1b09cd37488e
org.kie.kogito	integration-tests-quarkus-rules	1.31.0.Final		84b4c765b69a48fe1810a98c091ba1b8e93d9e4c
org.kie.kogito	integration-tests-quarkus-rules	1.31.1.Final		c3b2f73dea67ad38eb89c62487334a024359ba47
org.kie.kogito	integration-tests-quarkus-rules	1.32.0.Final		7e4a937b652b25a4a24403d8d204343ae86b9aab
org.kie.kogito	integration-tests-quarkus-rules	1.33.0.Final		5f5bd63dae6eda77b0f1ae0e302493fb3aea76d1
org.kie.kogito	integration-tests-quarkus-rules	1.34.0.Final		7d4b850893b48c33f0d62797cdeacff5c83cc858
org.kie.kogito	integration-tests-quarkus-rules	1.35.0.Final		ef100aed5ecae526837bb2e61ab809f606b1b840
org.kie.kogito	integration-tests-quarkus-rules	1.36.0.Final		f228f9c0a2ee5605613264696b9ba860dc88046e
org.kie.kogito	integration-tests-quarkus-rules	1.36.1.Final		c949c3d3d52d1a01cd6a77becd221c474916d45d
org.kie.kogito	integration-tests-quarkus-rules	1.37.0.Final		69d9f944be247e722cf652abb8e263b68eda001b
org.kie.kogito	integration-tests-quarkus-rules	1.38.0.Final		d462095927dc63db0c79fa7658a94a768e34fabe
org.kie.kogito	integration-tests-quarkus-rules	1.39.0.Final		6c6e1591f030a4e68ca280a7cc33a0c9d7739b64
org.kie.kogito	integration-tests-quarkus-rules	1.4.0.Final		831b1c2c3068a94caae6d6a9523f041b359b703d
org.kie.kogito	integration-tests-quarkus-rules	1.4.1.Final		fbbcd2b1cfc0f00621205ee7a3093862d77285eb
org.kie.kogito	integration-tests-quarkus-rules	1.40.0.Final		e045b1560a7fb3ffced817b893291fbecd34abb9
org.kie.kogito	integration-tests-quarkus-rules	1.40.1.Final		7fe807d9f69dc96fa27cf2fe90e5e29b66a6750b
org.kie.kogito	integration-tests-quarkus-rules	1.40.2.Final		281c762f26a46718645765293b7844f6635e560d
org.kie.kogito	integration-tests-quarkus-rules	1.41.0.Final		77ce4258b16760d9ba273019b54cfd0e213d3bb5
org.kie.kogito	integration-tests-quarkus-rules	1.42.0.Final		eb9efd5a296ff4d73af563e0665b7add426573dc
org.kie.kogito	integration-tests-quarkus-rules	1.43.0.Final		c56900def586f264cd2e144eac949c01f4152226
org.kie.kogito	integration-tests-quarkus-rules	1.44.0.Final		a5dd7087e7579e930bcd6bd17159b998f8bd2bd7
org.kie.kogito	integration-tests-quarkus-rules	1.44.1.Final		be0ca9614a7273874a7dbba628df269c422a303f
org.kie.kogito	integration-tests-quarkus-rules	1.5.0.Final		9f05c9e1944f3ea7d70073ed83a62796de06fe5b
org.kie.kogito	integration-tests-quarkus-rules	1.6.0.Final		f6fc9e6a2c6cc840ab8afb19425bf51392020fa6
org.kie.kogito	integration-tests-quarkus-rules	1.7.0.Final		b80e28d3a127bc0765d41a644962d8c6917d9ded
org.kie.kogito	integration-tests-quarkus-rules	1.8.0.Final		4c5518af2015edb987b06016b59954b53e348cac
org.kie.kogito	integration-tests-quarkus-rules	1.9.0.Final		b5199ecb1868606aaef9c1d13af0f1901f20b95f
org.kie.kogito	integration-tests-quarkus-rules	1.9.1.Final		47ef83f612dd8ab87351b6651b956aacd73b34e9
org.kie.kogito	integration-tests-quarkus-rules	10.0.0		79202be9fa8464df58597c3f6a3ee3d830f96b26
org.kie.kogito	integration-tests-quarkus-rules	2.44.0.Alpha		417c1cd26a9dc8ae0976c0149855b518a0363c98
org.mvnpm.at.carbon	charts	1.22.0		6938ba474232420e1d5b697975a850ab48975270
org.mvnpm.at.carbon	charts	1.23.2		9397318c158567ffb61879d42819fc335b8a25cf
org.mvnpm.at.material	typography	14.0.0		f97b7d1021cdb72672541c856aae523d070e1f2c
org.mvnpm.at.material	typography	14.0.0-canary.53b3cad2f.0		d49329a7c22b80c87c67174052e3766bd97f1ac9
org.mvnpm.at.statsig	client-core	3.15.2		d5229b41b7cf37b2bdc9a0bd04b16b9f86cc521e
org.mvnpm.at.statsig	client-core	3.15.3		d84f4b2746d03a90e4265869ede2b8500ae79636
org.mvnpm.at.statsig	client-core	3.15.4		1fba0aed6c65006829870d3a0e9916c5a3cdad47
org.mvnpm.at.statsig	client-core	3.15.5		e20b6f623f2204cd36f3eebc68d678150bd7294c
org.odpi.egeria	data-platform-services-api	1.1		3fec0b87133d7f09b7d9051243f17aa32a7eab44
org.odpi.egeria	engine-host-services-client	2.10		ec0c5705f1116c029b9790301961db09fe51ace7
org.odpi.egeria	engine-host-services-client	2.11		074d6d8284daf1d9580dd708eb464aeed2487625
org.odpi.egeria	engine-host-services-client	2.6		1e19bbdb013bf51b0920ae112d671f06fd679457
org.odpi.egeria	engine-host-services-client	2.7		c26b6a4cd9e821ffa867e05abb77f34eac94970f
org.odpi.egeria	engine-host-services-client	2.8		c0c5c60599513159536249603b53eef15d91db30
org.odpi.egeria	engine-host-services-client	2.9		9ad74a1074dec421773482cf0c22749e9b1401a3
org.odpi.egeria	engine-host-services-client	3.0		a4bda9ca31ec3e39ad0bf16a78c83f9800bf3703
org.odpi.egeria	engine-host-services-client	3.1		6301b36aea303b75fcd33fe8ef22572738a9e538
org.odpi.egeria	engine-host-services-client	3.10		773f23ecbf84ae9e5593216a9361358f97042356
org.odpi.egeria	engine-host-services-client	3.10.1		8d777c062e73191f0a18701a02e673814e857a20
org.odpi.egeria	engine-host-services-client	3.11		6d0da22fdea7c755ee0eef8045c084cd5ac1ad5e
org.odpi.egeria	engine-host-services-client	3.12		744dba43bc8207b38128cf2e89e5283b4a121b6d
org.odpi.egeria	engine-host-services-client	3.13		5e775dea18ef1f58c64fd59d4ce8be247e912018
org.odpi.egeria	engine-host-services-client	3.14		5da4fbe9b5e1789826b25aaaf75e11df68acca84
org.odpi.egeria	engine-host-services-client	3.15		6a509886a68015f004ccb693eed97ad002552309
org.odpi.egeria	engine-host-services-client	3.2		9dd955306c114a3fb55c543db0f543b6cb4b94a8
org.odpi.egeria	engine-host-services-client	3.3		43ec96cba85bcf10e9ddbf61a994bca675013a58
org.odpi.egeria	engine-host-services-client	3.4		9f2147c5ca933ee58ba2c920719551aa1c45bd26
org.odpi.egeria	engine-host-services-client	3.5		8ed1e460b6b13a36973f4941701bdfd5b59838d7
org.odpi.egeria	engine-host-services-client	3.6		d28dd0824e46ec892fedf0d65699a46e92951e22
org.odpi.egeria	engine-host-services-client	3.7		35e16091c7d7f5a0313124c3284f9a22c85fb389
org.odpi.egeria	engine-host-services-client	3.8		4a9145e61a3601d40601bd89b0577ec4139d2402
org.odpi.egeria	engine-host-services-client	3.9		47a3fa3882001c5aba9e8852c8d0a36782a6fff7
