cc.zhaoac	faith-tool-secure	1.1.0		6249520b934c3f4872305366b9c1e2fe90ca44f0
org.infinispan	infinispan-cdi-common	9.1.7.Final		23796f7541d5233cc486e8b4778993d4d07aa063
org.infinispan	infinispan-cdi-common	9.2.0.Alpha1		2a29c39919a7e8424b18187b180cb5fa9d263380
org.infinispan	infinispan-cdi-common	9.2.0.Alpha2		4205299c0a703d9758b5db0447800a693196d4af
org.infinispan	infinispan-cdi-common	9.2.0.Beta1		0c65a7872e0c8b38f5d7a680f7c73769ab9e8abb
org.infinispan	infinispan-cdi-common	9.2.0.Beta2		1adcd79520c333372b9da1475231552289972d86
org.infinispan	infinispan-cdi-common	9.2.0.CR1		a4a4300fdac7b06dcda7f5cdb3c03a93b0367c57
org.infinispan	infinispan-cdi-common	9.2.0.CR2		27c1c0d28d901d3a2fa2477a771ac7099f735b05
org.infinispan	infinispan-cdi-common	9.2.0.CR3		ff639637c0a67765ed06639f88a25e4a89f950b6
org.infinispan	infinispan-cdi-common	9.2.0.Final		d6d6e16f1178430631bdbe847dfd63268a74735b
org.infinispan	infinispan-cdi-common	9.2.1.Final		261abe7be2a36a47b2275ae56f8db80a10765824
org.infinispan	infinispan-cdi-common	9.2.2.Final		19c2bebdf788212a52bd3cedf38c3e5deab019dd
org.infinispan	infinispan-cdi-common	9.2.3.Final		506bc2bfd8a66c407d70a47f655fb2a177199735
org.infinispan	infinispan-cdi-common	9.2.4.Final		3e114643821c55552eef60db452bbf16a17bd63c
org.infinispan	infinispan-cdi-common	9.2.5.Final		61d8154c044f1d94379bb08726e369889641955d
org.infinispan	infinispan-cdi-common	9.3.0.Alpha1		caf6f426239b15b6cbf1fee4c3c197475f654de7
org.infinispan	infinispan-cdi-common	9.3.0.Beta1		725998c4bcbbf3c1d3f1247e29f784faf5947de8
org.infinispan	infinispan-cdi-common	9.3.0.CR1		06eee2c7b0946d34973bb0afac1d85ccb2d6b12f
org.infinispan	infinispan-cdi-common	9.3.0.Final		ccd0646686fdcad555252ce381a4a21cc8208048
org.infinispan	infinispan-cdi-common	9.3.1.Final		9b106ddbe93c07ffad81c08c2d460058cfe29432
org.infinispan	infinispan-cdi-common	9.3.2.Final		e4840dc44883703945ca96a590da88c4c659bce0
org.infinispan	infinispan-cdi-common	9.3.3.Final		08eb2a1b5d68aa2f0a6961cd89f0f8cfe11a482a
org.infinispan	infinispan-cdi-common	9.3.4.Final		af31bca6cd6990d64c4c337fa645c9a7d6319440
org.infinispan	infinispan-cdi-common	9.3.5.Final		286d08d159dcfad88e7edc967c565ce2c7f18bd9
org.infinispan	infinispan-cdi-common	9.3.6.Final		225f91fdd20fa0518c6e6d62ef21fe00e59d2f52
org.infinispan	infinispan-cdi-common	9.3.8.Final		16ce8b85592216ebd4a2bea29e320f8b9746b887
org.infinispan	infinispan-cdi-common	9.3.9.Final		dbe8b88586134ec80f9348501472480d15441bb0
org.infinispan	infinispan-cdi-common	9.4.0.Alpha1		a9f85899dfd605e990a6dfce1c938ecadae56ffe
org.infinispan	infinispan-cdi-common	9.4.0.Beta1		af3b67fa63468c08553641cafa38090387443f86
org.infinispan	infinispan-cdi-common	9.4.0.CR1		17b3ee5086299af8da3b5eb96c6d0a6a311d5202
org.infinispan	infinispan-cdi-common	9.4.0.CR2		f6ec51fd0074409db722f17a8afbd05c7cc9a327
org.infinispan	infinispan-cdi-common	9.4.0.CR3		4cc7aa693d61e264ffaf03cd3f173eab87e70a4d
org.infinispan	infinispan-cdi-common	9.4.0.Final		2d6f0cbaa45a18e8385a4614ba27c395d02edad7
org.infinispan	infinispan-cdi-common	9.4.1.Final		cc8b42ec1c7591f09979b09dcd4e4dcbd38f718f
org.infinispan	infinispan-cdi-common	9.4.10.Final		d8abe8edd5d785fe5059fdc9a87c213bae6dfdfd
org.infinispan	infinispan-cdi-common	9.4.11.Final		fb3a5ed0e26064152a6b76285686e1ca1cfa5cc7
org.infinispan	infinispan-cdi-common	9.4.12.Final		f2da95de1148bc91bb99e74b7e5db2f2657a60ec
org.infinispan	infinispan-cdi-common	9.4.13.Final		e344d768d2da6029faf39f4fd6e4a50011d1219f
org.infinispan	infinispan-cdi-common	9.4.14.Final		662bd998e2d19bafa86d83b197a6e0efa485576f
org.infinispan	infinispan-cdi-common	9.4.15.Final		17225b25adc04168f2c604fa6643e05548f9b473
org.infinispan	infinispan-cdi-common	9.4.16.Final		19db3e78d9f80bc8b9ac307a57c13e219a0b1aaa
org.infinispan	infinispan-cdi-common	9.4.17.Final		d9da2d8d836af0a3259f02d7609faef049998408
org.infinispan	infinispan-cdi-common	9.4.18.Final		8394a2079befdbae331fad1470dfd8fafd6f2408
org.infinispan	infinispan-cdi-common	9.4.19.Final		05721dd986e3938b22ecf494436e7eadd2d96657
org.infinispan	infinispan-cdi-common	9.4.2.Final		24166a8bc8eb8d4135ffcb97590dd75a7b70ffb0
org.infinispan	infinispan-cdi-common	9.4.20.Final		64a4414e2d9d1b4613cd36b899bb92d45efb0878
org.infinispan	infinispan-cdi-common	9.4.21.Final		6d398ad2e15aadb7cd99a56043d78fc790431c51
org.infinispan	infinispan-cdi-common	9.4.22.Final		d6a4c157c2caae845d6cd9403e1058323f2157f5
org.infinispan	infinispan-cdi-common	9.4.23.Final		bb7b0d897f6ad9c16cfe2705b5988bcc23c8a45a
org.infinispan	infinispan-cdi-common	9.4.24.Final		54dc7671a97ed71955d1e49aa7555352ec8e1f62
org.infinispan	infinispan-cdi-common	9.4.3.Final		6b9f049741671ea34546bf5130057b5c6c467dc7
org.infinispan	infinispan-cdi-common	9.4.4.Final		b9668a6eb1824a8271a1f1c2a6a3130536bd3b94
org.infinispan	infinispan-cdi-common	9.4.5.Final		253f9f86496d6a682c1e5c3d890e8df537e99571
org.infinispan	infinispan-cdi-common	9.4.6.Final		d7a2e496c889b9337f528ed2ae820edee35dab30
org.infinispan	infinispan-cdi-common	9.4.7.Final		d38fe3a8aff52509a34817a9565f5b0d6de7e092
org.infinispan	infinispan-cdi-common	9.4.8.Final		a972223ae683d8f8e119e81eca80c2c5b374ddb2
org.infinispan	infinispan-cdi-common	9.4.9.Final		d00cad654a6905979239d782b250778bf2bdc5df
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.0.0.Beta1		6183eab89ad763330cc1235adc4e5bc0bfe207cf
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.0.0.Beta2		0429062dd34c0eeb439b5fcff6b11f1d69f535ea
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.0.0.Beta3		4a80409aa82add9b8827552e09717018dd5a6648
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.0.0.Beta4		a7a1e7910a8492dd8c549882640bf33b6380bd1e
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.0.0.Beta5		0d0f0072f0f299040a6fb8e96885f7f155c65b33
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.0.0.Beta6		ef2f75c679a34156c3ae4e272bebceb427fe3f9b
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.0.0.Beta7		126ac9a41f8f623557d67c0a814081b41e80e391
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.0.0.Beta8		2a8adc48ed81eb442959e083631eaa20b83ac754
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.0.0.CR1		8dfdb910256677b3a83f329ef181864bd0e52bcf
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.0.0.CR2		f2ec133f97d7509d0fb1a908c8651dace238b430
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.0.0.CR3		e1f68aae6780d1ed758522e1406445d5ea29d1eb
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.0.0.Final		fd58c0ba4258835ed1aa8e42442dc147346ae167
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.1.0.Beta1		dbde1101d0514bf6f63851472a7cd390a2f68a2c
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.1.0.Beta2		b260db23eec3f7c76a0a031a16cc8fff5c4ac21e
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.1.0.Beta3		a7207b7b0e5cd88f1cebd3b617fcd2a91b973cae
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.1.0.Final		a76ff9a9d4fbfc3f358d1fffc7df65039311fd87
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.10.0.Final		b17e2421cc64bd0b5cd8cbfcf0be6f55f8c4db12
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.11.0.Final		1013aec148986e7447e24bdba7b03c7a59e9e52a
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.12.0.Final		ae6ada7a4adf80963a7582210033315125abb176
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.13.0.Final		e7f07599d06edc968c5ad11d5abf6486598c7711
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.14.0.Final		ea86e5d0ac091b1caeb1e2e0fd1b8d8388715762
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.15.0.Final		655bffb166f1fa7a0ad36c652a0c38053e5699d6
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.16.0.Final		010fef60db15195804e9120682c2bf239a9569c2
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.17.0.Final		847d55cbebc92928cd51978d59cce08573249ae9
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.18.0.Final		5ff92b1c2f500edf673484458e3f99f58042b9bf
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.19.0.Final		eb04a5f6fe5e5a2d3a87397b29e20c20cb3e1a8c
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.2.0.Final		d9608d216f7c54d5d8c58b72b6351b74b6a0d8e3
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.20.0.Final		0c63a731851ab663db8619c30004afe75a0de54c
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.21.0.Final		c4eb9b60e41c9d0dccd262b21c8f362afaad9856
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.22.0.Final		ac1bfba1bd4a961d0f2ee0f680665f6aa31e5cb3
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.23.0.Final		65af8973b19c1d1cd5afcd08b4f571ca321fdb1a
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.24.0.Final		2786ec508431084f4846c74173e04e91d22cfce9
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.25.0.Final		4e2e040b3e9cea27bbc55307d7f45616f74db043
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.26.0.Final		0dcf15a98c175e57a7c4f87602b6458acd9e72d0
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.27.0.Final		d552259e8b0f994f006becc55855c639a9d66950
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.28.0.Final		85c9c2d6ef0a568521ff0958a9203d9c59383bdd
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.29.0.Final		7b42a3817a8c77ba463f13e95a80eef13183b15f
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.3.0.Final		fce4374560f37c433b5e817c35e85152fb2e9ae8
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.4.1.Final		d959155f2c4a0cd955686c1d102101bdec150fc3
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.5.0.Final		0f2781e9f1df4ec15d2e8a5e06895b156af3460a
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.6.0.Final		d3d9f258fc698ad6394626a13f15fd38bd902a95
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.7.0.Final		5aa87735ae4af1bf6aa228cae471bb54210f3c7f
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.8.0.Final		c171569b9675ad89121a8d31d39a7db2cc7950d8
org.kie.workbench.screens	kie-wb-common-examples-screen-client	7.9.0.Final		a278a0facc728f190a205f5fc3956af90bf9039a
org.mvnpm	apexcharts	3.54.0		8078d51308378e0aba4bbe2484de9c4384889b1e
org.mvnpm	babel-template	6.26.0		45f31be0237f14b91052f017487903892a4cbf08
org.openbase.bco	manager.scene.binding	1.1.1		N/A
org.openbase.bco	manager.scene.binding	1.1.2		N/A
org.openbase.bco	manager.scene.binding	1.1.3		N/A
org.openbase.bco	manager.scene.binding	1.1.4		N/A
org.openbase.bco	manager.scene.binding	1.1.5		N/A
org.openbase.bco	manager.scene.binding	1.1.6		N/A
org.openbase.bco	manager.scene.binding	1.2.0		N/A
org.openbase.bco	manager.scene.binding	1.2.1		N/A
org.openbase.bco	manager.scene.binding	1.3.0		N/A
org.openbase.bco	manager.scene.binding	1.3.1		N/A
org.openbase.bco	manager.scene.binding	1.3.2		N/A
org.openbase.bco	manager.scene.binding	1.3.3		N/A
org.openbase.bco	manager.scene.binding	1.3.4		N/A
org.openbase.bco	manager.scene.binding	1.3.5		N/A
org.openbase.bco	manager.scene.binding	1.3.6		N/A
org.openbase.bco	manager.scene.binding	1.3.7		N/A
org.openbase.bco	manager.scene.binding	1.3.8		N/A
org.openbase.bco	manager.scene.binding	1.4.0		N/A
org.openbase.bco	manager.scene.binding	1.4.1		N/A
org.openbase.bco	manager.scene.binding	1.4.4		N/A
org.openbase.bco	manager.scene.binding	1.4.5		N/A
org.openbase.bco	manager.scene.binding	1.5.3		N/A
org.openbase.bco	manager.scene.binding	1.6.0		N/A
org.openbase.bco	manager.scene.binding	1.6.1		N/A
org.openbase.bco	manager.scene.binding	1.6.2		N/A
org.openbase.bco	manager.scene.binding	1.6.3		N/A
org.openbase.bco	manager.scene.binding	1.6.6		N/A
org.openbase.bco	manager.scene.binding	1.6.7		N/A
org.openbase.bco	manager.scene.binding	1.6.8		N/A
org.openbase.bco	manager.scene.binding	1.6.9		N/A
org.polynote	polynote-env_2.11	0.3.2		81d08525a4e395a73a760be464334c8f7963613f
org.polynote	polynote-env_2.11	0.3.4		8a29fa2dd2f2c27e6830447466c5743d23379c9b
org.polynote	polynote-env_2.11	0.3.6		08b7d02893405ae2cb2c2a60b8a3a152457ba682
org.polynote	polynote-env_2.11	0.3.7		2ae3b2ce61212896386473dc5634268355a09314
org.polynote	polynote-env_2.11	0.3.8		fa60c0bdb1dec7640db3947c83fcc99aed676321
org.polynote	polynote-env_2.11	0.4.0		e16484be3df7b97fe49e8b7b3f434dcfda630762
org.polynote	polynote-env_2.11	0.4.1		52862cec8d753937e8eba991d1502483c2cc8ac5
org.polynote	polynote-env_2.11	0.4.4		851d9e2c2a95549683ffc1d6b76c0f5ef341e36f
org.requirementsascode	javadataclass	0.1		3a08f291ee456c7a2a3b9f75199319a6b5c17067
org.scalafx	scalafx_2.11.0-RC4	1.0.0-R8		ba58c93ed9129f614e9f3827049ca0c9628e7d67
org.scalafx	scalafx_2.11.0-RC4	8.0.0-R4		3517630782aa270d73f1192ce1368e88fb749fb2
org.scalameta	mtags_3.1.3-RC1-bin-20220403-a26a2c3-NIGHTLY	0.11.2		ecf0d6d631c17a6bb18ecc57d75ad9c61eba4887
org.scalameta	mtags_3.1.3-RC1-bin-20220403-a26a2c3-NIGHTLY	0.11.8		1df5c168e06a8b2e31e80ca8c0cd907a215c8716
org.scalatra.scalate	scalate-wikitext_2.10	1.7.0		96059e4c652a01c9746136185ea158615bd697ea
org.scalatra.scalate	scalate-wikitext_2.10	1.7.1		b04f615c020c825bce4cc7db097e34ac1b859599
org.scalatra.scalate	scalate-wikitext_2.10	1.8.0		907a2840b83ed8e577745e4c43124e2f6da540a3
org.scalatra.scalate	scalate-wikitext_2.10	1.8.0-M1		6bfc5baf0edd740026e085c0057fae497c6538fa
org.scalatra.scalate	scalate-wikitext_2.10	1.8.0-RC1		a7aa869af51eeb0762780ec6b0c450b051c5ffc5
org.scalaz	scalaz-iteratee_2.13.0-RC2	7.2.27		fcc90f98e15903f1af2eb1489a8cf1d12c4ff7e8
org.scalaz	scalaz-iteratee_2.13.0-RC2	7.3.0-M30		65da98c7ea8838d4c365c0a17a40a64a0ce49c3d
org.shredzone.commons	commons-gravatar	1.0		58769cddf09a71460c02c07f6c3127f7065c6f02
org.shredzone.commons	commons-gravatar	1.1		0b0c2bbb730c2ef4c59c111eae408d43f7d4f718
org.webjars	messageformat.js	0.1.4		0345d435bd3875c1935417882b5702c28371e0de
org.webjars	messageformat.js	0.1.4-1		de8aa8ea25cb59c8bb10d00d745e8d85843f4ac5
org.webjars	rimraf	2.2.8		c5c45d531999a3841c2ee3d812e5d19854fadb69
org.webjars.npm	braintree__browser-detection	1.7.0		fce4ddd672084bd2bb5d348d123e686918df0f04
org.webjars.npm	braintree__browser-detection	1.9.0		7335b9eefbdf88ddb5ff3d90bfb34377b9e53d70
org.webjars.npm	github-com-vuejs-tips-v-money	0.8.1		c13b2dab3f66d81c6ec12ae8aa23f3467d0244fe
org.webjars.npm	vue-multiselect	2.0.0-beta.15		4e1daf8926abf4009af8d80c25e556e1f1856710
org.webjars.npm	vue-multiselect	2.0.2		1380f3ecdba835bb509ce98e830aaefd7ef256ab
org.webjars.npm	vue-multiselect	2.1.6		3451f1407cbd2c1d19d5775b2df143158d1f86fb
org.webjars.npm	vue-multiselect	2.1.7		4af89c74213889deb22b7e3ecafc1fda72c528fb
org.webjars.npm	vue-multiselect	3.0.0		61dd39cd86fdc0a290823ecc725fe53b162e5e15
org.webjars.npm	vue-multiselect	3.1.0		3cecfe28f78b6620d170f07c8123445ac9deba44
org.wso2.carbon.analytics-common	service-stubs	1.0.0		N/A
org.wso2.carbon.analytics-common	service-stubs	2.0.0-alpha		N/A
org.wso2.carbon.analytics-common	service-stubs	5.0.0		N/A
org.wso2.carbon.analytics-common	service-stubs	5.0.1		N/A
org.wso2.carbon.analytics-common	service-stubs	5.0.10		N/A
org.wso2.carbon.analytics-common	service-stubs	5.0.11		N/A
org.wso2.carbon.analytics-common	service-stubs	5.0.12-alpha		N/A
org.wso2.carbon.analytics-common	service-stubs	5.0.12-alpha2		N/A
org.wso2.carbon.analytics-common	service-stubs	5.0.12-beta		N/A
org.wso2.carbon.analytics-common	service-stubs	5.0.12-beta2		N/A
org.wso2.carbon.analytics-common	service-stubs	5.0.2		N/A
org.wso2.carbon.analytics-common	service-stubs	5.0.3		N/A
org.wso2.carbon.analytics-common	service-stubs	5.0.4		N/A
org.wso2.carbon.analytics-common	service-stubs	5.0.5		N/A
org.wso2.carbon.analytics-common	service-stubs	5.0.6		N/A
org.wso2.carbon.analytics-common	service-stubs	5.0.7		N/A
org.wso2.carbon.analytics-common	service-stubs	5.0.8		N/A
org.wso2.carbon.analytics-common	service-stubs	5.0.9		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.0		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.0-alpha		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.0-beta		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.1		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.11		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.12		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.13		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.14		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.15		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.16		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.17		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.18		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.19		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.2		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.2-alpha		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.20		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.21		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.22		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.23		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.24		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.25		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.26		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.27		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.28		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.29		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.3		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.30		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.31		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.32		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.33		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.34		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.35		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.36		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.37		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.38		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.39		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.4		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.40		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.41		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.42		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.43		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.44		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.45		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.46		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.47		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.48		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.49		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.5		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.50		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.51		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.52		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.53		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.54		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.55		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.56		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.57		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.59		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.6		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.61		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.62		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.63		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.7		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.8		N/A
org.wso2.carbon.analytics-common	service-stubs	5.1.9		N/A
org.wso2.carbon.analytics-common	service-stubs	5.2.11		N/A
org.wso2.carbon.analytics-common	service-stubs	5.2.12		N/A
org.wso2.carbon.analytics-common	service-stubs	5.2.13		N/A
org.wso2.carbon.analytics-common	service-stubs	5.2.19		N/A
org.wso2.carbon.analytics-common	service-stubs	5.2.23		N/A
org.wso2.carbon.analytics-common	service-stubs	5.2.24		N/A
org.wso2.carbon.analytics-common	service-stubs	5.2.25		N/A
org.wso2.carbon.analytics-common	service-stubs	5.2.26		N/A
org.wso2.carbon.analytics-common	service-stubs	5.2.27		N/A
org.wso2.carbon.analytics-common	service-stubs	5.2.28		N/A
org.wso2.carbon.analytics-common	service-stubs	5.2.29		N/A
org.wso2.carbon.analytics-common	service-stubs	5.2.30		N/A
org.wso2.carbon.analytics-common	service-stubs	5.2.31		N/A
org.wso2.carbon.analytics-common	service-stubs	5.2.32		N/A
org.wso2.carbon.analytics-common	service-stubs	5.2.33		N/A
org.wso2.carbon.analytics-common	service-stubs	5.2.34		N/A
org.wso2.carbon.analytics-common	service-stubs	5.2.35		N/A
org.wso2.carbon.analytics-common	service-stubs	5.2.36		N/A
org.wso2.carbon.analytics-common	service-stubs	5.2.37		N/A
org.wso2.carbon.analytics-common	service-stubs	5.2.38		N/A
org.wso2.carbon.analytics-common	service-stubs	5.2.44		N/A
org.wso2.carbon.analytics-common	service-stubs	5.2.45		N/A
org.wso2.carbon.analytics-common	service-stubs	5.2.46		N/A
org.wso2.carbon.analytics-common	service-stubs	5.2.47		N/A
org.wso2.carbon.analytics-common	service-stubs	5.2.48		N/A
org.wso2.carbon.analytics-common	service-stubs	5.2.49		N/A
org.wso2.carbon.analytics-common	service-stubs	5.2.51		N/A
org.wso2.carbon.analytics-common	service-stubs	5.2.52		N/A
org.wso2.carbon.analytics-common	service-stubs	5.3.0		N/A
org.wso2.carbon.analytics-common	service-stubs	5.3.1		N/A
org.wso2.carbon.analytics-common	service-stubs	5.3.10		N/A
org.wso2.carbon.analytics-common	service-stubs	5.3.11		N/A
org.wso2.carbon.analytics-common	service-stubs	5.3.12		N/A
org.wso2.carbon.analytics-common	service-stubs	5.3.13		N/A
org.wso2.carbon.analytics-common	service-stubs	5.3.16		N/A
org.wso2.carbon.analytics-common	service-stubs	5.3.3		N/A
org.wso2.carbon.analytics-common	service-stubs	5.3.4		N/A
org.wso2.carbon.analytics-common	service-stubs	5.3.5		N/A
org.wso2.carbon.analytics-common	service-stubs	5.3.8		N/A
pl.touk.nussknacker	nussknacker-lite-runtime-app_2.12	1.10.0		c23551283efb445e6baabaee40a2c20641b247c7
pl.touk.nussknacker	nussknacker-lite-runtime-app_2.12	1.10.0-RC1		b082dcec3e77aafdb637e0fc30d98fa76d4914fa
pl.touk.nussknacker	nussknacker-lite-runtime-app_2.12	1.10.0-RC2		4a81b534539d953c412c6cb50e440ca5832c9293
pl.touk.nussknacker	nussknacker-lite-runtime-app_2.12	1.10.0-RC3		44907ee093d9d4d31e6017945832f868fbb23770
pl.touk.nussknacker	nussknacker-lite-runtime-app_2.12	1.11.0		7c6f54bc2b8ca39b6e7392ce7f3be734d7056e40
pl.touk.nussknacker	nussknacker-lite-runtime-app_2.12	1.11.0-RC1		eb8544f48db58e1e8559a5f8e7729b6c116b06e7
pl.touk.nussknacker	nussknacker-lite-runtime-app_2.12	1.11.1		aebb5c7d1cabd30f91f8392c968876d1545c620e
pl.touk.nussknacker	nussknacker-lite-runtime-app_2.12	1.11.2		f665300e392a543e3bc6aafba2520b1488a3bb9c
pl.touk.nussknacker	nussknacker-lite-runtime-app_2.12	1.11.3		2c32809c0ca0e51e3505fcb287b8ca0e9b676592
pl.touk.nussknacker	nussknacker-lite-runtime-app_2.12	1.12.0		9f94ddcafb259f80933362c4d73b53ac3ea79066
pl.touk.nussknacker	nussknacker-lite-runtime-app_2.12	1.12.1		d8ee4bcfddd625cf6bb2edf1413a56d38fa071f0
pl.touk.nussknacker	nussknacker-lite-runtime-app_2.12	1.12.2		753d24f1b323fe4eb5bc0285a09790c6c6ff91f4
pl.touk.nussknacker	nussknacker-lite-runtime-app_2.12	1.12.3		4f0a901b9185ca807df0b6301f33a791a1d70458
pl.touk.nussknacker	nussknacker-lite-runtime-app_2.12	1.12.4		f115bca1c20dc545401a8c68f6488257b375137c
pl.touk.nussknacker	nussknacker-lite-runtime-app_2.12	1.12.5		3ed243e84852efec3ffbb3cd282260144f880795
pl.touk.nussknacker	nussknacker-lite-runtime-app_2.12	1.12.6		8c12b25fbe27a344b1a5f5b8d2e948f9361c2d2a
pl.touk.nussknacker	nussknacker-lite-runtime-app_2.12	1.13-RC1		839b33cc8072bae9cd19623aa90a95080062a557
pl.touk.nussknacker	nussknacker-lite-runtime-app_2.12	1.13.0		c5a5bc7bb7b635cb00c6307f10691571a8a79eca
pl.touk.nussknacker	nussknacker-lite-runtime-app_2.12	1.13.0-RC1		368a2f70bf49d2c52a1ae84c329914a2950ac5bc
pl.touk.nussknacker	nussknacker-lite-runtime-app_2.12	1.13.0-RC2		b7ce6bce678aa96d17c1b6b4a09d91858fbbf027
