activesoap	retroweaver	1.1	-	8de137dad861a59f75a1e7289553e0dc090b18dc
com.liferay	com.liferay.portal.workflow.metrics.demo.data.creator.impl	2.0.8	2.0.8-sources-commercial	627e6ea6ea3d284b77110aea6815e841cb91f1d0
com.liferay	com.liferay.portal.workflow.metrics.demo.data.creator.impl	2.0.9	-	b325d7959d201537b3c9f1fa7511acc88ccd4938
com.liferay	com.liferay.portal.workflow.metrics.demo.data.creator.impl	2.0.9	2.0.9-sources-commercial	55a8abf755cf134871f304d162d54b67a1180a37
com.lihaoyi	autowire_native0.4_2.13	0.3.3	-	b053431ce6965cf9b74344398e4f16edd7b82941
com.mapbox.mapboxsdk	mapbox-android-plugin-annotation-v8	0.7.0	0.7.0-dokka	01747ee096fea24824ec8c4bf1c6117e1e9fd879
com.michaelpollmeier	rubysrc2cpg_3	2.0.365+25-98122e9b	-	48d475864d3371eb653a299be25ebb5ae014672e
com.michaelpollmeier	rubysrc2cpg_3	2.0.365+26-3e49c273	-	449dddc44199426114f11f11de40cab87cdf6dba
com.michaelpollmeier	rubysrc2cpg_3	2.0.381+25-cf0f1be4	-	9f24ae0f386e1b6a60519ddf4e151da7284a4f43
com.michaelpollmeier	rubysrc2cpg_3	2.0.428+7-e0ebe60f	-	7d57bae2affd8846d57f3891903fb85fea07d884
com.michaelpollmeier	rubysrc2cpg_3	2.0.431+5-e48d4785	-	fcaccec036431369bc826726e0156a0825e2b380
com.michaelpollmeier	rubysrc2cpg_3	2.0.440+7-e7df7a79	-	cb2f847a7f4cf0a9a63878cc5fdaf51b9d96d434
com.microsoft.spark	spark-clr	1.4.1	-	7a280d6913bb26007675c0ab914867a74df93e2c
com.ms3-inc.tavros	camel-restdsl-openapi-plugin	0.1.5	-	328977a6b5817a284c6cc63148565f66114e3142
com.ms3-inc.tavros	camel-restdsl-openapi-plugin	0.1.6	-	6f4d3e696cacb963897c668c51dc685454666cd3
com.ms3-inc.tavros	camel-restdsl-openapi-plugin	0.1.7	-	93f1485dffa12fefecaecccdf0d1ed012b3ef265
com.myriadmobile	serializablepath	0.9.0	-	ae24f4bdfcd2df0e3014aa754b2a5767bc068bd8
com.myriadmobile	serializablepath	0.9.1	-	bc2fa0a36eda53c7999c52bb85929ef91eb31cc0
com.myriadmobile	serializablepath	0.9.2	-	ada771a042a4dcc6bdcab5e8f15432b65c2ab321
com.myriadmobile	serializablepath	0.9.3	-	388e98600ba52175fdf948de65bcd7969f759c72
com.nike.backstopper	backstopper-jersey2	0.10.0	-	d5040b40730ab43d442fc90f4e481ee8f08d53f8
com.nike.backstopper	backstopper-jersey2	0.11.0	-	b5ebbe8e7cb3839045af8386215a8c3a5b9a7202
com.nike.backstopper	backstopper-jersey2	0.11.1	-	28a9229425768e68fedebc0fb29aebc257729346
com.nike.backstopper	backstopper-jersey2	0.11.2	-	28721533faf520e63f23a48dc404e90dd4752992
com.nike.backstopper	backstopper-jersey2	0.11.3	-	b6e7638ab1452235dec8baa11f179e52b844f8bb
com.nike.backstopper	backstopper-jersey2	0.11.4	-	d213edd2854a79fe89af45bda79df5ef84662006
com.nike.backstopper	backstopper-jersey2	0.11.5	-	1c46d8c2c1375867eaf2117c1f8aa62b9b17996b
com.nike.backstopper	backstopper-jersey2	0.12.0	-	c12269bb6191bac63357315d4d926b17ef787572
com.nike.backstopper	backstopper-jersey2	0.13.0	-	953c8cb68b207481ca68da098e494527af214533
com.nike.backstopper	backstopper-jersey2	0.14.0	-	b6554c0e0daf801783f952d99b9288c25848557a
com.nike.backstopper	backstopper-jersey2	0.14.1	-	7432ad21d1413d88459ae433d0ec4acaa4e3fab8
com.nike.backstopper	backstopper-jersey2	0.15.0	-	dcfe027ba41e597521700ab25545fba32eb8490a
com.nike.backstopper	backstopper-jersey2	0.15.1	-	7e6d2400117fca145d915ae38961108189751233
com.nike.backstopper	backstopper-jersey2	0.9.0.1	-	cc985a12222de8a4c3898e9b30ba358d188b29ef
com.nike.backstopper	backstopper-jersey2	0.9.1	-	9b6cee07e3cfc2c8e0279c859241380778f71224
com.nike.backstopper	backstopper-jersey2	0.9.1.1	-	71c4215493203e2fb412f03ca304c54a9bec61ba
com.nike.backstopper	backstopper-jersey2	0.9.2	-	c838f3b5c1e0d3570d72f682b0a51e0a6ff77e96
com.nike.backstopper	backstopper-jersey2	1.15.2	-	e5cb73dcb88b2e7a7e71b31af8ddb16d3a0a4e46
com.opencagedata	scala-opencage-geocoder_2.12	1.0.0	-	482994ce60342d51a6465c560e81e3f64395bf63
com.opencagedata	scala-opencage-geocoder_2.12	1.1.0	-	eaed309f6d1b72626b1fa797b3fe4bf02c8fc791
com.opencagedata	scala-opencage-geocoder_2.12	1.1.1	-	638af2f8abd5660a2cbdecaaa320cb53affe2a99
com.outegret	scene-ali-base	1.0.8.RELEASE	-	7b1ec5ac10e51741ba42325a5d02be47834cf186
com.outegret	scene-ali-base	1.0.9.RELEASE	-	a6d5f876b88bb1b27a1940eedbdcf6a2e08b327b
com.outegret	scene-ali-base	1.1.3.1.RELEASE	-	9cd67d8ac7f88ce67e7def8cef4d9166f2f32b33
com.outegret	scene-ali-base	1.2.9.RELEASE	-	4e4fcd36d82882ada6ca5cba1c8293eb85f60947
com.outegret	scene-ali-base	1.4.2.RELEASE	-	99dca7ae43a5604fc4f50ed9ca98e3b43acd6abb
com.outegret	scene-ali-base	1.4.3.RELEASE	-	d71311e02a7eeee0ab5a17288404e81b6b6d96d8
com.parship	roperty	0.1	-	5c3dd2ba66acc04ed36513d227dcee61cdb3d1cd
com.parship	roperty	0.10	-	1a1d20cbda832f1c85e36f64de065c38e874f01f
com.parship	roperty	0.11	-	cdb1afe2317cc0c0d36eefd88809f4a59968f8ff
com.parship	roperty	0.12	-	ad642301acd2740c023c9c679a5db56c56050908
com.parship	roperty	0.13	-	22bd62644b51d4acb7e8fbe017a9c674f87a25de
com.parship	roperty	0.2	-	473fbf6e36208de7d11f76978aab73eef54e2a80
com.parship	roperty	0.3	-	401f10a9ead81839aa83dc01443a2ea2e2d797a0
com.parship	roperty	0.4	-	e36a30ed5b54de56513f57e55d78febec8ab5f9a
com.parship	roperty	0.5	-	68ad0df23e5b9739d78e558c5f3a6b432b3ae261
com.parship	roperty	0.6	-	0816f77d5b5ade6ecefbc00fc58f6b106a3d88d1
com.parship	roperty	0.7	-	a117cef5e922310054f0dc7e0bf7bc5d8a9b0f5e
com.parship	roperty	0.8	-	76b1e39008115116e80ae08b7bef76fe53315801
com.parship	roperty	0.9	-	737aa479292474d23680bd8a322308c4d8a705fc
com.parship	roperty	1.0	-	f36029944315d3a274d3fb7283f28f60819058af
com.parship	roperty	1.1.0	-	a347b6fa95167b0cdb595ea49dcb6b3aa927508e
com.parship	roperty	1.2.0	-	f5880f5265bc30e7a12f8d865ea554b9ee3573b9
com.parship	roperty	1.3.0	-	831b2aed553b2f12ab9c92bcc41c60f2f1f417ca
com.parship	roperty	1.4.0	-	b4c8a0e3cf39f86b52efc221f7d784ac2292b07f
com.paywholesail	assisted-inject	0.1.0	-	0c968bfdfa08784813a19289550bbf01416656c7
com.paywholesail	assisted-inject	0.1.1	-	cf11ed4b460eadf8e2957c00248a78574e778d8c
com.paywholesail	assisted-inject	0.1.2	-	fe511a15cdad58b61efa659f55154f194dd0b8a5
com.paywholesail	assisted-inject	0.1.3	-	94fefd8700fc1c0926ef028b19d76b83f904e3ae
com.paywholesail	assisted-inject	0.1.4	-	009a1077d84be96a76db2212e72b358ceae62de8
com.paywholesail	assisted-inject	0.2.0	-	e1b5fed1d6d4cdf4d9701439278ce0ea22187490
com.paywholesail	assisted-inject	0.9.0	-	9502a2c67f94aa0c854637e7679d5106288cd162
com.paywholesail	assisted-inject	0.9.1	-	e470f8464c968d02975b4167759ecfa33ec8367e
com.paywholesail	assisted-inject	0.9.1-RC-5	-	dd23b0a8209f158ebc3536928312df89952ace81
com.paywholesail	assisted-inject	0.9.1-RC-6	-	da36191ce1499328852d4f85c2d8c391352a8248
com.paywholesail	assisted-inject	0.9.2	-	d573a6d15b0dfcd6feb2ed14c9d5e9ecf67391a5
com.paywholesail	assisted-inject	0.9.3	-	6d3207890bb1e8b13a0ac7c2b0f0ab99ac40a3a3
com.paywholesail	assisted-inject	0.9.4	-	8778a564d11bc33ec503ffa726c7725b12086fed
com.power4j.fist3	fist-gateway-auth-core	3.0.0	-	7c865aef0b1f46675ba3d399d691f15e944ed109
com.power4j.fist3	fist-gateway-auth-core	3.3-RC1	-	fb8a539f24c69d4c9a9029169dd0ee5921706aad
com.power4j.fist3	fist-gateway-auth-core	3.3-RC2	-	ba21823bc8f98e5494fac0b8e319b811bae19292
com.power4j.fist3	fist-gateway-auth-core	3.3.0	-	8c78bf8f6f823550c77ca29d470644361a9e2447
com.power4j.fist3	fist-gateway-auth-core	3.4-RC1	-	6a0070b648a6bddc7a5541a2390f2c58f6b7890e
com.power4j.fist3	fist-gateway-auth-core	3.4-RC2	-	a355bf5964586ceac3f97b48cf5b26455831b476
com.power4j.fist3	fist-gateway-auth-core	3.4.0	-	370dd690e7c990a8ec57b2a175897de1d0a667c8
com.power4j.fist3	fist-gateway-auth-core	3.4.2	-	eed4d1a83b68c78b4f080ee35df61660d9c09390
com.power4j.fist3	fist-gateway-auth-core	3.5.0	-	83cddf104b7d1936381610df330e0c1f3a674f31
com.power4j.fist3	fist-gateway-auth-core	3.6.0	-	6f59002f28bb36d00bd498d051217e70fde61da3
com.power4j.fist3	fist-gateway-auth-core	3.x	-	ea660e9b0aafc4a211390e1e01cbb1a75775efc4
com.pro-crafting.maven	yaml-properties-maven-plugin	1.1.4	-	2e5ce7d377a196e4047fba947859521f1e784800
com.qubole.tempto	tempto-ldap	1.49-hive3-qubole	-	3782e31a431e10d5d9f46e9fc6a5fae6714feb6e
com.revenuecat.purchases	purchases-kmp-ui-iosarm64	1.0.0+13.2.0	1.0.0+13.2.0-metadata	df0a73ef904564c7ee7ceb7155a31ba422c271cf
com.revenuecat.purchases	purchases-kmp-ui-iosarm64	1.0.0-beta.1	1.0.0-beta.1-metadata	4c5f7753e27f0d7633489899a3dafbc6f28951a0
com.revenuecat.purchases	purchases-kmp-ui-iosarm64	1.0.0-beta.2	1.0.0-beta.2-metadata	a05e0422a007d3761c4022c1ba62f8add2c01f7a
com.revenuecat.purchases	purchases-kmp-ui-iosarm64	1.0.0-beta.3	1.0.0-beta.3-metadata	0b09a01d0efea8dd6d1c9b607f1f33e488a0a161
com.revenuecat.purchases	purchases-kmp-ui-iosarm64	1.0.1+13.2.1	1.0.1+13.2.1-metadata	d53b33a76935aba4ddbd8710c420782337d7b09e
com.revenuecat.purchases	purchases-kmp-ui-iosarm64	1.1.0+13.3.0	1.1.0+13.3.0-metadata	8de2deea603ed6e1b5cc5bd18387b807447e914b
com.revenuecat.purchases	purchases-kmp-ui-iosarm64	1.1.1+13.4.0	1.1.1+13.4.0-metadata	256c4623e5b794607fd65d9abd81a4a13ec7e1e4
com.revenuecat.purchases	purchases-kmp-ui-iosarm64	1.1.2+13.5.0	1.1.2+13.5.0-metadata	065949998173ca622b766f8cb474a3fb723d8954
com.revenuecat.purchases	purchases-kmp-ui-iosarm64	1.2.0+13.6.0	1.2.0+13.6.0-metadata	e28143267ac3ace2928bd0e528a0730fbb4959ac
com.revenuecat.purchases	purchases-kmp-ui-iosarm64	1.3.0+13.7.0	1.3.0+13.7.0-metadata	fdb2bbcdd6142c7c263bdc3e4921250966ba5efe
com.revenuecat.purchases	purchases-kmp-ui-iosarm64	1.3.1+13.8.0	1.3.1+13.8.0-metadata	d5070ab7b0dcb36edc309c8becfca3b89c3129cb
com.revenuecat.purchases	purchases-kmp-ui-iosarm64	1.3.2+13.9.0	1.3.2+13.9.0-metadata	65419365aed78d70e96bc1f04e0546abe1f26352
com.revenuecat.purchases	purchases-kmp-ui-iosarm64	1.3.3+13.12.0	1.3.3+13.12.0-metadata	3fc068733c23c548930f42e3f5329b3f95dc6a83
com.revenuecat.purchases	purchases-kmp-ui-iosarm64	1.3.4+13.12.1	1.3.4+13.12.1-metadata	5baabc5a28cfe4a941ed169514bab528b0e06810
com.revenuecat.purchases	purchases-kmp-ui-iosarm64	1.3.6+13.13.1	1.3.6+13.13.1-metadata	fc3038bdd51da2acebcbddd24eb843d52f3adff4
com.revenuecat.purchases	purchases-kmp-ui-iosarm64	1.3.7+13.15.0	1.3.7+13.15.0-metadata	395149f2a4c972392c482d1e88d07364083e282e
com.revenuecat.purchases	purchases-kmp-ui-iosarm64	1.3.8+13.15.2	1.3.8+13.15.2-metadata	6ac16e6104f97fac2bc6fdb42c9d1e61f62383cf
com.revenuecat.purchases	purchases-kmp-ui-iosarm64	1.4.0+13.16.2	1.4.0+13.16.2-metadata	a6bec62037402a47430a928fa5bbba5799f33c6e
com.revenuecat.purchases	purchases-kmp-ui-iosarm64	1.4.1+13.17.0	1.4.1+13.17.0-metadata	6ef16b8d2aa70f880c42f60feac99552e07502cd
com.revenuecat.purchases	purchases-kmp-ui-iosarm64	1.4.2+13.17.1	1.4.2+13.17.1-metadata	8d30578a237946415781b894ea68335b1f38fb30
com.revenuecat.purchases	purchases-kmp-ui-iosarm64	1.5.0+13.18.0	1.5.0+13.18.0-metadata	ff986f8f900e236f961fada4aec4feac3023ea5a
com.revenuecat.purchases	purchases-kmp-ui-iosarm64	1.5.1+13.18.1	1.5.1+13.18.1-metadata	887f230f9f57941bee574d5b7d3e5935dac93cf2
com.revenuecat.purchases	purchases-kmp-ui-iosarm64	1.6.0+13.19.0	1.6.0+13.19.0-metadata	2972a30ee7bc3bc84b60acb80e9d5d559a014b93
com.revenuecat.purchases	purchases-kmp-ui-iosarm64	1.6.1+13.21.0	1.6.1+13.21.0-metadata	dd5c2b0d2f058e59d9c11644e139aa611bb2760b
com.revenuecat.purchases	purchases-kmp-ui-iosarm64	1.6.2+13.22.0	1.6.2+13.22.0-metadata	a00a7a495480c998a458be90871872e35f389d77
com.revenuecat.purchases	purchases-kmp-ui-iosarm64	1.7.0+13.24.0	1.7.0+13.24.0-metadata	4f022bb1937713734481f3b0d3882b6a2e8a59b5
com.revenuecat.purchases	purchases-kmp-ui-iosarm64	1.7.1+13.25.0	1.7.1+13.25.0-metadata	a7e3db4eb2efe0063d1efdcbe9b4d2d9eb1e86c7
com.revenuecat.purchases	purchases-kmp-ui-iosarm64	1.7.2+13.26.0	1.7.2+13.26.0-metadata	338b1ea5a4bd6d018c8de931ecdbda6d505d31cf
com.revenuecat.purchases	purchases-kmp-ui-iosarm64	1.7.3+13.26.1	1.7.3+13.26.1-metadata	c7b41c17b62cdb61127a72b6d966efab209aa08b
com.revenuecat.purchases	purchases-kmp-ui-iosarm64	1.7.4+13.28.0	1.7.4+13.28.0-metadata	096dfa52bee3edd7439bc0ada07b96360f0c4f0a
com.revenuecat.purchases	purchases-kmp-ui-iosarm64	1.7.5+13.28.1	1.7.5+13.28.1-metadata	661a78e4a20c216218deb3efc28cc5442e4b9483
com.rickbusarow.modulecheck	modulecheck-parsing-source-api	0.12.1	-	74548ac3fde7c688f823cda6f376f26f8bf6b098
com.rickbusarow.modulecheck	modulecheck-parsing-source-api	0.12.2	-	931a1d358e36b5ad888da85ae5e03fd10d35cfd6
com.rickbusarow.modulecheck	modulecheck-parsing-source-api	0.12.3	-	be1f7c5bb9e0487f3b14cb76037a2c9d8eae1bca
com.rickbusarow.modulecheck	modulecheck-parsing-source-api	0.12.4	-	bee13ff814150ae44135ef471f0ab7fc128d8e2c
com.rickbusarow.modulecheck	modulecheck-parsing-source-api	0.12.5	-	bcb53cdc4a4d59500b635a5e581b682a492a2395
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-1	1.0.0-ALPHA-1-metadata	2238309743ff2e3bf1d3760297df0f6aed6fa5e2
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-1-kotlin-1.8.0-RC	1.0.0-ALPHA-1-kotlin-1.8.0-RC-metadata	7ba053d0560d668949cb23ed988875187de3016c
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-10	1.0.0-ALPHA-10-metadata	163dc1b29921b19b13a196a0a9b389ffa96d1e1f
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-10-kotlin-1.9.0-RC	1.0.0-ALPHA-10-kotlin-1.9.0-RC-metadata	1f2e07083228d0b87f6c1aebf37361f0b08d6472
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-11	1.0.0-ALPHA-11-metadata	b7c98640d290d0e4a2c89224995266f320771b57
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-12	1.0.0-ALPHA-12-metadata	b715f216fd8f81309434847c0034c7fa2822553a
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-13	1.0.0-ALPHA-13-metadata	4be84c4379d94350aa18751acfea52ab128ded20
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-14	1.0.0-ALPHA-14-metadata	8c7db79f3af69d038bdb8aaf8a181eb2ba63ed8a
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-14-kotlin-1.9.20-Beta	1.0.0-ALPHA-14-kotlin-1.9.20-Beta-metadata	4ca4067aa5c5a0c917c159a0a7b4be9ecd4064c2
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-14-kotlin-1.9.20-Beta2	1.0.0-ALPHA-14-kotlin-1.9.20-Beta2-metadata	f74f719d97fda7d20f235a1e379934dff0663632
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-14-kotlin-1.9.20-RC	1.0.0-ALPHA-14-kotlin-1.9.20-RC-metadata	4e79113cdac1c102ac2c454d3a45e1b6d6a25a03
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-14-kotlin-1.9.20-RC2	1.0.0-ALPHA-14-kotlin-1.9.20-RC2-metadata	4b8f605473964f1650f80df30b2f1bea25c68503
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-15	1.0.0-ALPHA-15-metadata	f1d351773bbf5a242728a6a4d33aa353166d1553
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-15-kotlin-2.0.0-Beta1	1.0.0-ALPHA-15-kotlin-2.0.0-Beta1-metadata	927113603e87b5a14a47a5cfd9ae791c61d54cf3
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-16	1.0.0-ALPHA-16-metadata	1a28180257dc72a54c32e1ddc44230fc4f0e692b
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-17	1.0.0-ALPHA-17-metadata	e67bbfba2bad7b62d5f9e4b30fe18da42f6e6a93
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-17-kotlin-2.0.0-Beta2	1.0.0-ALPHA-17-kotlin-2.0.0-Beta2-metadata	8965cf8140a644880f6c0e380bd53cabd459faa1
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-18	1.0.0-ALPHA-18-metadata	0f032ce8bf7886ce4815c7d477093dda86123233
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-18-kotlin-2.0.0-Beta3	1.0.0-ALPHA-18-kotlin-2.0.0-Beta3-metadata	c69b441b5c67a4d38e76fd5e5e35603d0aa8c7cd
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-19	1.0.0-ALPHA-19-metadata	ecdd15cd88298fe88c376e3d8fb9fb3fe1c75b79
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-19-kotlin-2.0.0-Beta4	1.0.0-ALPHA-19-kotlin-2.0.0-Beta4-metadata	969e1fbe8068c2ded9300be526b2005b16772118
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-2	1.0.0-ALPHA-2-metadata	3f5d4351453c1f7a7648292269603695fba39955
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-2-kotlin-1.8.0-RC	1.0.0-ALPHA-2-kotlin-1.8.0-RC-metadata	a49192555ab5aefbce5340770154d14078f74242
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-2-kotlin-1.8.0-RC2	1.0.0-ALPHA-2-kotlin-1.8.0-RC2-metadata	16c166bde17be157a73db7cdb6d01409b75d7914
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-20	1.0.0-ALPHA-20-metadata	0526c8d33e6c3ed561718dda284813301abfa0d1
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-20-kotlin-2.0.0-Beta5	1.0.0-ALPHA-20-kotlin-2.0.0-Beta5-metadata	5dcd72de5112e19938e7f155942f9a182a1b9042
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-20-kotlin-2.0.0-RC1	1.0.0-ALPHA-20-kotlin-2.0.0-RC1-metadata	5db542accf17888141f6f92acc93ed20173ea7ba
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-20-kotlin-2.0.0-RC2	1.0.0-ALPHA-20-kotlin-2.0.0-RC2-metadata	bc11d5a5cfe4bbc45bd2d8e20ecb5a0a44d4be5d
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-21	1.0.0-ALPHA-21-metadata	f72e22aedbfd6ee598944e4e5a1aaee20141d099
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-3	1.0.0-ALPHA-3-metadata	89985f84e2a4ebbdf5760e38cf57c7bc427f34fb
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-3-kotlin-1.6.21	1.0.0-ALPHA-3-kotlin-1.6.21-metadata	1f214bf355fbdb920df36b5ec04eb467b6950569
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-4	1.0.0-ALPHA-4-metadata	363b67b3b8cfb4c1eb0d792cb493ad3755c0468d
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-5	1.0.0-ALPHA-5-metadata	d57f199b8022842b168966cfdd089f645829414e
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-6	1.0.0-ALPHA-6-metadata	03ca2da80ca4575e40c8f93086aa76d7ce0f1ef9
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-7	1.0.0-ALPHA-7-metadata	ec612d476ec46228242978a4614f1979bab6f6b6
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-8	1.0.0-ALPHA-8-metadata	7b4e36203ba01e8f6aa2d287f6b0259ef4b76488
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-9	1.0.0-ALPHA-9-metadata	c489b8832aadb613a61a3fa3d54989f2cbbfa2b3
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-9-kotlin-1.9.0-Beta	1.0.0-ALPHA-9-kotlin-1.9.0-Beta-metadata	d83a0f1b761d2ddab6dc2d7b3e86436676fa5775
com.rickclephas.kmm	kmm-viewmodel-core-watchosx64	1.0.0-ALPHA-9-kotlin-1.9.0-RC	1.0.0-ALPHA-9-kotlin-1.9.0-RC-metadata	b347974ec9fba2e3cc52f9c531c6096a3abcce0f
com.sap.cloud.mkt	mkt-api-interactioncontactsv2	1.0.0	-	901805c46915c1d5c4d03a656a01c4b8ecddf58b
com.sap.cloud.mkt	mkt-api-interactioncontactsv2	1.1.0	-	3af0fd455772e92cfae91026cf047c3c9fdc1d6e
com.sap.cloud.mkt	mkt-api-interactioncontactsv2	1.2.0	-	a69d46b540408c9028cc5bc3bc457fda1310b0f7
com.satori	satori-bots-java-core	1.0	-	e046ef8e76ced30fe53320880de43b97885b8612
com.sevenbridges.apiclient	sevenbridges-java-httpclient	0.5.0	-	a7471a1a852758995b49ca4d51da12300f2dfc6c
com.shr25.robot	geekape-image-plugin	1.0.0	-	c8aaf4b8c17d6e9af76da8c3a6e2d1315ce68cd4
com.shr25.robot	geekape-image-plugin	1.0.1	-	54c3a6f89071d512693ac6a4f6b00ec9d64a6fb1
com.shzcloud	resource	1.0.0	-	245faec9ef3a921ac575a2efb7b5dc8af7b0fd0d
com.shzcloud	resource	1.0.1	-	d54cae75d31069032df2c73a0e9be16a01c3b41a
com.shzcloud	resource	1.0.2	-	ee534dc0dd5eb1a92f64ce430939986f951f39f7
com.shzcloud	resource	17.0.0	-	12b4230a030a03e320c573a510abb790a021c995
com.shzcloud	resource	8.0.0	-	769e1ee6320df34ed3d5a68a325523808cc9d84c
com.sigpwned	just-json	0.0.0	-	f25ddb78aa71b13d2d1ccd50b842715ce93080d8
com.sigpwned	just-json	0.0.1	-	1adb06259629196b4594801fb1603a4b8bff0b45
com.sippnex	landscape-admin	0.1.0-RELEASE	-	da470369855f8915d8bf81eee9c1e88b58661017
com.sippnex	landscape-admin	0.5.0-RELEASE	-	cafc7ceae9e3fc443709085646977502352e7929
com.sippnex	landscape-admin	0.6.0	-	8c65a80add1e6e43653babf189fd98ae287035ad
com.softwaremill.sttp.client3	core_native0.5_3	3.10.0	-	25d11de6c614b58f97e888e2130a5f6f02087002
com.softwaremill.sttp.client3	core_native0.5_3	3.10.1	-	78dfba9db2066c95309e74da83636ee76f970d97
com.softwaremill.sttp.client3	core_native0.5_3	3.10.2	-	ca173adb23355d19cb7dfdf7c58739b73cf6ba7f
com.softwaremill.sttp.client3	core_native0.5_3	3.10.3	-	557746cde80a0a23bcec41be11fe7036dcdf0db7
com.softwaremill.sttp.client3	core_native0.5_3	3.11.0	-	fa2a3cf779bd9a616a06de6a2261bff7079816fa
com.softwaremill.sttp.client4	armeria-backend-cats-ce2_3	4.0.1	-	cee8fd92ccc0aa3f3d53c7a107439db68036ab35
com.softwaremill.sttp.client4	armeria-backend-cats-ce2_3	4.0.2	-	09a51ec93129e906be9c835cd8196309522660a2
com.softwaremill.sttp.client4	armeria-backend-cats-ce2_3	4.0.3	-	5885a869f1c6d0de84d557d0334da405cd7dbfa8
com.softwaremill.sttp.tapir	tapir-aws-lambda-core_3	1.10.0	-	694577895284257b9097cd613bbbfc0434a6b27f
com.softwaremill.sttp.tapir	tapir-aws-lambda-core_3	1.10.10	-	b6380dd26809ad0c826518b2ce39ad4e13c33e70
com.softwaremill.sttp.tapir	tapir-aws-lambda-core_3	1.10.11	-	d55b00e6e4edeb572560f9f1cd39b824736bfa10
com.softwaremill.sttp.tapir	tapir-aws-lambda-core_3	1.10.12	-	0d6f9ee9dd06467868a6208c1aaf78c6730f5381
com.softwaremill.sttp.tapir	tapir-aws-lambda-core_3	1.10.13	-	13618f33a0b3e1871c0c01eda59fd255a1052ee0
com.softwaremill.sttp.tapir	tapir-aws-lambda-core_3	1.10.14	-	2b2acae9c86431f95216ee024b44e5f0f6a9f374
com.softwaremill.sttp.tapir	tapir-aws-lambda-core_3	1.10.15	-	325eaa2d01064d8a59170d5db62cbb0324c59260
com.softwaremill.sttp.tapir	tapir-aws-lambda-core_3	1.10.3	-	5bf7ffea86b7fdacb57e35fdfa2ff2b7e8ea723d
com.softwaremill.sttp.tapir	tapir-aws-lambda-core_3	1.10.4	-	6e3ef632f72a133841218df263c52666a4df3658
com.softwaremill.sttp.tapir	tapir-aws-lambda-core_3	1.10.5	-	5974144e03d8714e3450b8220e18d687d72cd1d0
