app.cash.treehouse.schema	app.cash.treehouse.schema.gradle.plugin	0.1.0		N/A
org.jboss.arquillian	arquillian-bom	1.1.6.Final-wildfly-1		N/A
org.jboss.arquillian	arquillian-bom	1.1.7.Final		N/A
org.jboss.arquillian	arquillian-bom	1.1.8.Final		N/A
org.jboss.arquillian	arquillian-bom	1.1.9.Final		N/A
org.jboss.arquillian	arquillian-bom	1.2.0.Final		N/A
org.jboss.arquillian	arquillian-bom	1.2.1.Final		N/A
org.jboss.arquillian	arquillian-bom	1.3.0.Final		N/A
org.jboss.arquillian	arquillian-bom	1.4.0.Final		N/A
org.jboss.arquillian	arquillian-bom	1.4.1.Final		N/A
org.jboss.arquillian	arquillian-bom	1.5.0.Final		N/A
org.jboss.arquillian	arquillian-bom	1.6.0.Final		N/A
org.jboss.arquillian	arquillian-bom	1.7.0.Alpha1		N/A
org.jboss.arquillian	arquillian-bom	1.7.0.Alpha10		N/A
org.jboss.arquillian	arquillian-bom	1.7.0.Alpha11		N/A
org.jboss.arquillian	arquillian-bom	1.7.0.Alpha12		N/A
org.jboss.arquillian	arquillian-bom	1.7.0.Alpha13		N/A
org.jboss.arquillian	arquillian-bom	1.7.0.Alpha14		N/A
org.jboss.arquillian	arquillian-bom	1.7.0.Alpha2		N/A
org.jboss.arquillian	arquillian-bom	1.7.0.Alpha3		N/A
org.jboss.arquillian	arquillian-bom	1.7.0.Alpha4		N/A
org.jboss.arquillian	arquillian-bom	1.7.0.Alpha5		N/A
org.jboss.arquillian	arquillian-bom	1.7.0.Alpha6		N/A
org.jboss.arquillian	arquillian-bom	1.7.0.Alpha7		N/A
org.jboss.arquillian	arquillian-bom	1.7.0.Alpha8		N/A
org.jboss.arquillian	arquillian-bom	1.7.0.Alpha9		N/A
org.jboss.arquillian	arquillian-bom	1.7.0.Final		N/A
org.jboss.arquillian	arquillian-bom	1.7.1.Final		N/A
org.jboss.arquillian	arquillian-bom	1.7.2.Final		N/A
org.jboss.arquillian	arquillian-bom	1.8.0.Final		N/A
org.jboss.arquillian	arquillian-bom	1.8.1.Final		N/A
org.jboss.arquillian	arquillian-bom	1.9.0.Final		N/A
org.jboss.arquillian	arquillian-bom	1.9.1.Final		N/A
org.jboss.arquillian	arquillian-bom	1.9.2.Final		N/A
org.jboss.arquillian	arquillian-bom	1.9.3.Final		N/A
org.jboss.arquillian	arquillian-bom	1.9.4.Final		N/A
org.jvnet.hudson.plugins.hudsontrayapp	hudsontrayapp	0.7.3		1689a48af43778912ca4ad0dba927657503e25fc
org.kaazing	gateway.client.ios.common	5.0.0.8		N/A
org.kaazing	gateway.client.ios.common	5.0.0.9		N/A
org.kodein.type	kaverit-androidnativearm32	2.10.0		N/A
org.kodein.type	kaverit-androidnativearm32	2.5.0		N/A
org.kodein.type	kaverit-androidnativearm32	2.6.0		N/A
org.kodein.type	kaverit-androidnativearm32	2.7.0		N/A
org.kodein.type	kaverit-androidnativearm32	2.8.0		N/A
org.kodein.type	kaverit-androidnativearm32	2.8.1		N/A
org.kodein.type	kaverit-androidnativearm32	2.8.2		N/A
org.kodein.type	kaverit-androidnativearm32	2.9.0		N/A
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	1.0.0		d61efc92e4d3eddce3f74ff228bb8f21676ae2d6
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	1.0.1		9ea7e8ac684311b369dafd27a0c14c56a62133e8
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	1.0.2		e32e62d627313c175672f5c66f7a76f003075d90
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	1.0.3		7da80dd54aa1335ea9743c0ade0bf9beccdabddf
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	1.2.0		5370019d1c3d68dd4b275b60e8b5381c383bb8e6
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	1.2.1		d8dbdec43a661234c598b8cbbda6e7f84bac39aa
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	1.2.10		625c3a7b31fd7e2789cfc8f6a611116325699561
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	1.2.11		7aef29a5a09b4e98f19a639b17bdd6e0e4748b2d
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	1.2.12		a30af5631bac8e1388631d6cd4b8760570d02710
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	1.2.13		ae998e4dc68f1ff3e231d809806bc6f02f6ece6f
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	1.2.14		fa165e8143f9857b1ff179db8a40bba303542b1a
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	1.2.15		d77a321958d49b5df05b5b78bf319f19873683f7
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	1.2.16		960c25bf92c8408f1e811051de9c0a0537edd074
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	1.2.2		8408a0a1b1bf2a2d9924c9fa4866a77864049c7b
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	1.2.3		03eed005775e14d6915d9e22a405dfa83c9717c6
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	1.2.4		88487ed93d19975b7a73c612173be8f154a11893
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	1.2.5		85df005ee021313380223278e4ebb4c705e7d30c
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	1.2.6		dfcbb7c623cda3e493f9fdd9c7b40dd0f301c7a9
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	1.2.7		96a80040cd13e93d9400426453e97c846bd278a8
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	1.2.8		1efc1be239421063a67868845fda63ed04f63c63
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	1.2.9		f47a75616eeb6bb2892af9372459c22d663d34e4
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	10.0.0		37953caf801e60aedca4d5efbe88ef9fae788032
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	10.0.1		e2a964593f17f4160483dcba15256d6ccbed6c17
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	10.0.2		666c73926fc791eb4d20cb75c220c19e58e3e7f3
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	10.0.3		cec581b6ae6e1a3d4d8d321bc0e16e2d152cb385
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	10.0.4		abffcf1ad8d8d0922140062aa9c372ea074bf386
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	10.0.5		36747c6a5095de31012e491b5e9d558a8f6265fa
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	10.0.6		a4cd0d3c633c4c1aa9b66b278f407fd71cf1088d
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	10.0.7		989cec11e9224e177d1d864ee9f5f2fc83771c96
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	10.0.8		de6e4c3975c273bad8cd6d8b10906f46624ffc5f
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	10.0.9		0477123ecf0abe8de4b366159b20c247023ed52e
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	11.0.0		f5273d67bd0a37d2dd9883a5205462cfad93acb8
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	11.0.1		2fa3bebabee6df8afd562e3b287c630018a751ab
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	11.0.10		792936817b9eee7a77d0650965a85f7af022304f
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	11.0.11		7f9c4fe73bcb158a1ec1afb91f497ef3d3ae55b8
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	11.0.12		104cf5feaa538b24226ee7ac1234f2b83a961d1e
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	11.0.13		e06851dd0dd4206e70d56766875ed38caeb5143b
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	11.0.14		54d825603e9e3835902ec51b0772d74ae62c784c
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	11.0.15		c4e20117956345bfbd966c7a9edc3fac0016e7a0
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	11.0.16		74be104484dfc594e55208ba1edfa7d3926b31a5
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	11.0.2		5e682f042bb25a585b4f328be95f25997a51becc
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	11.0.3		f6831a4d2462ac111a6a50e882a9f74fda6a0095
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	11.0.4		2041e3c4a45478e55940e087abc48e3436014854
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	11.0.5		f1b2b3d93f2f5a93f26598f0299a920c4bbfcd5e
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	11.0.6		17711e1be49599993013b32f9af5c16754bf9fca
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	11.0.7		26222e91477f51e500cff3d4200b827e72c763de
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	11.0.8		8ce73de19d6ff0ad7f25fdb60877d679589c4a08
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	11.0.9		b2d81bff7efad866de67004b647ec31de5ac5fae
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	12.0.0		737dc354746475f1e1a16a7a9a0aa33a1b0dd34c
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	12.0.1		7c65d7ab28f4b03ef6d2595021a69789f19482a5
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	12.0.2		3a013e69dcd2efe323167a43bf708922c680d355
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	12.0.3		866b61c137cbe821eba6564f78a474915a0afa28
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	12.0.4		2b7987f1c92699d0d59245823e33d7363b27dd0a
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	12.0.5		1ee202ce4f3eea9911ae11e329184632a3fe9555
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	12.0.6		d4546d90df985ab6494f0092093d28984bacc2dd
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	12.0.7		e368734f91c4e25cbf4c264c7ada49342f03a419
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	12.0.8		4ba855d3229a6822c6188f66abd70cdddfe3cd3e
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	13.0.0		988fb38835543b87877504b4a748c9e6cfb02d79
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	13.0.1		25fdf93b182733529c0388d9d7a609bef568c7d5
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	13.0.2		62bc9df76db94104cdea2987657dd1d545748e17
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	13.0.3		99c866217c9cd8e9ec4ba1262d8f15c8984ab58b
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	13.0.4		babefe2645b163e92894d96f03d0a479eef590fb
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	13.0.5		b136d25d029f2f42a54935a95e35b8ea4a0aac91
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	13.0.6		fa4c69f47637a1fc04d4b60fd5ec903b57abc119
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	13.0.7		b0cd603c75729cf456aec38dc64e5f4caea9bcab
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	13.0.8		1421ed2744bd91632ec15943347c6b4f2355b441
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	14.0.0		ccf7ad9c34fdb9d66f87d4f3717b5097cc845f5b
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	14.0.1		e6c47d6d96331add202e1d70f752259e497365b2
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	14.0.10		866269a9957a624669f7268a9268fcde5368979b
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	14.0.11		eb321a9066d848c7f699388b232425aacfbf5fd0
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	14.0.12		ee3d825b0cc39b120a2b2c1b0f12f56dc125f1ad
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	14.0.2		6573c80e740cbc2232d2a3f0c17d5f8b283c9c06
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	14.0.3		fe2f91bb42a7d845cdbe7ab1c4d82dd9202ceb7a
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	14.0.4		f0e1b04cf260bf3cded5b6a5ab4f0b52306432a7
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	14.0.6		e71b6affa7636de8182a65e2d0cf9b0e1c9b2b7a
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	14.0.8		93a55948c512f3050348fa476deee13c1b9fde8b
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	14.0.9		a7cca63716446de086b97574d7b02f9a2c92857b
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	2.0.0		3d7cebfa6adf9b2c8819083fd08b7bca6bd8f808
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	2.0.1		75c830c6a4dd20266a1d44ad6d82f4fad4c6b0eb
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	2.0.10		500ebee6836cf5079d536d39f465f4c173fee0bd
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	2.0.11		e80f040ba3898a674f659dab23a1a2aa3d012480
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	2.0.12		406ab17b2ed6c400f0ae5cf52cab7a7ad4346347
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	2.0.13		35c251a8f9d1d690ac902f18c6da4bab1841a870
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	2.0.14		1c5b9029b4b3562a8677d7ef5337167522afb41b
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	2.0.15		9274ca88f82a8c2fecf604cae820289a6f9cfb32
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	2.0.16		5c171b7e9aad63bbea9d77aa02716f1fabde6b39
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	2.0.17		b55244c2dce99486b6fea88170a7036296a933b8
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	2.0.2		d6da9c85bc7ce04cf5a7c5ba8ace2cb051f0b9c3
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	2.0.3		7aef23ef244aa3446526302e2ff769ac322976a6
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	2.0.4		76d0b38a2d8b2649f41d4ed591eb33bc57fda13a
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	2.0.5		4bae39d55bda9e6736c20c1e3eb9ea84b333b7ab
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	2.0.6		8a52994bbed1999fed214bf8804b089284afbaf6
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	2.0.7		18bf1e2be9264f7e17e8f1a9b17ffc315d0f507c
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	2.0.8		8695563c9e8cd476ccdb802bc1a9c99b3b4982fd
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	2.0.9		770663298fd1719a66669eeca97588d943f69414
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	3.0.0		0e01c98147e7e6cb33efed4aed166c6f7c882903
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	3.0.1		a98f354c7af9fae0e06c91f4ccabf051e499ea44
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	3.0.10		ea38ad193702cef23757cf25c5b1797efd234571
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	3.0.11		51fbb07e85258a3fddc55b4325e7e9cab44b1233
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	3.0.12		4063e44d2a367359a8a93930d37ce00197bf4d8c
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	3.0.13		7ac4c3dc546ba8719a13cc8f24547f60379a244c
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	3.0.14		605cf583c7214d84c4fe52a1fd45c2fb7f53b93f
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	3.0.15		10551d202f3c55ade43e8e86401bd925d45e166f
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	3.0.16		4b7aeebd2964b087bd14063df1aa9a86119fbc65
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	3.0.17		4132f942a30c7fc979ce8e22178c14aa1ec7901f
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	3.0.2		34188e4e4d3bdeae3fd492bba9b1fed1aab862b8
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	3.0.3		6306c42c2276cf15d215213050034d0638a83b10
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	3.0.4		b4d979d4ef4bcbd32cd71b63250d5a28a518eae1
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	3.0.5		1e4cd2947d03b95b13a9f1992d9705dabb2c587a
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	3.0.6		dca788b06c9b7392a7d5dbd05e0330b378b14e9d
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	3.0.7		3f1a0e734688bf11b040b09a4492de82640997f4
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	3.0.8		056ee4cc9adf62d3737920e37dc359d0f4655d28
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	3.0.9		c2cbed602219d545f5844003d0706661b912448f
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	6.0.0		79708ddc368d118b76f1b63e934d639eb45584b6
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	6.0.1		6ba7f4c12e408d339047bad64508288739b62c32
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	6.0.10		7f2f792d9691107a5b848d5bd27e2302a7402568
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	6.0.11		8ed4b709d51e98edd89737aa49ff0a7fc89f7879
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	6.0.12		ddd14d1b9623fea77f66a068db1259ddf3552ff9
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	6.0.2		b73508141b59548e727eea61f9a70f941a1788bb
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	6.0.3		9092ac5e5853ebc33124a5fe8880707ff4252521
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	6.0.4		f45f1de064d76882cb129513df3fd9b4f7e2fbf8
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	6.0.5		8e201d7ce1438416cd549df46640b79fa60750de
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	6.0.6		e9dacbd1be3e61eafa9ffcc2db62b43bbf803ede
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	6.0.7		97ac9be39d5d2da81416691fccad567400d3749e
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	6.0.8		20cfc7b2c4fcc5ca470ecdd9ae500634ae590fc7
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	6.0.9		59bc6d6e68280040d160888416107dcbcf320912
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	7.0.0		78cbbf3d957c701ebd9b77c11a3ab8ffd4f7dbb7
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	7.0.1		dc31c40108d412ab5c5324b6dc9be39779363c81
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	7.0.10		22bd4a13737da8386b971c22d46e68601e3ff381
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	7.0.11		5e318d1174f9c26041d3103eaf0f8508ebf91674
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	7.0.12		53a17dd21d3833e4050f4162e8d00bfbeffda45b
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	7.0.13		6992269aa37ac40725d181b52c3b36c6341aac45
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	7.0.14		e243d793db722245d050ef4e44a1655b45028da3
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	7.0.2		cedace82341e8e578f2f7c46bda85124f59a3576
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	7.0.3		905a993f08296669b7cee3d99e802561c4374c12
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	7.0.4		b6662f2467a04de15809e12289fe5f484961f4f5
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	7.0.5		8aa60d7d85dd44ae6de41495dbc083c8d3e6c6b9
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	7.0.6		338eaa0f2d8dcd57ca840baa4a3a92b3cbcee73f
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	7.0.7		2dfa3342189b912ada2efa1c82f2e2ca25b579c3
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	7.0.8		005b65e3cd10f0a608d8672b6077843d84e7dafa
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	7.0.9		8a31eb85925a7da761e3602d51cc42baa5134242
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	8.0.0		56dd59a55509c72370ae9001325c92df1b0ecf35
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	8.0.1		d5c7fae8f43bc134fd5740f3f92c512f2cad7372
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	8.0.10		86ba8580e5dc5656925860f2519c9fcb25c85cb7
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	8.0.11		3421fdb4b70ec7596a193651fba160daee64fc83
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	8.0.12		0d607cb0886e5d08f61cc5335eaf35adcfa1d658
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	8.0.13		b542077e8fde75f731accc9a47a1ac85005005ca
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	8.0.14		fc21dc16f91f83a0f166803888d55c596774a88e
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	8.0.15		765bad6c190cc3bf03b7b5c97dec8f112123cece
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	8.0.16		12bd85db77e61cfa458f0a3890b3b6c8a97e9ff3
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	8.0.2		9b4209af7a46359e762ef02842d57810e7699632
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	8.0.3		851e2bc4331905266249fc43544563d600e0b43d
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	8.0.4		027928a88482db03a3925519fec5fe7b1c1205d6
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	8.0.5		95b3ca792c8b9e76f251bfff6ac4fdb4afb899b6
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	8.0.6		18d21b421d8f992444126cd9a5fc1a7a3eabe0e1
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	8.0.7		851710bbfd503dee6e39b68b4b125e1cce9b3637
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	8.0.8		dca114e95fd81ace142edbdbab463c78749a4f0d
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	8.0.9		2e7268513c2f904330a1c90a47a29cb1427aabbf
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	9.0.0		ce30b7d6c30b7729f064b3a848b6945cd2d7b496
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	9.0.1		cdc4fad7891fa8f26f7c51384226c7db3026c81f
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	9.0.2		c0848d28c70f817b7988f3b9fec96ff4a45ac1e8
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	9.0.3		cb7b11c20349b65f7f4cd26a86048b3927fe788b
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	9.0.4		98620c1b5f0e12d56618dba973ae240f17a188ca
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	9.0.5		f5908e58a28be3687f22cacf24639891381cec4f
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	9.0.6		398638cf86b686a8903e72f836836c6c7edc8d25
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	9.0.7		366dd29f5a71cca3d5a251b421b1623f8d6158da
org.opendaylight.mdsal.binding.model.ietf	rfc8345-ietf-network	9.0.8		0da79ba55fbb888990a275884862a66d89e1a092
org.opendaylight.netide	applications	0.2.0-Boron		N/A
org.opendaylight.netide	applications	0.2.1-Boron-SR1		N/A
org.opendaylight.netide	applications	0.2.2-Boron-SR2		N/A
org.opendaylight.netide	applications	0.2.3-Boron-SR3		N/A
org.opendaylight.netide	applications	0.2.4-Boron-SR4		N/A
org.opendaylight.netide	applications	0.3.0-Carbon		N/A
org.opendaylight.netide	applications	0.3.1-Carbon		N/A
org.opendaylight.netide	applications	0.3.2-Carbon		N/A
org.opendaylight.netide	applications	0.3.3-Carbon		N/A
org.opendaylight.netide	applications	0.3.4-Carbon		N/A
org.restcomm.media.core	media-core-asr	8.0.0-31		N/A
org.scala-lang.modules	scala-xml_native0.4_2.12	2.0.0		d2faa1f561ccb9cfbd82c7c1300b241c8c4540c7
org.scala-lang.modules	scala-xml_native0.4_2.12	2.0.0-M4		cbf52c283617e10fc3787db6d586f704c02c1bed
org.scala-lang.modules	scala-xml_native0.4_2.12	2.0.0-M5		bbc506042a1ad06e39adf1c2f274e4e5cca7926d
org.scala-lang.modules	scala-xml_native0.4_2.12	2.0.0-RC1		f042f6ecf1675f70f6a2b8e2c917de5c92aa5864
