br.com.bluesoft.guardian	guardian-faker	1.8		b935911d0ef1d9e0f1884a3018a1a717a1f6777c
org.ops4j.pax.web.samples	whiteboard-blueprint	8.0.1		1f601f9b98b43ab8f603430dd4a744008d9bd007
org.ops4j.pax.web.samples	whiteboard-blueprint	8.0.10		ead71b90b59a55eb02053d7973450be01b99d001
org.ops4j.pax.web.samples	whiteboard-blueprint	8.0.11		a9c9bff45e5562f5508521c17eaf310fc7234dfc
org.ops4j.pax.web.samples	whiteboard-blueprint	8.0.12		e405209d00ff52207382dead0d1f98fec10e0305
org.ops4j.pax.web.samples	whiteboard-blueprint	8.0.13		6a039be1e1e10101e31062a13956c903822aaa59
org.ops4j.pax.web.samples	whiteboard-blueprint	8.0.14		46235871d8c889cfd96f049c471ab8301fb21f91
org.ops4j.pax.web.samples	whiteboard-blueprint	8.0.15		cb215c747bf46913817d98caa4dc49d085a7600c
org.ops4j.pax.web.samples	whiteboard-blueprint	8.0.16		8d81e10d884d62456c02aa9e74c2480b5fca95dc
org.ops4j.pax.web.samples	whiteboard-blueprint	8.0.17		4ae30001a72f0d2738fa5e9d7192d89aa0c5a5f9
org.ops4j.pax.web.samples	whiteboard-blueprint	8.0.18		d3102056a7bd6915e43180f45a8a9860f4194ba1
org.ops4j.pax.web.samples	whiteboard-blueprint	8.0.19		bca7215d4a161091bd75d4a501fe7d0c582e512d
org.ops4j.pax.web.samples	whiteboard-blueprint	8.0.2		363c88258b40f9f4bce1e15ac8ceb3e8d200a28f
org.ops4j.pax.web.samples	whiteboard-blueprint	8.0.20		fce82a530f7efb0728ba61690a0312015157c0c5
org.ops4j.pax.web.samples	whiteboard-blueprint	8.0.21		b2d2e36bacb5b053efe4b8c54d22d24a4b2172bd
org.ops4j.pax.web.samples	whiteboard-blueprint	8.0.22		41e1285a57c29fb9e34bed8dc0158d10a7cb8315
org.ops4j.pax.web.samples	whiteboard-blueprint	8.0.23		72e6a69ea3a665bd67a46c39208d3fc654b62e78
org.ops4j.pax.web.samples	whiteboard-blueprint	8.0.24		6f33273be77d1f7f64860c92ef2385391e19915e
org.ops4j.pax.web.samples	whiteboard-blueprint	8.0.25		97f455c1f9c9dbec6edb6006c88b62cb75b9c693
org.ops4j.pax.web.samples	whiteboard-blueprint	8.0.26		12dffff9e0e452cc2fe379b64cd639ce7835ba8d
org.ops4j.pax.web.samples	whiteboard-blueprint	8.0.27		4b4a46cb8a4763c5243429d7621206ccb7232ec6
org.ops4j.pax.web.samples	whiteboard-blueprint	8.0.28		4075217fd2d04a8eee039626fc1749ccd0b3c472
org.ops4j.pax.web.samples	whiteboard-blueprint	8.0.29		905d21db78065d51dd518c68443c83dbf5561e28
org.ops4j.pax.web.samples	whiteboard-blueprint	8.0.3		7088fb965e565dbbce1ea06f0e9ae1637032ad06
org.ops4j.pax.web.samples	whiteboard-blueprint	8.0.30		aecfbe5bd56da2d6765a605d928c3e080855921b
org.ops4j.pax.web.samples	whiteboard-blueprint	8.0.31		edc010cf5810853d1308dea835b9f024b9b3394d
org.ops4j.pax.web.samples	whiteboard-blueprint	8.0.4		36b562aa09e44e2f9042f220e1c781cd7d97c0ed
org.ops4j.pax.web.samples	whiteboard-blueprint	8.0.5		4d14702cac13f250088770f92305114a8a9668ca
org.ops4j.pax.web.samples	whiteboard-blueprint	8.0.6		49eb24e349f9137a85f658e5756b62f0e160a6b1
org.ops4j.pax.web.samples	whiteboard-blueprint	8.0.7		cc1479b17dd657ecbca0a507af138c73a4c94c72
org.ops4j.pax.web.samples	whiteboard-blueprint	8.0.8		f0465d7b032dd97853dc1bc34ab07704028f3cde
org.ops4j.pax.web.samples	whiteboard-blueprint	8.0.9		1dd1fd85ff4c85b9957c03325f8ec231bed77936
org.ops4j.pax.web.samples	whiteboard-blueprint	9.0.0		a188ee3648e6828d56b65fec2c0a0c5ab925d082
org.ops4j.pax.web.samples	whiteboard-blueprint	9.0.1		016e72fc973c5218a0c99104b131c39d98403c19
org.ops4j.pax.web.samples	whiteboard-blueprint	9.0.10		bef35c501d9dd456b261889bb9ec5070860aa88a
org.ops4j.pax.web.samples	whiteboard-blueprint	9.0.11		d0953427a92bf7b1ef01a649392099e6cfa8967e
org.ops4j.pax.web.samples	whiteboard-blueprint	9.0.12		55d94eaf73bb962058ee0eaa4c1cbb8e7b0d709f
org.ops4j.pax.web.samples	whiteboard-blueprint	9.0.13		665efd6e1458e50e3ce6ff38eae91785b7e86970
org.ops4j.pax.web.samples	whiteboard-blueprint	9.0.14		7fd3e89e60b4c1c03db2f76037fc2a93e9e710ba
org.ops4j.pax.web.samples	whiteboard-blueprint	9.0.15		ef752681f43e331e7450380c6ebdd118ea28f588
org.ops4j.pax.web.samples	whiteboard-blueprint	9.0.16		f02da39dbed7814be05afcb8ae4b6a4bf93946b9
org.ops4j.pax.web.samples	whiteboard-blueprint	9.0.17		500685e3e600a4fb9518294231e3c8d7201daed4
org.ops4j.pax.web.samples	whiteboard-blueprint	9.0.18		2d08d4663f942c09f969a64ca5d95732d02c826d
org.ops4j.pax.web.samples	whiteboard-blueprint	9.0.19		1c4e35d29cb8d5e46f34631fa2c0a93ac6436ac6
org.ops4j.pax.web.samples	whiteboard-blueprint	9.0.2		18ddf8d61005e1f067e4a9234047efef0711cc7d
org.ops4j.pax.web.samples	whiteboard-blueprint	9.0.20		22249169d34524573c544a22b243bf0e5030d1ee
org.ops4j.pax.web.samples	whiteboard-blueprint	9.0.3		bdd9d1e92bd052d92ced4e1102025aa2bfc0b9b4
org.ops4j.pax.web.samples	whiteboard-blueprint	9.0.4		6cb7a1362455c043e8ca34149b67b7a2cfb91a3f
org.ops4j.pax.web.samples	whiteboard-blueprint	9.0.5		96499679ab3dcfa65c967b1799d84976dca3af90
org.ops4j.pax.web.samples	whiteboard-blueprint	9.0.6		21fcc7f17338859e8f594ac995400c5a513309e9
org.ops4j.pax.web.samples	whiteboard-blueprint	9.0.7		472598369aed7b80f7ae2dc6ff14d14d676d0b4b
org.ops4j.pax.web.samples	whiteboard-blueprint	9.0.8		51d2c5e3c74ad56266cf4ddbda34eea3071cdd75
org.ops4j.pax.web.samples	whiteboard-blueprint	9.0.9		c93b708f22cd54f1419e95c9ac24b44c7396aeb5
org.refcodes	refcodes-batch	0.0.3		5a0ef009cac4bd3bf680062c71ca91130cbcac9c
org.refcodes	refcodes-batch	0.0.4		a6405767b00e0f3eb0ece2d4fde4bce819256378
org.refcodes	refcodes-batch	0.1.0		3a820a9458e61bde594f54d345ecf3c4df842996
org.refcodes	refcodes-batch	0.2.0		eb2e9b96e771c1bc82740263dbae0a3050aa6c81
org.refcodes	refcodes-batch	0.3.0		a66ca09602a0c12cb7d8bf3fedc95c8694624bb5
org.refcodes	refcodes-batch	0.4.0		29da5d51c7c69eaa781d0e54cb64c734a86e0862
org.refcodes	refcodes-batch	1.0.0		472ff5ebf5fafc0e089c19755b5e3248b5b48a2d
org.refcodes	refcodes-batch	1.0.1		2869d4a1df178ff7ff82c12c368e32504a236ac1
org.refcodes	refcodes-batch	1.0.2		4ba6b31b71539754dbce202c4397611a551fdd48
org.refcodes	refcodes-batch	1.0.3		b377114420198e5799ee12ff3ad87ac93364d1c4
org.refcodes	refcodes-batch	1.0.4		3d0fe7640793675a4e34ac72f3875ab3184a95d2
org.refcodes	refcodes-batch	1.0.5		a71997490a324f0b8b976b2c973060e02d89c81a
org.scala-js	scalajs-compiler_2.13.5	1.10.0		c538e744086e638259e9f2c85118e3f05bb6f752
org.scala-js	scalajs-compiler_2.13.5	1.10.1		ada2fc0875aa65b60b76298a238e717e5024648f
org.scala-js	scalajs-compiler_2.13.5	1.11.0		36dd3460fadd1f8515d59078005ede3060535e13
org.scala-js	scalajs-compiler_2.13.5	1.12.0		0d9f2754dd1f9d2161c6ca4a267c5d66f1c51947
org.scala-js	scalajs-compiler_2.13.5	1.13.0		8d6bee366b65d32fdd3c44ba5c428a2fae7c8f67
org.scala-js	scalajs-compiler_2.13.5	1.13.1		d109f41b3266a1f2a56dacaf4aa7742837dd9a63
org.scala-js	scalajs-compiler_2.13.5	1.13.2		04aee7a19d5a8f8192ca55e7c5b4fe96f49660ac
org.scala-js	scalajs-compiler_2.13.5	1.14.0		a4b8dbf4ee1340208fcad78f0c53c0a15bfe9292
org.scala-js	scalajs-compiler_2.13.5	1.15.0		b7713754554f462ba0c575e46b792e7b1ac15e7d
org.scala-js	scalajs-compiler_2.13.5	1.16.0		2c02811e095a0f38fe0ea21e6d2b91e4c68046e2
org.scala-js	scalajs-compiler_2.13.5	1.17.0		e40052fec4dd5dcb8b17cd896b7c79e764105ded
org.scala-js	scalajs-compiler_2.13.5	1.18.0		f551edd7143f26cb17b304a75ee6b20a81760434
org.scala-js	scalajs-compiler_2.13.5	1.18.1		4f97e5c6922fe52ec8bf9691dff2818bebe7b90e
org.scala-js	scalajs-compiler_2.13.5	1.18.2		99e06226ed838899c8e03fb05e117d6f07f6a30c
org.scala-js	scalajs-compiler_2.13.5	1.19.0		5204ad5bbde88778293620ca62bca7f4070484ea
org.scala-js	scalajs-compiler_2.13.5	1.5.0		3b081ea74f3f2d10ebbccf5d027ab70eaf76ccb0
org.scala-js	scalajs-compiler_2.13.5	1.5.1		e87bddf69103994685fbb4052006c50d4fd1e44f
org.scala-js	scalajs-compiler_2.13.5	1.6.0		590c5073db29eebd89dbc888bcdeaf2d769bfdfa
org.scala-js	scalajs-compiler_2.13.5	1.7.0		b92a0716fedd3d38984c475e2b76b2e75a21d24c
org.scala-js	scalajs-compiler_2.13.5	1.7.1		76785b253e903a3925c42b311e55974339aeac09
org.scala-js	scalajs-compiler_2.13.5	1.8.0		feab2fa6203d810b25cb80c5ea498dfe2b610328
org.scala-js	scalajs-compiler_2.13.5	1.9.0		459b7951610da92512036185de6304bba9e3378a
org.scalatra.scalate	scalamd_2.13.0-RC3	1.7.2		500d42aad8a9aa374aebc8748f1e6e8de4e6a9b3
org.scalaz	scalaz-zio-interop-reactivestreams_2.11	0.17		7d0d1a92720cb9b79478869ac91d9637b7eb1546
org.scalaz	scalaz-zio-interop-reactivestreams_2.11	0.18		140b7e471e3a7935460fb7846a0e648044528969
org.scalaz	scalaz-zio-interop-reactivestreams_2.11	0.19		3bd66470fa3a0c8b21261775d2f0266e656e4e36
org.scalaz	scalaz-zio-interop-reactivestreams_2.11	1.0-RC3		3d5759afd92623ff6352c95c8ef98a1ea3c0b2bc
org.scalaz	scalaz-zio-interop-reactivestreams_2.11	1.0-RC4		66d79c51d299cde31f2fb8b9a5bf36835d61a246
org.scalaz	scalaz-zio-interop-reactivestreams_2.11	1.0-RC5		a344a3c08332980b39f7064eb302df29c2c30be4
org.tpolecat	natchez-xray_2.13	0.1.6		ca6c634149425f24a8f275bc439fe243a09f508d
org.tpolecat	natchez-xray_2.13	0.2.0		32634400bd46dee2d32b8b9ef7614868a12252c2
org.tpolecat	natchez-xray_2.13	0.2.1		e90cba36fbc1cd39c5e91d8566f93dbba8a4538a
org.tpolecat	natchez-xray_2.13	0.2.2		fcccc6bc443f239ccc8d3e3b9173472eb1e73307
org.tpolecat	natchez-xray_2.13	0.3.0		feda469711587fc39f2c8d9d7854b042ed409b41
org.tpolecat	natchez-xray_2.13	0.3.0-M1		6a8f2e897d2987364e9e1ed627173c5136fa8034
org.tpolecat	natchez-xray_2.13	0.3.0-M2		8bac30ca805b01223be667ac8e3cf111678bdb1c
org.tpolecat	natchez-xray_2.13	0.3.0-M3		856ee2835a33bcc1bbd0838bdd4459d0e77f9139
org.tpolecat	natchez-xray_2.13	0.3.1		cc817e0867244aad576e9c4356f29af82ca1443d
org.tpolecat	natchez-xray_2.13	0.3.2		205cd7234b850fd9ae22d1d0202a42ffe942f53e
org.tpolecat	natchez-xray_2.13	0.3.3		adc815677f878e4aada2df7590cccbb1b4256590
org.tpolecat	natchez-xray_2.13	0.3.4		78dfffff1b28016f82db19044b0e66816c4f1ff7
org.tpolecat	natchez-xray_2.13	0.3.5		c283b67ed223697b1509b318cb34c40665791182
org.tpolecat	natchez-xray_2.13	0.3.6		972c943e6e336c106a47fb5ed22167281dce276f
org.tpolecat	natchez-xray_2.13	0.3.7		a70c56c632c84c22fa862433c39ec3a1ec757865
org.tpolecat	natchez-xray_2.13	0.3.8		e1e3d12117a02742d63a49262903b5ae7110f646
org.wicketstuff	inmethod-grid-parent	1.4.10		N/A
org.wicketstuff	inmethod-grid-parent	1.4.10.1		N/A
org.wicketstuff	inmethod-grid-parent	1.4.10.2		N/A
org.wicketstuff	inmethod-grid-parent	1.4.11		N/A
org.wicketstuff	inmethod-grid-parent	1.4.12		N/A
org.wicketstuff	inmethod-grid-parent	1.4.12.1		N/A
org.wicketstuff	inmethod-grid-parent	1.4.13		N/A
org.wicketstuff	inmethod-grid-parent	1.4.14		N/A
org.wicketstuff	inmethod-grid-parent	1.4.15		N/A
org.wicketstuff	inmethod-grid-parent	1.4.16		N/A
org.wicketstuff	inmethod-grid-parent	1.4.16.1		N/A
org.wicketstuff	inmethod-grid-parent	1.4.17		N/A
org.wicketstuff	inmethod-grid-parent	1.4.17.1		N/A
org.wicketstuff	inmethod-grid-parent	1.4.17.2		N/A
org.wicketstuff	inmethod-grid-parent	1.4.17.3		N/A
org.wicketstuff	inmethod-grid-parent	1.4.18		N/A
org.wicketstuff	inmethod-grid-parent	1.4.19		N/A
org.wicketstuff	inmethod-grid-parent	1.4.20		N/A
org.wicketstuff	inmethod-grid-parent	1.4.20.1		N/A
org.wicketstuff	inmethod-grid-parent	1.4.21		N/A
org.wicketstuff	inmethod-grid-parent	1.4.7		N/A
org.wicketstuff	inmethod-grid-parent	1.4.7.1		N/A
org.wicketstuff	inmethod-grid-parent	1.4.8		N/A
org.wicketstuff	inmethod-grid-parent	1.4.8.1		N/A
org.wicketstuff	inmethod-grid-parent	1.4.9		N/A
org.wicketstuff	inmethod-grid-parent	1.4.9.1		N/A
org.wicketstuff	inmethod-grid-parent	1.4.9.2		N/A
org.wicketstuff	inmethod-grid-parent	1.5-RC1		N/A
org.wicketstuff	inmethod-grid-parent	1.5-RC1.1		N/A
org.wicketstuff	inmethod-grid-parent	1.5-RC3		N/A
org.wicketstuff	inmethod-grid-parent	1.5-RC4.2		N/A
org.wicketstuff	inmethod-grid-parent	1.5-RC5.1		N/A
org.wicketstuff	inmethod-grid-parent	1.5-RC5.1.1		N/A
org.wicketstuff	inmethod-grid-parent	1.5-RC7		N/A
org.wicketstuff	inmethod-grid-parent	1.5-rc2		N/A
org.wicketstuff	inmethod-grid-parent	1.5-rc2.1		N/A
org.wicketstuff	inmethod-grid-parent	1.5.0		N/A
org.wicketstuff	inmethod-grid-parent	1.5.1		N/A
org.wicketstuff	inmethod-grid-parent	1.5.10		N/A
org.wicketstuff	inmethod-grid-parent	1.5.13		N/A
org.wicketstuff	inmethod-grid-parent	1.5.2		N/A
org.wicketstuff	inmethod-grid-parent	1.5.3		N/A
org.wicketstuff	inmethod-grid-parent	1.5.3.1		N/A
org.wicketstuff	inmethod-grid-parent	1.5.4		N/A
org.wicketstuff	inmethod-grid-parent	1.5.5		N/A
org.wicketstuff	inmethod-grid-parent	1.5.7		N/A
org.wicketstuff	inmethod-grid-parent	1.5.8		N/A
org.wicketstuff	inmethod-grid-parent	1.5.8.1		N/A
org.wicketstuff	inmethod-grid-parent	1.5.9		N/A
org.wicketstuff	inmethod-grid-parent	1.5.9.1		N/A
org.wicketstuff	inmethod-grid-parent	10.0.0		N/A
org.wicketstuff	inmethod-grid-parent	10.0.0-M1		N/A
org.wicketstuff	inmethod-grid-parent	10.0.0-M2		N/A
org.wicketstuff	inmethod-grid-parent	10.1.0		N/A
org.wicketstuff	inmethod-grid-parent	10.1.1		N/A
org.wicketstuff	inmethod-grid-parent	10.2.0		N/A
org.wicketstuff	inmethod-grid-parent	10.3.0		N/A
org.wicketstuff	inmethod-grid-parent	10.4.0		N/A
org.wicketstuff	inmethod-grid-parent	10.5.0		N/A
org.wicketstuff	inmethod-grid-parent	6.0.0		N/A
org.wicketstuff	inmethod-grid-parent	6.0.0-beta1		N/A
org.wicketstuff	inmethod-grid-parent	6.0.0-beta1.1		N/A
org.wicketstuff	inmethod-grid-parent	6.0.0-beta3		N/A
org.wicketstuff	inmethod-grid-parent	6.10.0		N/A
org.wicketstuff	inmethod-grid-parent	6.11.0		N/A
org.wicketstuff	inmethod-grid-parent	6.11.1		N/A
org.wicketstuff	inmethod-grid-parent	6.12.0		N/A
org.wicketstuff	inmethod-grid-parent	6.13.0		N/A
org.wicketstuff	inmethod-grid-parent	6.14.0		N/A
org.wicketstuff	inmethod-grid-parent	6.15.0		N/A
org.wicketstuff	inmethod-grid-parent	6.16.0		N/A
org.wicketstuff	inmethod-grid-parent	6.17.0		N/A
org.wicketstuff	inmethod-grid-parent	6.18.0		N/A
org.wicketstuff	inmethod-grid-parent	6.19.0		N/A
org.wicketstuff	inmethod-grid-parent	6.2.0		N/A
org.wicketstuff	inmethod-grid-parent	6.2.1		N/A
org.wicketstuff	inmethod-grid-parent	6.20.0		N/A
org.wicketstuff	inmethod-grid-parent	6.21.0		N/A
org.wicketstuff	inmethod-grid-parent	6.22.0		N/A
org.wicketstuff	inmethod-grid-parent	6.23.0		N/A
org.wicketstuff	inmethod-grid-parent	6.24.0		N/A
org.wicketstuff	inmethod-grid-parent	6.25.0		N/A
org.wicketstuff	inmethod-grid-parent	6.26.0		N/A
org.wicketstuff	inmethod-grid-parent	6.28.0		N/A
org.wicketstuff	inmethod-grid-parent	6.3.0		N/A
org.wicketstuff	inmethod-grid-parent	6.30.0		N/A
org.wicketstuff	inmethod-grid-parent	6.4.0		N/A
org.wicketstuff	inmethod-grid-parent	6.5.0		N/A
org.wicketstuff	inmethod-grid-parent	6.7.0		N/A
org.wicketstuff	inmethod-grid-parent	6.8.0		N/A
org.wicketstuff	inmethod-grid-parent	6.9.0		N/A
org.wicketstuff	inmethod-grid-parent	7.0.0		N/A
org.wicketstuff	inmethod-grid-parent	7.0.0-M6		N/A
org.wicketstuff	inmethod-grid-parent	7.1.0		N/A
org.wicketstuff	inmethod-grid-parent	7.10.0		N/A
org.wicketstuff	inmethod-grid-parent	7.11.0		N/A
org.wicketstuff	inmethod-grid-parent	7.12.0		N/A
org.wicketstuff	inmethod-grid-parent	7.13.0		N/A
org.wicketstuff	inmethod-grid-parent	7.14.0		N/A
org.wicketstuff	inmethod-grid-parent	7.15.0		N/A
org.wicketstuff	inmethod-grid-parent	7.16.0		N/A
org.wicketstuff	inmethod-grid-parent	7.17.0		N/A
org.wicketstuff	inmethod-grid-parent	7.18.0		N/A
org.wicketstuff	inmethod-grid-parent	7.2.0		N/A
org.wicketstuff	inmethod-grid-parent	7.3.0		N/A
org.wicketstuff	inmethod-grid-parent	7.4.0		N/A
org.wicketstuff	inmethod-grid-parent	7.5.0		N/A
org.wicketstuff	inmethod-grid-parent	7.6.0		N/A
org.wicketstuff	inmethod-grid-parent	7.7.0		N/A
org.wicketstuff	inmethod-grid-parent	7.8.0		N/A
org.wicketstuff	inmethod-grid-parent	7.8.1		N/A
org.wicketstuff	inmethod-grid-parent	7.9.0		N/A
org.wicketstuff	inmethod-grid-parent	8.0.0		N/A
org.wicketstuff	inmethod-grid-parent	8.0.0-M1		N/A
org.wicketstuff	inmethod-grid-parent	8.0.0-M2		N/A
org.wicketstuff	inmethod-grid-parent	8.0.0-M3		N/A
org.wicketstuff	inmethod-grid-parent	8.0.0-M4		N/A
org.wicketstuff	inmethod-grid-parent	8.0.0-M5		N/A
org.wicketstuff	inmethod-grid-parent	8.0.0-M6		N/A
org.wicketstuff	inmethod-grid-parent	8.0.0-M7		N/A
org.wicketstuff	inmethod-grid-parent	8.0.0-M8		N/A
org.wicketstuff	inmethod-grid-parent	8.0.0-M9		N/A
org.wicketstuff	inmethod-grid-parent	8.1.0		N/A
org.wicketstuff	inmethod-grid-parent	8.10.0		N/A
org.wicketstuff	inmethod-grid-parent	8.11.0		N/A
org.wicketstuff	inmethod-grid-parent	8.12.0		N/A
org.wicketstuff	inmethod-grid-parent	8.13.0		N/A
org.wicketstuff	inmethod-grid-parent	8.14.0		N/A
org.wicketstuff	inmethod-grid-parent	8.15.0		N/A
org.wicketstuff	inmethod-grid-parent	8.16.0		N/A
org.wicketstuff	inmethod-grid-parent	8.17.0		N/A
org.wicketstuff	inmethod-grid-parent	8.2.0		N/A
org.wicketstuff	inmethod-grid-parent	8.3.0		N/A
org.wicketstuff	inmethod-grid-parent	8.4.0		N/A
org.wicketstuff	inmethod-grid-parent	8.5.0		N/A
org.wicketstuff	inmethod-grid-parent	8.6.0		N/A
org.wicketstuff	inmethod-grid-parent	8.7.0		N/A
org.wicketstuff	inmethod-grid-parent	8.8.0		N/A
org.wicketstuff	inmethod-grid-parent	8.9.0		N/A
org.wicketstuff	inmethod-grid-parent	9.0.0		N/A
org.wicketstuff	inmethod-grid-parent	9.0.0-M1		N/A
org.wicketstuff	inmethod-grid-parent	9.0.0-M2		N/A
org.wicketstuff	inmethod-grid-parent	9.0.0-M3		N/A
org.wicketstuff	inmethod-grid-parent	9.0.0-M4		N/A
org.wicketstuff	inmethod-grid-parent	9.0.0-M5		N/A
org.wicketstuff	inmethod-grid-parent	9.0.0-M5.1		N/A
org.wicketstuff	inmethod-grid-parent	9.0.1-M3		N/A
org.wicketstuff	inmethod-grid-parent	9.1.0		N/A
org.wicketstuff	inmethod-grid-parent	9.10.0		N/A
org.wicketstuff	inmethod-grid-parent	9.11.0		N/A
org.wicketstuff	inmethod-grid-parent	9.12.0		N/A
org.wicketstuff	inmethod-grid-parent	9.13.0		N/A
org.wicketstuff	inmethod-grid-parent	9.14.0		N/A
org.wicketstuff	inmethod-grid-parent	9.15.0		N/A
org.wicketstuff	inmethod-grid-parent	9.16.0		N/A
org.wicketstuff	inmethod-grid-parent	9.17.0		N/A
org.wicketstuff	inmethod-grid-parent	9.18.0		N/A
org.wicketstuff	inmethod-grid-parent	9.19.0		N/A
org.wicketstuff	inmethod-grid-parent	9.2.0		N/A
org.wicketstuff	inmethod-grid-parent	9.20.0		N/A
org.wicketstuff	inmethod-grid-parent	9.3.0		N/A
org.wicketstuff	inmethod-grid-parent	9.4.0		N/A
org.wicketstuff	inmethod-grid-parent	9.5.0		N/A
org.wicketstuff	inmethod-grid-parent	9.6.0		N/A
org.wicketstuff	inmethod-grid-parent	9.7.0		N/A
org.wicketstuff	inmethod-grid-parent	9.8.0		N/A
org.wicketstuff	inmethod-grid-parent	9.9.0		N/A
org.wicketstuff	inmethod-grid-parent	9.9.1		N/A
org.wso2.orbit.org.apache.httpcomponents	httpclient5	5.4.1.wso2v1		66475ebff4fae820ac2d47117b2bac310ea4b7c3
org.xwiki.rendering	xwiki-rendering-macro-figure	10.10		65a7c86f705037c51915242fb75d5fff6f13b2c7
org.xwiki.rendering	xwiki-rendering-macro-figure	10.10-rc-1		a27466eb554215c65cc29cd8d33581cfe0daeb35
org.xwiki.rendering	xwiki-rendering-macro-figure	10.11		c2e776f9da940c24a5a4537c09f85766705fcbee
org.xwiki.rendering	xwiki-rendering-macro-figure	10.11-rc-1		992d33bfce410fdeb53e8010ade8e756f2298a84
org.xwiki.rendering	xwiki-rendering-macro-figure	10.11.1		28e70451369a5925e1c63a7434637280ac3628e1
org.xwiki.rendering	xwiki-rendering-macro-figure	10.11.10		f1bb003005017de8bf4f2c42dfa8884ff7719f7b
org.xwiki.rendering	xwiki-rendering-macro-figure	10.11.11		081b8eb89cd638f6c8dabf6af246a4705950c3ae
org.xwiki.rendering	xwiki-rendering-macro-figure	10.11.2		cde3d653e0943bec02dd8a6c411c3592003cd834
org.xwiki.rendering	xwiki-rendering-macro-figure	10.11.3		98ffc6e41c266aefbfad9f61edcbe23a5202a45e
org.xwiki.rendering	xwiki-rendering-macro-figure	10.11.4		0414cf477c42993480b1402fd5a589ec86254011
org.xwiki.rendering	xwiki-rendering-macro-figure	10.11.5		3cc1fcf2e7fec51008f0c906a901002b5c4bd7b1
org.xwiki.rendering	xwiki-rendering-macro-figure	10.11.6		73f6fad014a370cb56a440ed3f89af1e77abb331
org.xwiki.rendering	xwiki-rendering-macro-figure	10.11.7		62c5716628fdb96abc7aceb5d850db93f2fea042
org.xwiki.rendering	xwiki-rendering-macro-figure	10.11.8		37001c0d4b75885133449e6316583e16cb18703a
org.xwiki.rendering	xwiki-rendering-macro-figure	10.11.9		407ebad0dd982294cc782b268766b65b921a3f80
org.xwiki.rendering	xwiki-rendering-macro-figure	10.2		579230188f0f59777477fe3da90d1592026eb8d7
org.xwiki.rendering	xwiki-rendering-macro-figure	10.3		d62bde03b8713e2b254ac34be5655c7a56eca044
org.xwiki.rendering	xwiki-rendering-macro-figure	10.4		a0673bfa63ab3c7272b5098fede560eeb457c8d3
org.xwiki.rendering	xwiki-rendering-macro-figure	10.4-rc-1		b99aac75f51de79c9a535662f4f39399a28199fd
org.xwiki.rendering	xwiki-rendering-macro-figure	10.5		a419725d56cb4e9a78ceb3e480da26ded32784d9
org.xwiki.rendering	xwiki-rendering-macro-figure	10.5-rc-1		c9868a2af2f6cbd8641c0b4146e4ba6e4b310ce2
org.xwiki.rendering	xwiki-rendering-macro-figure	10.6		1f6a3872e32632e74fbdbf5c2365acf709060f53
org.xwiki.rendering	xwiki-rendering-macro-figure	10.6-rc-1		c4443884dd50afcc6557d929c8f13ed79b1962a5
org.xwiki.rendering	xwiki-rendering-macro-figure	10.6.1		a3d0cb171e7879a7eb74092f92d730ed1e884c19
org.xwiki.rendering	xwiki-rendering-macro-figure	10.7		6555051351569d3423da877d3d6b452949cd566e
org.xwiki.rendering	xwiki-rendering-macro-figure	10.7-rc-1		e243a9f85df4f0da4e9314fa24f2e3a2355b68d2
org.xwiki.rendering	xwiki-rendering-macro-figure	10.7.1		c90ba948e079267869bd6adbdd44c42b75ba94e9
org.xwiki.rendering	xwiki-rendering-macro-figure	10.8		d6da271a7689f2cdd19814a07beda761df61535d
org.xwiki.rendering	xwiki-rendering-macro-figure	10.8-rc-1		11981b2474b35f931587deaad00c7c06cc0b085e
org.xwiki.rendering	xwiki-rendering-macro-figure	10.8.1		df6653ff3158b7ae5e3cfaf76d3bf3c2551e1971
org.xwiki.rendering	xwiki-rendering-macro-figure	10.8.2		63d441fe761c0ccb07526680d2eeb1fb61d399cf
org.xwiki.rendering	xwiki-rendering-macro-figure	10.8.3		0ac7b20278795877ff60f7cd6e61b23dc8b23593
org.xwiki.rendering	xwiki-rendering-macro-figure	10.9		2c89f57d80fabe73fcfd14fb5a5c59a775cd0c3b
org.xwiki.rendering	xwiki-rendering-macro-figure	11.0		39fbd200a68488e279065575e6bcf1d07012a400
org.xwiki.rendering	xwiki-rendering-macro-figure	11.0.1		d6a8901ff925aa98fcdba90cbb60bb76c3fc4ada
org.xwiki.rendering	xwiki-rendering-macro-figure	11.0.2		9ba64d27acb053dbde9fab51ed55c8d28b5013ed
org.xwiki.rendering	xwiki-rendering-macro-figure	11.0.3		94269adfe209b41db87377af05d518231e571e2c
org.xwiki.rendering	xwiki-rendering-macro-figure	11.1		26eba91d445d4d5812d739b76b33a9cb4bf39db6
org.xwiki.rendering	xwiki-rendering-macro-figure	11.1-rc-1		46e477661665c1e79dab559cc820d5495456898a
org.xwiki.rendering	xwiki-rendering-macro-figure	11.10		93ced09f44dbfef685732708b34a170770275948
org.xwiki.rendering	xwiki-rendering-macro-figure	11.10.1		c6d66825dc2e98ea29cf809e701c471cf08cba8a
org.xwiki.rendering	xwiki-rendering-macro-figure	11.10.10		d2fa48ee68d9ba4809316fe632906eaa6513499a
org.xwiki.rendering	xwiki-rendering-macro-figure	11.10.11		e560e72ce14fe696194cd0a21aba0acd7dd18375
