ch.ethz.origo	origo-issue-notifier	1.0		99176e98135dbe5956c37b315644150545689822
org.krproject.ocean.archetypes.fish	fish-archetype-test	2.5.0		20bb906ae7d210c7c502a22bfd2817c8b7760370
org.krproject.ocean.archetypes.fish	fish-archetype-test	2.5.2		ccfee3cce9508cfb00dd92535697bafb4c4c0c19
org.opendaylight.controller.thirdparty	net.sf.jung2	2.0.1		5a30a13d2a52567f80ac6f5428d0bec83090a27c
org.ow2.chameleon.database	datasource-derby	0.2.0		69e777c3ca843336002e6c45d65936e6b225bd1f
org.readium.kotlin-toolkit	readium-adapter-exoplayer-audio	3.0.0		N/A
org.readium.kotlin-toolkit	readium-adapter-exoplayer-audio	3.0.0-alpha.1		N/A
org.readium.kotlin-toolkit	readium-adapter-exoplayer-audio	3.0.0-alpha.2		N/A
org.readium.kotlin-toolkit	readium-adapter-exoplayer-audio	3.0.0-beta.1		N/A
org.readium.kotlin-toolkit	readium-adapter-exoplayer-audio	3.0.0-beta.2		N/A
org.readium.kotlin-toolkit	readium-adapter-exoplayer-audio	3.0.2		N/A
org.readium.kotlin-toolkit	readium-adapter-exoplayer-audio	3.0.3		N/A
org.readium.kotlin-toolkit	readium-adapter-exoplayer-audio	3.1.0		N/A
org.scalamolecule	molecule-db-sql-h2_3	0.19.0		17c2f908677a45d34fbf79e7193ab6bc47638eed
org.scalatest	scalatest-funsuite_0.22	3.2.0-M3		f934082a16d003f29fe4436be464b7c94f543fcf
org.scalatest	scalatest-funsuite_0.22	3.2.0-M4		c51750b955c906e86e5cf22b1eac89e571c82e07
org.scalatest	scalatest-funsuite_0.22	3.3.0-SNAP2		3f19f82b54f328bbe68bb96b23fbd94d4dc931fa
org.webjars.bowergithub.polymerelements	paper-toast	1.3.1		cc60b121a45c82e707770a2f6a9d8f9f5d800f8f
org.webjars.bowergithub.polymerelements	paper-toast	2.0.0		14834ff4e5d7961e265c3d0d56f608268917a067
org.webjars.bowergithub.polymerelements	paper-toast	2.1.0		2138ed0436fe124136ac60e6fbeffa4c79c11914
org.webjars.bowergithub.polymerelements	paper-toast	2.1.1		2a3fedd8619db057411908aefdf4ae26c9d46f61
org.webjars.bowergithub.polymerelements	paper-toast	2.1.2		4c7088ab4c54f1e26de8155d37a9a6785e7e4a00
org.webjars.bowergithub.polymerelements	paper-toast	3.0.1		b6768cd5dc67e0fe5cdc732502e9cc681b13dcd4
org.webjars.bowergithub.us-cbp	cbp-theme	2.3.8		8bf626cefe469e3b2239adc7c0f0abca861eafdd
org.webjars.npm	jupyterlab__filebrowser	4.0.0-alpha.9		48e1a1b0bf20eb4aa8c6695460f6301511fa364e
org.webjars.npm	rbush-knn	3.0.1		a68e228f0c55cdad41cc346255e56a22913e79b1
org.wildfly	wildfly-ee-9-deployment-transformer	22.0.0.Alpha1		488773f37f390c35906bc451c13b4e4c1a204489
org.wildfly	wildfly-ee-9-deployment-transformer	22.0.0.Beta1		be643afd5398a89cf45b3afdddd81d31c7f19a9e
org.wildfly	wildfly-ee-9-deployment-transformer	22.0.0.Final		23dfe03612a48f8fd3f64cfe3245a08c24c46c68
org.wildfly	wildfly-ee-9-deployment-transformer	22.0.1.Final		ae6b73d2284382c1760d4bd65c8ec45041f9c8a5
org.wildfly	wildfly-ee-9-deployment-transformer	23.0.0.Beta1		180f96816be7e9f76527ca24d5f17827dcc9d7a9
org.wildfly	wildfly-ee-9-deployment-transformer	23.0.0.Final		41db881334d95cb6c9faae1b14edba8ab9869e37
org.wildfly	wildfly-ee-9-deployment-transformer	23.0.1.Final		25f396476243bae1b76a8b97fa981062b5af0d0b
org.wildfly	wildfly-ee-9-deployment-transformer	23.0.2.Final		40cabb4fc29e3b359a8aa4430128d7688db42222
org.wildfly	wildfly-ee-9-deployment-transformer	24.0.0.Beta1		f97d1a2625399972b23910c8b23670f00a135e3b
org.wildfly	wildfly-ee-9-deployment-transformer	24.0.0.Final		a30a8896ea2c0cfec7f7a4079def0719dc838d13
org.wildfly	wildfly-ee-9-deployment-transformer	24.0.1.Final		f0cba33788e6a4ce9fa0f7e70fa232974ab5c566
org.wildfly	wildfly-ee-9-deployment-transformer	25.0.0.Beta1		abb910f857fec25762ddb7b561491bc9fbfb06ab
org.wildfly	wildfly-ee-9-deployment-transformer	25.0.0.Final		b4e1ee4079da764c4eddefcad20decb842fc968a
org.wildfly	wildfly-ee-9-deployment-transformer	25.0.1.Final		8966f81980a3a30ebfbf47ceedc492a32307efe0
org.wildfly	wildfly-ee-9-deployment-transformer	26.0.0.Beta1		3589250fe087f11c516183a561eb6cabf66da170
org.wildfly	wildfly-ee-9-deployment-transformer	26.0.0.Final		3f2916dc9e3ea456c6d6cd3342050155061997ea
org.wildfly	wildfly-ee-9-deployment-transformer	26.0.1.Final		0cc0e28080b73fa70f3c2efcca5d4ceaab65e496
org.wildfly	wildfly-ee-9-deployment-transformer	26.1.0.Beta1		92fb65f0ce385e1866234877d0c7bd653a0f3abb
org.wildfly	wildfly-ee-9-deployment-transformer	26.1.0.Final		99ae491c7a703bb68a859d88ff37a55cae22dc6b
org.wildfly	wildfly-ee-9-deployment-transformer	26.1.1.Final		f86c1832bab789308227d0541aa56d82ed1239d5
org.wildfly	wildfly-ee-9-deployment-transformer	26.1.2.Final		bfbf92c2c5ff8840307bc73ee5c9655c106833e7
org.wildfly	wildfly-ee-9-deployment-transformer	26.1.3.Final		d3d97df9ffe42799a8ccc2eebf7d43caf431d4eb
org.wildfly	wildfly-ee-9-deployment-transformer	27.0.0.Alpha1		d3db8e983a44f241aec4bccf1efa2ee83f5676df
org.wildfly	wildfly-ee-9-deployment-transformer	27.0.0.Alpha2		98fb289b4b7196388ea0366d88c5becd7be4b476
org.wildfly	wildfly-ee-9-deployment-transformer	27.0.0.Alpha3		91d17941805c058df3075c67adae881857ca24a8
org.wildfly	wildfly-ee-9-deployment-transformer	27.0.0.Alpha4		d85396fc87cbb1256e6174af7caa550bb2cec68e
org.wildfly	wildfly-ee-9-deployment-transformer	27.0.0.Alpha5		891889b55d6c6662509a164a0c3a91293c1f01af
org.wildfly	wildfly-ee-9-deployment-transformer	27.0.0.Beta1		d00113d52c146c66e77edb2ae583caa3f063789d
org.wildfly	wildfly-ee-9-deployment-transformer	27.0.0.Final		eb1581be66f7bee31ec0ac915dea47c276606c03
org.wildfly	wildfly-ee-9-deployment-transformer	27.0.1.Final		bace27493e642c646f9f9f057cd7bb2d21b9b81a
org.wildfly.swarm.testsuite	testsuite-topology	2012.12.0		195abf0a018c6a5c4d8c178bb54116eb116824ad
org.wildfly.swarm.testsuite	testsuite-topology	2017.10.0		54e64cc5a62fa5cb0d48100f5131454dfa37eb32
org.wildfly.swarm.testsuite	testsuite-topology	2017.10.1		09cf6de08cfca80eb477d79c603246c16e086aa9
org.wildfly.swarm.testsuite	testsuite-topology	2017.10.2		d594772ef3d737812f9548033a61dce4c23118e3
org.wildfly.swarm.testsuite	testsuite-topology	2017.11.0		1949bfa01057f7d58c5d5b4f17fd76c22c4c69b8
org.wildfly.swarm.testsuite	testsuite-topology	2017.12.0		1bcd7db5b2311c2c746320f9c76c0750b8a87977
org.wildfly.swarm.testsuite	testsuite-topology	2017.12.1		e64b1d9540b05afb44b53409afd18799f72acc53
org.wildfly.swarm.testsuite	testsuite-topology	2017.9.4		5ef06c02ceb1fadc57168a56760a0e04a3cc5f40
org.wildfly.swarm.testsuite	testsuite-topology	2017.9.5		57fc036935b2a71335cf5e1f32c8dbc59bc0cb24
org.wildfly.swarm.testsuite	testsuite-topology	2018.1.0		377587d6e0034d3c32ed5fae3229c1a5f51b2ef9
org.wildfly.swarm.testsuite	testsuite-topology	2018.2.0		b66413ed99156521059bfc18a1a6b571472a9447
org.wildfly.swarm.testsuite	testsuite-topology	2018.2.0.Final		3be68a2ad929ab99bf078f92c087e321f8a1faac
org.wildfly.swarm.testsuite	testsuite-topology	2018.3.0		1f921886be81b3478f8e4ddd37bf485b83cc5ab8
org.wildfly.swarm.testsuite	testsuite-topology	2018.3.1		0f7b1b201198022ba96546beef6f31b51286ae01
org.wildfly.swarm.testsuite	testsuite-topology	2018.3.2		126bc38b81ae444f74bb7490f6c6c9c4a620f5ab
org.wildfly.swarm.testsuite	testsuite-topology	2018.3.3		500680d833c28b3ab6fc525a62807ebe52f6ae38
org.wildfly.swarm.testsuite	testsuite-topology	2018.4.0		5edf0e4c30d0c3119c0a37261c94dba1dcedfb3a
org.wildfly.swarm.testsuite	testsuite-topology	2018.4.1		036bfd546076e069285716d47e20919f2887b1a6
org.wildfly.swarm.testsuite	testsuite-topology	2018.5.0		62881778023a09e572e29ffbc3007d124a6216f9
ph.samson.japper	daac_2.13	1		1b01b3b16f3d916a213fd2179299684a6b2f64fb
